"Subject","Age","Gender","Handedness","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Session","RT_ms","RT_sec","ACC"
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",448,0.448,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",470,0.47,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",436,0.436,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",419,0.419,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",326,0.326,0
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",325,0.325,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",452,0.452,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",386,0.386,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",442,0.442,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",414,0.414,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",553,0.553,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",482,0.482,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",465,0.465,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",750,0.75,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",539,0.539,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",566,0.566,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",540,0.54,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",335,0.335,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",813,0.813,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",399,0.399,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",574,0.574,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",474,0.474,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",437,0.437,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",454,0.454,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",654,0.654,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",1126,1.126,3
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",460,0.46,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",489,0.489,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",476,0.476,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",666,0.666,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",481,0.481,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",589,0.589,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",536,0.536,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",416,0.416,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",408,0.408,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",476,0.476,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",371,0.371,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",544,0.544,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",438,0.438,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",458,0.458,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",659,0.659,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",1010,1.01,3
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",461,0.461,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",408,0.408,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",633,0.633,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",337,0.337,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",578,0.578,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",592,0.592,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",344,0.344,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",595,0.595,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",396,0.396,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",425,0.425,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",410,0.41,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",491,0.491,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",507,0.507,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",386,0.386,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",456,0.456,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",526,0.526,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",398,0.398,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",371,0.371,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",486,0.486,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",410,0.41,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",615,0.615,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",341,0.341,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",306,0.306,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",591,0.591,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",630,0.63,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",416,0.416,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",431,0.431,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",806,0.806,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",366,0.366,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",432,0.432,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",613,0.613,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",551,0.551,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",400,0.4,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",279,0.279,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",476,0.476,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",537,0.537,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",440,0.44,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",549,0.549,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",512,0.512,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",347,0.347,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",478,0.478,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",311,0.311,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",484,0.484,0
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",422,0.422,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",468,0.468,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",595,0.595,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",463,0.463,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",445,0.445,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",553,0.553,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",603,0.603,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",364,0.364,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",475,0.475,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",466,0.466,0
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",522,0.522,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",446,0.446,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",367,0.367,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",639,0.639,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",444,0.444,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",572,0.572,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",361,0.361,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",478,0.478,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",466,0.466,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",286,0.286,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",274,0.274,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",603,0.603,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",678,0.678,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",562,0.562,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",351,0.351,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",412,0.412,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",516,0.516,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",468,0.468,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",585,0.585,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",428,0.428,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",495,0.495,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",577,0.577,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",433,0.433,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",555,0.555,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",316,0.316,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",402,0.402,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",529,0.529,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",246,0.246,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",385,0.385,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",482,0.482,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",515,0.515,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",492,0.492,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",448,0.448,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",472,0.472,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",454,0.454,0
3,"20","f","R","Matching","Self","Self","Self","Self","2",369,0.369,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",302,0.302,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",484,0.484,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",478,0.478,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",251,0.251,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",322,0.322,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",400,0.4,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",514,0.514,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",730,0.73,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",358,0.358,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",394,0.394,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",639,0.639,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",502,0.502,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",520,0.52,1
3,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","2",474,0.474,1
3,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","2",581,0.581,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",834,0.834,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",459,0.459,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",559,0.559,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",558,0.558,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",345,0.345,1
3,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",409,0.409,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",696,0.696,1
3,"20","f","R","Matching","Self","Self","Self","Self","2",425,0.425,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",450,0.45,1
3,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",537,0.537,1
3,"20","f","R","Matching","Close","Friend","Friend","Close","2",557,0.557,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",400,0.4,1
3,"20","f","R","Nonmatching","Close","Self","Self","Self","2",480,0.48,1
3,"20","f","R","Nonmatching","Stranger","Self","Self","Self","2",452,0.452,1
3,"20","f","R","Nonmatching","Self","Friend","Friend","Close","2",495,0.495,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",463,0.463,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",646,0.646,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",461,0.461,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",501,0.501,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",269,0.269,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",533,0.533,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",731,0.731,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",441,0.441,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",465,0.465,0
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",416,0.416,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",422,0.422,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",288,0.288,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",568,0.568,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",304,0.304,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",413,0.413,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",436,0.436,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",362,0.362,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",517,0.517,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",549,0.549,0
4,"20","f","R","Matching","Self","Self","Self","Self","1",507,0.507,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",365,0.365,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",289,0.289,0
4,"20","f","R","Matching","Self","Self","Self","Self","1",616,0.616,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",422,0.422,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",607,0.607,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",829,0.829,0
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",592,0.592,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",525,0.525,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",407,0.407,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",517,0.517,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",409,0.409,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",584,0.584,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",342,0.342,0
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",641,0.641,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",593,0.593,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",769,0.769,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",577,0.577,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",566,0.566,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",602,0.602,0
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",466,0.466,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",564,0.564,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",359,0.359,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",580,0.58,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",327,0.327,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",518,0.518,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",521,0.521,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",557,0.557,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",426,0.426,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",426,0.426,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",331,0.331,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",369,0.369,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",538,0.538,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",329,0.329,0
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",349,0.349,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",499,0.499,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",478,0.478,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",731,0.731,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",551,0.551,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",361,0.361,0
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",459,0.459,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",511,0.511,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",513,0.513,0
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",715,0.715,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",769,0.769,0
4,"20","f","R","Matching","Self","Self","Self","Self","1",427,0.427,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",548,0.548,0
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",589,0.589,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",443,0.443,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",603,0.603,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",910,0.91,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",805,0.805,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",464,0.464,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",508,0.508,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",322,0.322,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",390,0.39,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",677,0.677,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",680,0.68,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",309,0.309,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",587,0.587,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",515,0.515,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",438,0.438,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",407,0.407,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",596,0.596,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",639,0.639,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",917,0.917,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",494,0.494,0
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",581,0.581,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",438,0.438,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",675,0.675,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",748,0.748,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",479,0.479,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",580,0.58,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",696,0.696,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",407,0.407,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",603,0.603,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",349,0.349,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",621,0.621,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",495,0.495,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",485,0.485,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",399,0.399,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",314,0.314,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",434,0.434,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",593,0.593,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",1998,1.998,3
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",421,0.421,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",529,0.529,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",377,0.377,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",0,0,4
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",451,0.451,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",517,0.517,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",505,0.505,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",739,0.739,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",465,0.465,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",417,0.417,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",517,0.517,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",597,0.597,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",607,0.607,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",424,0.424,0
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",721,0.721,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",445,0.445,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",551,0.551,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",455,0.455,0
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",421,0.421,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",563,0.563,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",513,0.513,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",661,0.661,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",460,0.46,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",468,0.468,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",549,0.549,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",498,0.498,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",306,0.306,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",593,0.593,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",479,0.479,0
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",485,0.485,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",278,0.278,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",322,0.322,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",565,0.565,0
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",481,0.481,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",803,0.803,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",323,0.323,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",921,0.921,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",549,0.549,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",364,0.364,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",389,0.389,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",476,0.476,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",248,0.248,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",389,0.389,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",292,0.292,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",401,0.401,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",464,0.464,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",589,0.589,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",498,0.498,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",506,0.506,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",549,0.549,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",493,0.493,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",718,0.718,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",575,0.575,1
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",599,0.599,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",650,0.65,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",514,0.514,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",513,0.513,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",440,0.44,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",431,0.431,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",519,0.519,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",364,0.364,1
4,"20","f","R","Nonmatching","Close","Self","Self","Self","1",503,0.503,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",334,0.334,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",499,0.499,0
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",429,0.429,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",419,0.419,1
4,"20","f","R","Nonmatching","Stranger","Friend","Friend","Close","1",568,0.568,1
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",607,0.607,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",340,0.34,0
4,"20","f","R","Nonmatching","Self","Friend","Friend","Close","1",578,0.578,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",577,0.577,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",511,0.511,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",727,0.727,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",499,0.499,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",443,0.443,1
4,"20","f","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",516,0.516,1
4,"20","f","R","Matching","Stranger","Stranger","Stranger","Stranger","1",715,0.715,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",600,0.6,1
4,"20","f","R","Matching","Close","Friend","Friend","Close","1",736,0.736,0
4,"20","f","R","Nonmatching","Stranger","Self","Self","Self","1",552,0.552,1
4,"20","f","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",560,0.56,1
4,"20","f","R","Matching","Self","Self","Self","Self","1",496,0.496,1
