Shape,Label,Condition,ShapeLoc,resp,rt,WeShape,TheyShape,AloneShape,SelfShape,corr,trialinBlock,Block,Handedness,First Language,Participant Number,Gender,Age,Training/Experiment,Outlier,Self/Other,Identity Label,Shapetype,Pronountype
You,We,Mismatch,Top,m,0.616822854,CIRCLE,STAR,TRIANGLE,DIAMOND,1,79,2,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,Self,Mismatch,Bottom,m,0.766787777,CIRCLE,STAR,TRIANGLE,DIAMOND,1,80,2,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.633505319,CIRCLE,STAR,TRIANGLE,DIAMOND,1,81,2,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.600192502,CIRCLE,STAR,TRIANGLE,DIAMOND,1,82,2,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,m,0.600169604,CIRCLE,STAR,TRIANGLE,DIAMOND,0,83,2,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Top,m,0.700183461,CIRCLE,STAR,TRIANGLE,DIAMOND,1,84,2,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,They,Mismatch,Bottom,m,0.666857616,CIRCLE,STAR,TRIANGLE,DIAMOND,1,85,2,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,n,0.633491107,CIRCLE,STAR,TRIANGLE,DIAMOND,1,86,2,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,n,0.683500207,CIRCLE,STAR,TRIANGLE,DIAMOND,1,87,2,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.533568842,CIRCLE,STAR,TRIANGLE,DIAMOND,1,88,2,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Top,n,0.816865966,CIRCLE,STAR,TRIANGLE,DIAMOND,1,89,2,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.666824453,CIRCLE,STAR,TRIANGLE,DIAMOND,1,90,2,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,0.5501684,CIRCLE,STAR,TRIANGLE,DIAMOND,1,91,2,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,n,0.550175111,CIRCLE,STAR,TRIANGLE,DIAMOND,1,92,2,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,n,0.600162892,CIRCLE,STAR,TRIANGLE,DIAMOND,1,93,2,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Bottom,m,0.65019568,CIRCLE,STAR,TRIANGLE,DIAMOND,1,94,2,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,You,Mismatch,Top,m,0.883516867,CIRCLE,STAR,TRIANGLE,DIAMOND,1,95,2,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Top,m,0.800201661,CIRCLE,STAR,TRIANGLE,DIAMOND,1,96,2,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,0.783289031,CIRCLE,STAR,TRIANGLE,DIAMOND,1,1,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,Self,Mismatch,Top,m,0.666872618,CIRCLE,STAR,TRIANGLE,DIAMOND,1,2,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Top,n,0.650193311,CIRCLE,STAR,TRIANGLE,DIAMOND,1,3,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.666836692,CIRCLE,STAR,TRIANGLE,DIAMOND,1,4,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.616798772,CIRCLE,STAR,TRIANGLE,DIAMOND,1,5,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.616817327,CIRCLE,STAR,TRIANGLE,DIAMOND,1,6,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,n,0.583616237,CIRCLE,STAR,TRIANGLE,DIAMOND,1,7,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Top,n,0.583503326,CIRCLE,STAR,TRIANGLE,DIAMOND,1,8,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.550148265,CIRCLE,STAR,TRIANGLE,DIAMOND,1,9,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Top,m,0.633506109,CIRCLE,STAR,TRIANGLE,DIAMOND,1,10,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,n,0.583547937,CIRCLE,STAR,TRIANGLE,DIAMOND,1,11,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,You,Mismatch,Top,m,0.650178704,CIRCLE,STAR,TRIANGLE,DIAMOND,1,12,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.716808286,CIRCLE,STAR,TRIANGLE,DIAMOND,1,13,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,We,Mismatch,Top,m,0.733505754,CIRCLE,STAR,TRIANGLE,DIAMOND,1,14,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,Self,Mismatch,Top,m,0.866846246,CIRCLE,STAR,TRIANGLE,DIAMOND,1,15,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,We,Mismatch,Bottom,m,0.916849424,CIRCLE,STAR,TRIANGLE,DIAMOND,1,16,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.616819301,CIRCLE,STAR,TRIANGLE,DIAMOND,1,17,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,We,Mismatch,Bottom,m,0.700168854,CIRCLE,STAR,TRIANGLE,DIAMOND,1,18,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,You,Mismatch,Bottom,m,0.683478888,CIRCLE,STAR,TRIANGLE,DIAMOND,1,19,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,They,Mismatch,Bottom,m,0.666843009,CIRCLE,STAR,TRIANGLE,DIAMOND,1,20,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,Self,Mismatch,Top,m,0.616822065,CIRCLE,STAR,TRIANGLE,DIAMOND,1,21,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,They,Mismatch,Top,m,0.633484395,CIRCLE,STAR,TRIANGLE,DIAMOND,1,22,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,You,Mismatch,Bottom,m,0.666828401,CIRCLE,STAR,TRIANGLE,DIAMOND,1,23,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.583496614,CIRCLE,STAR,TRIANGLE,DIAMOND,1,24,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.716840265,CIRCLE,STAR,TRIANGLE,DIAMOND,1,25,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Top,m,0.716835527,CIRCLE,STAR,TRIANGLE,DIAMOND,1,26,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Bottom,m,0.566844548,CIRCLE,STAR,TRIANGLE,DIAMOND,1,27,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
You,You,Match,Top,n,0.416874493,CIRCLE,STAR,TRIANGLE,DIAMOND,1,28,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,m,0.616772715,CIRCLE,STAR,TRIANGLE,DIAMOND,1,29,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Bottom,m,0.566882054,CIRCLE,STAR,TRIANGLE,DIAMOND,1,30,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.583539252,CIRCLE,STAR,TRIANGLE,DIAMOND,1,31,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.566830336,CIRCLE,STAR,TRIANGLE,DIAMOND,1,32,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.566821255,CIRCLE,STAR,TRIANGLE,DIAMOND,1,33,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Bottom,m,0.633501766,CIRCLE,STAR,TRIANGLE,DIAMOND,1,34,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Bottom,m,0.550177085,CIRCLE,STAR,TRIANGLE,DIAMOND,1,35,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,We,Mismatch,Top,m,0.733551155,CIRCLE,STAR,TRIANGLE,DIAMOND,1,36,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,Self,Mismatch,Bottom,m,0.700168854,CIRCLE,STAR,TRIANGLE,DIAMOND,1,37,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Top,m,0.566815728,CIRCLE,STAR,TRIANGLE,DIAMOND,0,38,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,0.533534889,CIRCLE,STAR,TRIANGLE,DIAMOND,1,39,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,Self,Mismatch,Top,m,0.533529757,CIRCLE,STAR,TRIANGLE,DIAMOND,1,40,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,You,Mismatch,Top,m,0.650176335,CIRCLE,STAR,TRIANGLE,DIAMOND,1,41,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,You,Mismatch,Bottom,m,0.766832389,CIRCLE,STAR,TRIANGLE,DIAMOND,1,42,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,You,Mismatch,Bottom,m,0.583517538,CIRCLE,STAR,TRIANGLE,DIAMOND,1,43,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,We,Mismatch,Bottom,m,0.683513235,CIRCLE,STAR,TRIANGLE,DIAMOND,1,44,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Top,n,0.633519137,CIRCLE,STAR,TRIANGLE,DIAMOND,1,45,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,We,Mismatch,Top,m,0.533438559,CIRCLE,STAR,TRIANGLE,DIAMOND,1,46,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Bottom,n,0.73353102,CIRCLE,STAR,TRIANGLE,DIAMOND,1,47,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.566782565,CIRCLE,STAR,TRIANGLE,DIAMOND,1,48,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,Self,Mismatch,Bottom,m,0.866848615,CIRCLE,STAR,TRIANGLE,DIAMOND,1,49,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,m,0.616807852,CIRCLE,STAR,TRIANGLE,DIAMOND,1,50,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,0.58353254,CIRCLE,STAR,TRIANGLE,DIAMOND,1,51,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,They,Mismatch,Top,m,0.616832329,CIRCLE,STAR,TRIANGLE,DIAMOND,1,52,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,n,0.66685959,CIRCLE,STAR,TRIANGLE,DIAMOND,1,53,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,They,Mismatch,Top,m,0.616817722,CIRCLE,STAR,TRIANGLE,DIAMOND,1,54,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,They,Mismatch,Top,m,0.883470676,CIRCLE,STAR,TRIANGLE,DIAMOND,1,55,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,You,Mismatch,Top,m,0.783518802,CIRCLE,STAR,TRIANGLE,DIAMOND,1,56,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,We,Mismatch,Bottom,m,1.150137053,CIRCLE,STAR,TRIANGLE,DIAMOND,1,57,3,r,Hungarian,3,Female,24,EXPERIMENT,1,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,You,Mismatch,Top,m,0.666815373,CIRCLE,STAR,TRIANGLE,DIAMOND,1,58,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,They,Mismatch,Top,m,0.683475335,CIRCLE,STAR,TRIANGLE,DIAMOND,1,59,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,Self,Mismatch,Bottom,m,0.600136441,CIRCLE,STAR,TRIANGLE,DIAMOND,1,60,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Top,n,0.600166051,CIRCLE,STAR,TRIANGLE,DIAMOND,1,61,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,n,0.866831244,CIRCLE,STAR,TRIANGLE,DIAMOND,1,62,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Bottom,m,0.600179869,CIRCLE,STAR,TRIANGLE,DIAMOND,1,63,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,Self,Mismatch,Bottom,m,0.583519117,CIRCLE,STAR,TRIANGLE,DIAMOND,1,64,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Bottom,m,0.616849306,CIRCLE,STAR,TRIANGLE,DIAMOND,0,65,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.583498193,CIRCLE,STAR,TRIANGLE,DIAMOND,1,66,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.666824848,CIRCLE,STAR,TRIANGLE,DIAMOND,1,67,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.63355151,CIRCLE,STAR,TRIANGLE,DIAMOND,1,68,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.616856807,CIRCLE,STAR,TRIANGLE,DIAMOND,1,69,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.583511616,CIRCLE,STAR,TRIANGLE,DIAMOND,1,70,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,They,Mismatch,Top,m,0.66687775,CIRCLE,STAR,TRIANGLE,DIAMOND,1,71,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,They,Mismatch,Bottom,m,0.600188159,CIRCLE,STAR,TRIANGLE,DIAMOND,1,72,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Bottom,n,0.566846127,CIRCLE,STAR,TRIANGLE,DIAMOND,1,73,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Top,m,0.900185909,CIRCLE,STAR,TRIANGLE,DIAMOND,1,74,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,n,0.583564519,CIRCLE,STAR,TRIANGLE,DIAMOND,1,75,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.816835567,CIRCLE,STAR,TRIANGLE,DIAMOND,1,76,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Top,m,0.633529007,CIRCLE,STAR,TRIANGLE,DIAMOND,1,77,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.583514775,CIRCLE,STAR,TRIANGLE,DIAMOND,1,78,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,You,Mismatch,Top,m,0.700174776,CIRCLE,STAR,TRIANGLE,DIAMOND,1,79,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.550217749,CIRCLE,STAR,TRIANGLE,DIAMOND,1,80,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,We,Mismatch,Bottom,m,0.566859156,CIRCLE,STAR,TRIANGLE,DIAMOND,1,81,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,You,Match,Bottom,n,0.600165261,CIRCLE,STAR,TRIANGLE,DIAMOND,1,82,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Bottom,n,0.816831224,CIRCLE,STAR,TRIANGLE,DIAMOND,0,83,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.633493475,CIRCLE,STAR,TRIANGLE,DIAMOND,1,84,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,We,Mismatch,Top,m,0.650173177,CIRCLE,STAR,TRIANGLE,DIAMOND,1,85,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
Self,You,Mismatch,Top,m,0.816822538,CIRCLE,STAR,TRIANGLE,DIAMOND,1,86,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.58349464,CIRCLE,STAR,TRIANGLE,DIAMOND,1,87,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,Self,Mismatch,Bottom,m,0.816844647,CIRCLE,STAR,TRIANGLE,DIAMOND,1,88,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.600173947,CIRCLE,STAR,TRIANGLE,DIAMOND,1,89,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Top,n,0.783477348,CIRCLE,STAR,TRIANGLE,DIAMOND,1,90,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,0.433519058,CIRCLE,STAR,TRIANGLE,DIAMOND,1,91,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.650205155,CIRCLE,STAR,TRIANGLE,DIAMOND,1,92,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.650173966,CIRCLE,STAR,TRIANGLE,DIAMOND,1,93,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,n,0.583485165,CIRCLE,STAR,TRIANGLE,DIAMOND,1,94,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.500198779,CIRCLE,STAR,TRIANGLE,DIAMOND,1,95,3,r,Hungarian,3,Female,24,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.533509228,CIRCLE,STAR,TRIANGLE,DIAMOND,1,96,3,r,Hungarian,3,Female,24,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Top,m,0.949804557,TRIANGLE,STAR,CIRCLE,DIAMOND,1,1,0,l,Hungarian,4,Male,23,TRAINING,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Bottom,n,0.916865216,TRIANGLE,STAR,CIRCLE,DIAMOND,1,2,0,l,Hungarian,4,Male,23,TRAINING,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Top,n,0.866795317,TRIANGLE,STAR,CIRCLE,DIAMOND,1,3,0,l,Hungarian,4,Male,23,TRAINING,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Top,n,0.783585522,TRIANGLE,STAR,CIRCLE,DIAMOND,1,4,0,l,Hungarian,4,Male,23,TRAINING,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
