"","Subject","Word","Shape","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"451",3,"YOU","Self","Matching","Self","Self","Self",548,0.548,1
"452",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",839,0.839,1
"453",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",625,0.625,1
"454",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",495,0.495,1
"455",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",744,0.744,1
"456",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",696,0.696,1
"457",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",391,0.391,1
"458",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",783,0.783,1
"459",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",885,0.885,1
"460",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",415,0.415,1
"461",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",415,0.415,1
"462",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",724,0.724,1
"463",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",770,0.77,1
"464",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",575,0.575,1
"465",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",815,0.815,1
"466",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",574,0.574,1
"467",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",748,0.748,1
"468",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",652,0.652,1
"469",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",621,0.621,1
"470",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",464,0.464,0
"471",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",879,0.879,1
"472",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",471,0.471,0
"473",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",946,0.946,1
"474",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",554,0.554,1
"475",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",544,0.544,1
"476",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",572,0.572,1
"477",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",1065,1.065,1
"478",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",676,0.676,1
"479",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",340,0.34,1
"480",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",405,0.405,1
"481",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",388,0.388,1
"482",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",535,0.535,1
"483",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",345,0.345,1
"484",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",530,0.53,1
"485",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",451,0.451,1
"486",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",419,0.419,0
"487",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",436,0.436,0
"488",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",467,0.467,0
"489",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",1053,1.053,0
"490",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",603,0.603,1
"491",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",1022,1.022,1
"492",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",526,0.526,1
"493",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",708,0.708,1
"494",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",945,0.945,1
"495",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",695,0.695,1
"496",3,"YOU","Friend","Nonmatching","Friend","Friend","Close",585,0.585,1
"497",3,"FRIEND","Self","Nonmatching","Self","Self","Self",817,0.817,1
"498",3,"FRIEND","Self","Nonmatching","Self","Self","Self",581,0.581,0
"499",3,"FRIEND","Self","Nonmatching","Self","Self","Self",582,0.582,1
"500",3,"FRIEND","Self","Nonmatching","Self","Self","Self",556,0.556,1
"501",3,"FRIEND","Self","Nonmatching","Self","Self","Self",1004,1.004,1
"502",3,"FRIEND","Self","Nonmatching","Self","Self","Self",526,0.526,1
"503",3,"FRIEND","Self","Nonmatching","Self","Self","Self",530,0.53,1
"504",3,"FRIEND","Self","Nonmatching","Self","Self","Self",533,0.533,0
"505",3,"FRIEND","Self","Nonmatching","Self","Self","Self",603,0.603,1
"506",3,"FRIEND","Self","Nonmatching","Self","Self","Self",365,0.365,1
"507",3,"FRIEND","Self","Nonmatching","Self","Self","Self",831,0.831,1
"508",3,"FRIEND","Self","Nonmatching","Self","Self","Self",632,0.632,1
"509",3,"FRIEND","Self","Nonmatching","Self","Self","Self",559,0.559,1
"510",3,"FRIEND","Self","Nonmatching","Self","Self","Self",1085,1.085,1
"511",3,"FRIEND","Self","Nonmatching","Self","Self","Self",435,0.435,1
"512",3,"FRIEND","Self","Nonmatching","Self","Self","Self",945,0.945,1
"513",3,"FRIEND","Self","Nonmatching","Self","Self","Self",592,0.592,1
"514",3,"FRIEND","Self","Nonmatching","Self","Self","Self",711,0.711,1
"515",3,"FRIEND","Self","Nonmatching","Self","Self","Self",491,0.491,1
"516",3,"FRIEND","Self","Nonmatching","Self","Self","Self",748,0.748,0
"517",3,"FRIEND","Self","Nonmatching","Self","Self","Self",710,0.71,1
"518",3,"FRIEND","Self","Nonmatching","Self","Self","Self",590,0.59,1
"519",3,"FRIEND","Self","Nonmatching","Self","Self","Self",767,0.767,1
"520",3,"FRIEND","Self","Nonmatching","Self","Self","Self",616,0.616,1
"521",3,"FRIEND","Self","Nonmatching","Self","Self","Self",956,0.956,1
"522",3,"FRIEND","Self","Nonmatching","Self","Self","Self",634,0.634,1
"523",3,"FRIEND","Self","Nonmatching","Self","Self","Self",534,0.534,1
"524",3,"FRIEND","Self","Nonmatching","Self","Self","Self",596,0.596,1
"525",3,"FRIEND","Self","Nonmatching","Self","Self","Self",574,0.574,1
"526",3,"FRIEND","Self","Nonmatching","Self","Self","Self",764,0.764,1
"527",3,"FRIEND","Self","Nonmatching","Self","Self","Self",452,0.452,1
"528",3,"FRIEND","Self","Nonmatching","Self","Self","Self",450,0.45,0
"529",3,"FRIEND","Self","Nonmatching","Self","Self","Self",330,0.33,1
"530",3,"FRIEND","Self","Nonmatching","Self","Self","Self",449,0.449,0
"531",3,"FRIEND","Self","Nonmatching","Self","Self","Self",552,0.552,1
"532",3,"FRIEND","Self","Nonmatching","Self","Self","Self",644,0.644,1
"533",3,"FRIEND","Self","Nonmatching","Self","Self","Self",839,0.839,1
"534",3,"FRIEND","Self","Nonmatching","Self","Self","Self",808,0.808,0
"535",3,"FRIEND","Self","Nonmatching","Self","Self","Self",694,0.694,1
"536",3,"FRIEND","Self","Nonmatching","Self","Self","Self",614,0.614,1
"537",3,"FRIEND","Self","Nonmatching","Self","Self","Self",671,0.671,1
"538",3,"FRIEND","Self","Nonmatching","Self","Self","Self",603,0.603,1
"539",3,"FRIEND","Self","Nonmatching","Self","Self","Self",427,0.427,0
"540",3,"FRIEND","Self","Nonmatching","Self","Self","Self",473,0.473,1
"541",3,"FRIEND","Self","Nonmatching","Self","Self","Self",661,0.661,1
"542",3,"FRIEND","Self","Nonmatching","Self","Self","Self",630,0.63,1
"543",3,"FRIEND","Self","Nonmatching","Self","Self","Self",639,0.639,0
"544",4,"FRIEND","Friend","Matching","Friend","Friend","Close",840,0.84,0
"545",4,"FRIEND","Friend","Matching","Friend","Friend","Close",980,0.98,1
"546",4,"FRIEND","Friend","Matching","Friend","Friend","Close",790,0.79,1
"547",4,"FRIEND","Friend","Matching","Friend","Friend","Close",908,0.908,0
"548",4,"FRIEND","Friend","Matching","Friend","Friend","Close",641,0.641,0
"549",4,"FRIEND","Friend","Matching","Friend","Friend","Close",867,0.867,0
"550",4,"FRIEND","Friend","Matching","Friend","Friend","Close",788,0.788,1
"551",4,"FRIEND","Friend","Matching","Friend","Friend","Close",674,0.674,1
"552",4,"FRIEND","Friend","Matching","Friend","Friend","Close",953,0.953,1
"553",4,"FRIEND","Friend","Matching","Friend","Friend","Close",1016,1.016,1
"554",4,"FRIEND","Friend","Matching","Friend","Friend","Close",834,0.834,1
"555",4,"FRIEND","Friend","Matching","Friend","Friend","Close",732,0.732,1
"556",4,"FRIEND","Friend","Matching","Friend","Friend","Close",595,0.595,1
"557",4,"FRIEND","Friend","Matching","Friend","Friend","Close",739,0.739,1
"558",4,"FRIEND","Friend","Matching","Friend","Friend","Close",544,0.544,1
"559",4,"FRIEND","Friend","Matching","Friend","Friend","Close",997,0.997,1
"560",4,"FRIEND","Friend","Matching","Friend","Friend","Close",614,0.614,1
"561",4,"FRIEND","Friend","Matching","Friend","Friend","Close",572,0.572,1
"562",4,"FRIEND","Friend","Matching","Friend","Friend","Close",660,0.66,1
"563",4,"FRIEND","Friend","Matching","Friend","Friend","Close",702,0.702,1
"564",4,"FRIEND","Friend","Matching","Friend","Friend","Close",666,0.666,1
"565",4,"FRIEND","Friend","Matching","Friend","Friend","Close",650,0.65,1
"566",4,"FRIEND","Friend","Matching","Friend","Friend","Close",632,0.632,1
"567",4,"FRIEND","Friend","Matching","Friend","Friend","Close",741,0.741,0
"568",4,"FRIEND","Friend","Matching","Friend","Friend","Close",674,0.674,1
"569",4,"FRIEND","Friend","Matching","Friend","Friend","Close",655,0.655,0
"570",4,"FRIEND","Friend","Matching","Friend","Friend","Close",677,0.677,0
"571",4,"FRIEND","Friend","Matching","Friend","Friend","Close",410,0.41,0
"572",4,"FRIEND","Friend","Matching","Friend","Friend","Close",580,0.58,1
"573",4,"FRIEND","Friend","Matching","Friend","Friend","Close",515,0.515,0
"574",4,"FRIEND","Friend","Matching","Friend","Friend","Close",669,0.669,0
"575",4,"FRIEND","Friend","Matching","Friend","Friend","Close",387,0.387,1
"576",4,"FRIEND","Friend","Matching","Friend","Friend","Close",967,0.967,1
"577",4,"FRIEND","Friend","Matching","Friend","Friend","Close",759,0.759,1
"578",4,"FRIEND","Friend","Matching","Friend","Friend","Close",534,0.534,1
"579",4,"FRIEND","Friend","Matching","Friend","Friend","Close",515,0.515,1
"580",4,"FRIEND","Friend","Matching","Friend","Friend","Close",708,0.708,1
"581",4,"FRIEND","Friend","Matching","Friend","Friend","Close",797,0.797,1
"582",4,"FRIEND","Friend","Matching","Friend","Friend","Close",577,0.577,1
"583",4,"FRIEND","Friend","Matching","Friend","Friend","Close",405,0.405,1
"584",4,"FRIEND","Friend","Matching","Friend","Friend","Close",630,0.63,1
"585",4,"FRIEND","Friend","Matching","Friend","Friend","Close",730,0.73,1
"586",4,"FRIEND","Friend","Matching","Friend","Friend","Close",743,0.743,1
"587",4,"FRIEND","Friend","Matching","Friend","Friend","Close",781,0.781,1
"588",4,"FRIEND","Friend","Matching","Friend","Friend","Close",708,0.708,1
"589",4,"FRIEND","Friend","Matching","Friend","Friend","Close",675,0.675,1
"590",4,"FRIEND","Friend","Matching","Friend","Friend","Close",830,0.83,0
"591",4,"FRIEND","Friend","Matching","Friend","Friend","Close",901,0.901,1
"592",4,"FRIEND","Friend","Matching","Friend","Friend","Close",867,0.867,1
"593",4,"YOU","Self","Matching","Self","Self","Self",460,0.46,1
"594",4,"YOU","Self","Matching","Self","Self","Self",606,0.606,1
"595",4,"YOU","Self","Matching","Self","Self","Self",617,0.617,1
"596",4,"YOU","Self","Matching","Self","Self","Self",725,0.725,1
"597",4,"YOU","Self","Matching","Self","Self","Self",628,0.628,1
"598",4,"YOU","Self","Matching","Self","Self","Self",634,0.634,1
"599",4,"YOU","Self","Matching","Self","Self","Self",488,0.488,1
"600",4,"YOU","Self","Matching","Self","Self","Self",462,0.462,1
"601",4,"YOU","Self","Matching","Self","Self","Self",488,0.488,1
"602",4,"YOU","Self","Matching","Self","Self","Self",580,0.58,1
"603",4,"YOU","Self","Matching","Self","Self","Self",515,0.515,1
"604",4,"YOU","Self","Matching","Self","Self","Self",623,0.623,1
"605",4,"YOU","Self","Matching","Self","Self","Self",729,0.729,1
"606",4,"YOU","Self","Matching","Self","Self","Self",537,0.537,1
"607",4,"YOU","Self","Matching","Self","Self","Self",638,0.638,1
"608",4,"YOU","Self","Matching","Self","Self","Self",648,0.648,1
"609",4,"YOU","Self","Matching","Self","Self","Self",732,0.732,1
"610",4,"YOU","Self","Matching","Self","Self","Self",568,0.568,1
"611",4,"YOU","Self","Matching","Self","Self","Self",665,0.665,1
"612",4,"YOU","Self","Matching","Self","Self","Self",466,0.466,1
"613",4,"YOU","Self","Matching","Self","Self","Self",512,0.512,1
"614",4,"YOU","Self","Matching","Self","Self","Self",507,0.507,0
"615",4,"YOU","Self","Matching","Self","Self","Self",879,0.879,1
"616",4,"YOU","Self","Matching","Self","Self","Self",655,0.655,1
"617",4,"YOU","Self","Matching","Self","Self","Self",600,0.6,1
"618",4,"YOU","Self","Matching","Self","Self","Self",545,0.545,0
"619",4,"YOU","Self","Matching","Self","Self","Self",560,0.56,1
"620",4,"YOU","Self","Matching","Self","Self","Self",477,0.477,1
"621",4,"YOU","Self","Matching","Self","Self","Self",466,0.466,0
"622",4,"YOU","Self","Matching","Self","Self","Self",605,0.605,1
"623",4,"YOU","Self","Matching","Self","Self","Self",453,0.453,1
"624",4,"YOU","Self","Matching","Self","Self","Self",417,0.417,1
"625",4,"YOU","Self","Matching","Self","Self","Self",583,0.583,1
"626",4,"YOU","Self","Matching","Self","Self","Self",467,0.467,1
"627",4,"YOU","Self","Matching","Self","Self","Self",488,0.488,1
"628",4,"YOU","Self","Matching","Self","Self","Self",736,0.736,1
"629",4,"YOU","Self","Matching","Self","Self","Self",453,0.453,1
"630",4,"YOU","Self","Matching","Self","Self","Self",469,0.469,1
"631",4,"YOU","Self","Matching","Self","Self","Self",976,0.976,0
"632",4,"YOU","Self","Matching","Self","Self","Self",539,0.539,1
