"Participant.Public.ID ""Trial.Number"" ""Reaction.Time"" ""Response"" ""Correct"" ""Incorrect"" ""Label"" ""Model"" ""P_Group"" ""P_Orginal"" ""ACC_Mat"""
"13799 ""6128188a420f8d3f27f8d8b1"" 39 89.2000000001863 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""NEIN"" 0.390625"
"13800 ""6128188a420f8d3f27f8d8b1"" 40 56 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.390625"
"13801 ""6128188a420f8d3f27f8d8b1"" 41 33.7000000001863 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.390625"
"13802 ""6128188a420f8d3f27f8d8b1"" 42 29.2000000001863 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.390625"
"13803 ""6128188a420f8d3f27f8d8b1"" 43 283.5 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""JA"" 0.390625"
"13804 ""6128188a420f8d3f27f8d8b1"" 44 3.40000000037253 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.390625"
"13805 ""6128188a420f8d3f27f8d8b1"" 45 90.5999999996275 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.390625"
"13806 ""6128188a420f8d3f27f8d8b1"" 46 172621.9 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.390625"
"13807 ""6128188a420f8d3f27f8d8b1"" 47 27.2999999998137 ""right"" 0 1 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.390625"
"13808 ""6128188a420f8d3f27f8d8b1"" 48 3.29999999981374 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.390625"
"13809 ""6128188a420f8d3f27f8d8b1"" 49 84.9000000003725 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""JA"" 0.390625"
"13810 ""6128188a420f8d3f27f8d8b1"" 50 63.8999999994412 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""NEIN"" 0.390625"
"13811 ""6128188a420f8d3f27f8d8b1"" 51 23.9000000003725 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""JA"" 0.390625"
"13812 ""6128188a420f8d3f27f8d8b1"" 52 121.900000000373 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""NEIN"" 0.390625"
"13813 ""6128188a420f8d3f27f8d8b1"" 53 8.5 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.390625"
"13814 ""6128188a420f8d3f27f8d8b1"" 54 78.4000000003725 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.390625"
"13815 ""6128188a420f8d3f27f8d8b1"" 55 52.7000000001863 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""JA"" 0.390625"
"13816 ""6128188a420f8d3f27f8d8b1"" 56 182.700000000186 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""NEIN"" 0.390625"
"13817 ""6128188a420f8d3f27f8d8b1"" 57 192.599999999627 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.390625"
"13818 ""6128188a420f8d3f27f8d8b1"" 58 65.5 ""right"" 0 1 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.390625"
"13819 ""6128188a420f8d3f27f8d8b1"" 59 71.2999999998137 ""left"" 0 1 ""Me"" ""f18"" ""User"" ""JA"" 0.390625"
"13820 ""6128188a420f8d3f27f8d8b1"" 60 154.600000000559 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.390625"
"13821 ""6128188a420f8d3f27f8d8b1"" 61 5.40000000037253 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.390625"
"13822 ""6128188a420f8d3f27f8d8b1"" 62 6.89999999944121 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.390625"
"13823 ""6128188a420f8d3f27f8d8b1"" 63 22.7999999998137 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.390625"
"13824 ""6128188a420f8d3f27f8d8b1"" 64 33.7999999998137 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.390625"
"13825 ""5c4602713d08e80001369876"" 1 1287.5 ""left"" 0 1 ""Me"" ""f18"" ""User"" ""NEIN"" 0.765625"
"13826 ""5c4602713d08e80001369876"" 2 2977.30000001192 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.765625"
"13827 ""5c4602713d08e80001369876"" 3 3020.90000003576 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.765625"
"13828 ""5c4602713d08e80001369876"" 4 6602.30000001192 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""JA"" 0.765625"
"13829 ""5c4602713d08e80001369876"" 5 668.300000011921 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.765625"
"13830 ""5c4602713d08e80001369876"" 6 4735 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.765625"
"13831 ""5c4602713d08e80001369876"" 7 3013 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.765625"
"13832 ""5c4602713d08e80001369876"" 8 3936.09999996424 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.765625"
"13833 ""5c4602713d08e80001369876"" 9 6551.90000003576 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.765625"
"13834 ""5c4602713d08e80001369876"" 10 9203.80000001192 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.765625"
"13835 ""5c4602713d08e80001369876"" 11 2871.59999996424 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.765625"
"13836 ""5c4602713d08e80001369876"" 12 1032.80000001192 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.765625"
"13837 ""5c4602713d08e80001369876"" 13 1553.80000001192 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.765625"
"13838 ""5c4602713d08e80001369876"" 14 4113.09999996424 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.765625"
"13839 ""5c4602713d08e80001369876"" 15 1691.39999997616 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.765625"
"13840 ""5c4602713d08e80001369876"" 16 1937.89999997616 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.765625"
"13841 ""5c4602713d08e80001369876"" 17 2014.5 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.765625"
"13842 ""5c4602713d08e80001369876"" 18 6967.80000001192 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.765625"
"13843 ""5c4602713d08e80001369876"" 19 4226.39999997616 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.765625"
"13844 ""5c4602713d08e80001369876"" 20 1639.59999996424 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.765625"
"13845 ""5c4602713d08e80001369876"" 21 3885.40000003576 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.765625"
"13846 ""5c4602713d08e80001369876"" 22 5418.5 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""JA"" 0.765625"
"13847 ""5c4602713d08e80001369876"" 23 3591.69999998808 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.765625"
"13848 ""5c4602713d08e80001369876"" 24 5071 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.765625"
"13849 ""5c4602713d08e80001369876"" 25 5351.5 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.765625"
"13850 ""5c4602713d08e80001369876"" 26 2899.20000004768 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.765625"
"13851 ""5c4602713d08e80001369876"" 27 1050.89999997616 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.765625"
"13852 ""5c4602713d08e80001369876"" 28 2513.59999996424 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.765625"
"13853 ""5c4602713d08e80001369876"" 29 3898.10000002384 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.765625"
"13854 ""5c4602713d08e80001369876"" 30 3306.10000002384 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.765625"
"13855 ""5c4602713d08e80001369876"" 31 1433.89999997616 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.765625"
"13856 ""5c4602713d08e80001369876"" 32 3717.40000003576 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.765625"
"13857 ""5c4602713d08e80001369876"" 33 5072 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.765625"
"13858 ""5c4602713d08e80001369876"" 34 3599.19999998808 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.765625"
"13859 ""5c4602713d08e80001369876"" 35 4442.39999997616 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.765625"
"13860 ""5c4602713d08e80001369876"" 36 3819.10000002384 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.765625"
"13861 ""5c4602713d08e80001369876"" 37 3861.59999996424 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.765625"
"13862 ""5c4602713d08e80001369876"" 38 2614.29999995232 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.765625"
"13863 ""5c4602713d08e80001369876"" 39 945.5 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.765625"
"13864 ""5c4602713d08e80001369876"" 40 2984.80000001192 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.765625"
"13865 ""5c4602713d08e80001369876"" 41 3672.5 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.765625"
"13866 ""5c4602713d08e80001369876"" 42 2113.89999997616 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.765625"
"13867 ""5c4602713d08e80001369876"" 43 2127 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.765625"
"13868 ""5c4602713d08e80001369876"" 44 3301.60000002384 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.765625"
"13869 ""5c4602713d08e80001369876"" 45 1171 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.765625"
"13870 ""5c4602713d08e80001369876"" 46 2255.69999998808 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.765625"
"13871 ""5c4602713d08e80001369876"" 47 2858.09999996424 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.765625"
"13872 ""5c4602713d08e80001369876"" 48 716.200000047684 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.765625"
"13873 ""5c4602713d08e80001369876"" 49 2337.80000001192 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.765625"
"13874 ""5c4602713d08e80001369876"" 50 3408.30000001192 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.765625"
"13875 ""5c4602713d08e80001369876"" 51 7292.19999998808 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.765625"
"13876 ""5c4602713d08e80001369876"" 52 1759 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.765625"
"13877 ""5c4602713d08e80001369876"" 53 3061.40000003576 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""JA"" 0.765625"
"13878 ""5c4602713d08e80001369876"" 54 682.5 ""right"" 0 1 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.765625"
"13879 ""5c4602713d08e80001369876"" 55 4074.09999996424 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.765625"
"13880 ""5c4602713d08e80001369876"" 56 2928.60000002384 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.765625"
"13881 ""5c4602713d08e80001369876"" 57 6035.19999998808 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.765625"
"13882 ""5c4602713d08e80001369876"" 58 3127.30000001192 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.765625"
"13883 ""5c4602713d08e80001369876"" 59 1296.89999997616 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.765625"
"13884 ""5c4602713d08e80001369876"" 60 1630.39999997616 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.765625"
"13885 ""5c4602713d08e80001369876"" 61 1104.30000001192 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.765625"
"13886 ""5c4602713d08e80001369876"" 62 2061.69999998808 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.765625"
"13887 ""5c4602713d08e80001369876"" 63 5384.10000002384 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.765625"
"13888 ""5c4602713d08e80001369876"" 64 2322.10000002384 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.765625"
"13889 ""5fa684da96a7d72b1c1306e5"" 1 216.299999952316 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""JA"" 0.84375"
"13890 ""5fa684da96a7d72b1c1306e5"" 2 676.700000047684 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.84375"
"13891 ""5fa684da96a7d72b1c1306e5"" 3 719.100000143051 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.84375"
"13892 ""5fa684da96a7d72b1c1306e5"" 4 681.700000047684 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.84375"
"13893 ""5fa684da96a7d72b1c1306e5"" 5 1444.5 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.84375"
"13894 ""5fa684da96a7d72b1c1306e5"" 6 1472.19999980927 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.84375"
"13895 ""5fa684da96a7d72b1c1306e5"" 7 1327.5 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.84375"
"13896 ""5fa684da96a7d72b1c1306e5"" 8 1363.90000009537 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.84375"
"13897 ""5fa684da96a7d72b1c1306e5"" 9 1212.09999990463 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.84375"
"13898 ""5fa684da96a7d72b1c1306e5"" 10 1656.09999990463 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.84375"
"13899 ""5fa684da96a7d72b1c1306e5"" 11 1483.09999990463 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.84375"
"13900 ""5fa684da96a7d72b1c1306e5"" 12 1583.10000014305 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.84375"
"13901 ""5fa684da96a7d72b1c1306e5"" 13 1461.60000014305 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""JA"" 0.84375"
"13902 ""5fa684da96a7d72b1c1306e5"" 14 1067.79999995232 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.84375"
"13903 ""5fa684da96a7d72b1c1306e5"" 15 1323.90000009537 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.84375"
"13904 ""5fa684da96a7d72b1c1306e5"" 16 1695.79999995232 ""right"" 0 1 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.84375"
"13905 ""5fa684da96a7d72b1c1306e5"" 17 1170.5 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.84375"
"13906 ""5fa684da96a7d72b1c1306e5"" 18 2091.39999985695 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.84375"
"13907 ""5fa684da96a7d72b1c1306e5"" 19 1020.29999995232 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.84375"
"13908 ""5fa684da96a7d72b1c1306e5"" 20 1331.70000004768 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.84375"
"13909 ""5fa684da96a7d72b1c1306e5"" 21 1271.90000009537 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.84375"
"13910 ""5fa684da96a7d72b1c1306e5"" 22 2464.20000004768 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.84375"
"13911 ""5fa684da96a7d72b1c1306e5"" 23 1268.70000004768 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.84375"
"13912 ""5fa684da96a7d72b1c1306e5"" 24 1045.39999985695 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.84375"
"13913 ""5fa684da96a7d72b1c1306e5"" 25 947.199999809265 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.84375"
"13914 ""5fa684da96a7d72b1c1306e5"" 26 1222.79999995232 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.84375"
"13915 ""5fa684da96a7d72b1c1306e5"" 27 1536.10000014305 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.84375"
"13916 ""5fa684da96a7d72b1c1306e5"" 28 1450.69999980927 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.84375"
"13917 ""5fa684da96a7d72b1c1306e5"" 29 1447.70000004768 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.84375"
"13918 ""5fa684da96a7d72b1c1306e5"" 30 1176.5 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.84375"
"13919 ""5fa684da96a7d72b1c1306e5"" 31 1180.19999980927 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.84375"
"13920 ""5fa684da96a7d72b1c1306e5"" 32 1104.29999995232 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.84375"
"13921 ""5fa684da96a7d72b1c1306e5"" 33 1253.29999995232 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.84375"
"13922 ""5fa684da96a7d72b1c1306e5"" 34 1367.29999995232 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.84375"
"13923 ""5fa684da96a7d72b1c1306e5"" 35 1190.29999995232 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.84375"
"13924 ""5fa684da96a7d72b1c1306e5"" 36 1130.30000019073 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.84375"
"13925 ""5fa684da96a7d72b1c1306e5"" 37 874.799999952316 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.84375"
"13926 ""5fa684da96a7d72b1c1306e5"" 38 1083.29999995232 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.84375"
"13927 ""5fa684da96a7d72b1c1306e5"" 39 1224.19999980927 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.84375"
"13928 ""5fa684da96a7d72b1c1306e5"" 40 1115.39999985695 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.84375"
"13929 ""5fa684da96a7d72b1c1306e5"" 41 1973.29999995232 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.84375"
"13930 ""5fa684da96a7d72b1c1306e5"" 42 2633.79999995232 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.84375"
"13931 ""5fa684da96a7d72b1c1306e5"" 43 1318.79999995232 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.84375"
"13932 ""5fa684da96a7d72b1c1306e5"" 44 2086.29999995232 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.84375"
"13933 ""5fa684da96a7d72b1c1306e5"" 45 1750.5 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.84375"
"13934 ""5fa684da96a7d72b1c1306e5"" 46 1344.40000009537 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.84375"
"13935 ""5fa684da96a7d72b1c1306e5"" 47 1455.90000009537 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.84375"
"13936 ""5fa684da96a7d72b1c1306e5"" 48 1510.90000009537 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.84375"
"13937 ""5fa684da96a7d72b1c1306e5"" 49 1257.19999980927 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.84375"
"13938 ""5fa684da96a7d72b1c1306e5"" 50 1341.5 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.84375"
"13939 ""5fa684da96a7d72b1c1306e5"" 51 1558.39999985695 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.84375"
"13940 ""5fa684da96a7d72b1c1306e5"" 52 1319.70000004768 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.84375"
"13941 ""5fa684da96a7d72b1c1306e5"" 53 1244.69999980927 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.84375"
"13942 ""5fa684da96a7d72b1c1306e5"" 54 1432.20000004768 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.84375"
"13943 ""5fa684da96a7d72b1c1306e5"" 55 1277.5 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.84375"
"13944 ""5fa684da96a7d72b1c1306e5"" 56 1771.39999985695 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.84375"
"13945 ""5fa684da96a7d72b1c1306e5"" 57 2367 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.84375"
"13946 ""5fa684da96a7d72b1c1306e5"" 58 1774.20000004768 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.84375"
"13947 ""5fa684da96a7d72b1c1306e5"" 59 4670.79999995232 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.84375"
"13948 ""5fa684da96a7d72b1c1306e5"" 60 2167.90000009537 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.84375"
"13949 ""5fa684da96a7d72b1c1306e5"" 61 3891.29999995232 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.84375"
"13950 ""5fa684da96a7d72b1c1306e5"" 62 3404 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.84375"
"13951 ""5fa684da96a7d72b1c1306e5"" 63 1785.39999985695 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.84375"
"13952 ""5fa684da96a7d72b1c1306e5"" 64 1600.40000009537 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.84375"
"13953 ""614d5924ad258079acfab548"" 1 3158.80000019073 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.875"
"13954 ""614d5924ad258079acfab548"" 2 1874.2000002861 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.875"
"13955 ""614d5924ad258079acfab548"" 3 1356.30000019073 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.875"
"13956 ""614d5924ad258079acfab548"" 4 770.400000095367 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.875"
"13957 ""614d5924ad258079acfab548"" 5 1132.90000009537 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.875"
"13958 ""614d5924ad258079acfab548"" 6 1320.7999997139 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.875"
"13959 ""614d5924ad258079acfab548"" 7 1057.09999990463 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.875"
"13960 ""614d5924ad258079acfab548"" 8 540 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.875"
"13961 ""614d5924ad258079acfab548"" 9 674 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.875"
"13962 ""614d5924ad258079acfab548"" 10 783.699999809265 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.875"
"13963 ""614d5924ad258079acfab548"" 11 1443.7999997139 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.875"
"13964 ""614d5924ad258079acfab548"" 12 881.5 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.875"
"13965 ""614d5924ad258079acfab548"" 13 1154.30000019073 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.875"
"13966 ""614d5924ad258079acfab548"" 14 1090.80000019073 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.875"
"13967 ""614d5924ad258079acfab548"" 15 1455.2999997139 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.875"
"13968 ""614d5924ad258079acfab548"" 16 1007.59999990463 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.875"
"13969 ""614d5924ad258079acfab548"" 17 1198.40000009537 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.875"
"13970 ""614d5924ad258079acfab548"" 18 1066.30000019073 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.875"
"13971 ""614d5924ad258079acfab548"" 19 1328.40000009537 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.875"
"13972 ""614d5924ad258079acfab548"" 20 474.5 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""NEIN"" 0.875"
"13973 ""614d5924ad258079acfab548"" 21 1109 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.875"
"13974 ""614d5924ad258079acfab548"" 22 637.800000190735 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.875"
"13975 ""614d5924ad258079acfab548"" 23 978.5 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.875"
"13976 ""614d5924ad258079acfab548"" 24 1779.30000019073 ""left"" 0 1 ""Me"" ""f18"" ""User"" ""JA"" 0.875"
"13977 ""614d5924ad258079acfab548"" 25 1637.09999990463 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.875"
"13978 ""614d5924ad258079acfab548"" 26 1881.7999997139 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.875"
"13979 ""614d5924ad258079acfab548"" 27 951.5 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.875"
"13980 ""614d5924ad258079acfab548"" 28 1119.40000009537 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.875"
"13981 ""614d5924ad258079acfab548"" 29 1452 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""JA"" 0.875"
"13982 ""614d5924ad258079acfab548"" 30 950.199999809265 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.875"
"13983 ""614d5924ad258079acfab548"" 31 675.300000190735 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.875"
