"Participant.Public.ID ""Trial.Number"" ""Reaction.Time"" ""Response"" ""Correct"" ""Incorrect"" ""Label"" ""Model"" ""P_Group"" ""P_Orginal"" ""ACC_Mat"""
"13621 ""6158a393006089c341aea029"" 53 444.600000143051 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.890625"
"13622 ""6158a393006089c341aea029"" 54 667.199999809265 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.890625"
"13623 ""6158a393006089c341aea029"" 55 815.199999809265 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.890625"
"13624 ""6158a393006089c341aea029"" 56 728.5 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.890625"
"13625 ""6158a393006089c341aea029"" 57 675.5 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.890625"
"13626 ""6158a393006089c341aea029"" 58 398.299999952316 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.890625"
"13627 ""6158a393006089c341aea029"" 59 458.700000047684 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.890625"
"13628 ""6158a393006089c341aea029"" 60 549 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.890625"
"13629 ""6158a393006089c341aea029"" 61 611.799999952316 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.890625"
"13630 ""6158a393006089c341aea029"" 62 594.599999904633 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.890625"
"13631 ""6158a393006089c341aea029"" 63 415.199999809265 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.890625"
"13632 ""6158a393006089c341aea029"" 64 428.199999809265 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.890625"
"13633 ""6107ac8f64f6fba2fa7f00c7"" 1 4677.29999999702 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.828125"
"13634 ""6107ac8f64f6fba2fa7f00c7"" 2 1543.59999999404 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.828125"
"13635 ""6107ac8f64f6fba2fa7f00c7"" 3 1899.30000001192 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.828125"
"13636 ""6107ac8f64f6fba2fa7f00c7"" 4 1183.5 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.828125"
"13637 ""6107ac8f64f6fba2fa7f00c7"" 5 874.59999999404 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.828125"
"13638 ""6107ac8f64f6fba2fa7f00c7"" 6 779.90000000596 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""JA"" 0.828125"
"13639 ""6107ac8f64f6fba2fa7f00c7"" 7 2180.79999999702 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.828125"
"13640 ""6107ac8f64f6fba2fa7f00c7"" 8 1227.5 ""left"" 0 1 ""Me"" ""f18"" ""User"" ""JA"" 0.828125"
"13641 ""6107ac8f64f6fba2fa7f00c7"" 9 1917.60000000894 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""JA"" 0.828125"
"13642 ""6107ac8f64f6fba2fa7f00c7"" 10 1424.09999999404 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""NEIN"" 0.828125"
"13643 ""6107ac8f64f6fba2fa7f00c7"" 11 757.40000000596 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""NEIN"" 0.828125"
"13644 ""6107ac8f64f6fba2fa7f00c7"" 12 840.699999988079 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.828125"
"13645 ""6107ac8f64f6fba2fa7f00c7"" 13 1245.20000000298 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.828125"
"13646 ""6107ac8f64f6fba2fa7f00c7"" 14 1292.90000000596 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.828125"
"13647 ""6107ac8f64f6fba2fa7f00c7"" 15 1506.5 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.828125"
"13648 ""6107ac8f64f6fba2fa7f00c7"" 16 1495.20000000298 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.828125"
"13649 ""6107ac8f64f6fba2fa7f00c7"" 17 755.5 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.828125"
"13650 ""6107ac8f64f6fba2fa7f00c7"" 18 952.29999999702 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.828125"
"13651 ""6107ac8f64f6fba2fa7f00c7"" 19 731.5 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.828125"
"13652 ""6107ac8f64f6fba2fa7f00c7"" 20 623.5 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.828125"
"13653 ""6107ac8f64f6fba2fa7f00c7"" 21 949 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.828125"
"13654 ""6107ac8f64f6fba2fa7f00c7"" 22 1236.70000000298 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.828125"
"13655 ""6107ac8f64f6fba2fa7f00c7"" 23 1071.39999999106 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.828125"
"13656 ""6107ac8f64f6fba2fa7f00c7"" 24 929.699999988079 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.828125"
"13657 ""6107ac8f64f6fba2fa7f00c7"" 25 1076.59999999404 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.828125"
"13658 ""6107ac8f64f6fba2fa7f00c7"" 26 1061.59999999404 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.828125"
"13659 ""6107ac8f64f6fba2fa7f00c7"" 27 898.40000000596 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.828125"
"13660 ""6107ac8f64f6fba2fa7f00c7"" 28 1557.20000000298 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.828125"
"13661 ""6107ac8f64f6fba2fa7f00c7"" 29 933.40000000596 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.828125"
"13662 ""6107ac8f64f6fba2fa7f00c7"" 30 1248.89999999106 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.828125"
"13663 ""6107ac8f64f6fba2fa7f00c7"" 31 1310 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.828125"
"13664 ""6107ac8f64f6fba2fa7f00c7"" 32 876.59999999404 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.828125"
"13665 ""6107ac8f64f6fba2fa7f00c7"" 33 809.600000008941 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.828125"
"13666 ""6107ac8f64f6fba2fa7f00c7"" 34 539.79999999702 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.828125"
"13667 ""6107ac8f64f6fba2fa7f00c7"" 35 1116.79999999702 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.828125"
"13668 ""6107ac8f64f6fba2fa7f00c7"" 36 1212.70000000298 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.828125"
"13669 ""6107ac8f64f6fba2fa7f00c7"" 37 975.399999991059 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.828125"
"13670 ""6107ac8f64f6fba2fa7f00c7"" 38 1048.29999999702 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.828125"
"13671 ""6107ac8f64f6fba2fa7f00c7"" 39 1258.90000000596 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""NEIN"" 0.828125"
"13672 ""6107ac8f64f6fba2fa7f00c7"" 40 924.29999999702 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.828125"
"13673 ""6107ac8f64f6fba2fa7f00c7"" 41 1804.20000000298 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.828125"
"13674 ""6107ac8f64f6fba2fa7f00c7"" 42 1604.70000000298 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.828125"
"13675 ""6107ac8f64f6fba2fa7f00c7"" 43 1391.70000000298 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.828125"
"13676 ""6107ac8f64f6fba2fa7f00c7"" 44 969 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.828125"
"13677 ""6107ac8f64f6fba2fa7f00c7"" 45 2211.70000000298 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.828125"
"13678 ""6107ac8f64f6fba2fa7f00c7"" 46 707.59999999404 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.828125"
"13679 ""6107ac8f64f6fba2fa7f00c7"" 47 1237.40000000596 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.828125"
"13680 ""6107ac8f64f6fba2fa7f00c7"" 48 815.5 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.828125"
"13681 ""6107ac8f64f6fba2fa7f00c7"" 49 699.70000000298 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.828125"
"13682 ""6107ac8f64f6fba2fa7f00c7"" 50 856.59999999404 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.828125"
"13683 ""6107ac8f64f6fba2fa7f00c7"" 51 785.100000008941 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.828125"
"13684 ""6107ac8f64f6fba2fa7f00c7"" 52 1108.29999999702 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.828125"
"13685 ""6107ac8f64f6fba2fa7f00c7"" 53 2192.79999999702 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.828125"
"13686 ""6107ac8f64f6fba2fa7f00c7"" 54 661.399999991059 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.828125"
"13687 ""6107ac8f64f6fba2fa7f00c7"" 55 857 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.828125"
"13688 ""6107ac8f64f6fba2fa7f00c7"" 56 639.29999999702 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.828125"
"13689 ""6107ac8f64f6fba2fa7f00c7"" 57 1812.5 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.828125"
"13690 ""6107ac8f64f6fba2fa7f00c7"" 58 438.79999999702 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.828125"
"13691 ""6107ac8f64f6fba2fa7f00c7"" 59 398.20000000298 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.828125"
"13692 ""6107ac8f64f6fba2fa7f00c7"" 60 991.5 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.828125"
"13693 ""6107ac8f64f6fba2fa7f00c7"" 61 919.800000011921 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.828125"
"13694 ""6107ac8f64f6fba2fa7f00c7"" 62 1315.10000000894 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.828125"
"13695 ""6107ac8f64f6fba2fa7f00c7"" 63 1101.59999999404 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.828125"
"13696 ""6107ac8f64f6fba2fa7f00c7"" 64 2892 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.828125"
"13697 ""60f5bec02cfb37c409b94f3e"" 1 4841.70000000019 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""JA"" 0.65625"
"13698 ""60f5bec02cfb37c409b94f3e"" 2 5549.59999999963 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.65625"
"13699 ""60f5bec02cfb37c409b94f3e"" 3 3179.5 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.65625"
"13700 ""60f5bec02cfb37c409b94f3e"" 4 1981.10000000056 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.65625"
"13701 ""60f5bec02cfb37c409b94f3e"" 5 3845.69999999925 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.65625"
"13702 ""60f5bec02cfb37c409b94f3e"" 6 1877.39999999944 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.65625"
"13703 ""60f5bec02cfb37c409b94f3e"" 7 1777.09999999963 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""JA"" 0.65625"
"13704 ""60f5bec02cfb37c409b94f3e"" 8 1950.29999999981 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""JA"" 0.65625"
"13705 ""60f5bec02cfb37c409b94f3e"" 9 1594.5 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.65625"
"13706 ""60f5bec02cfb37c409b94f3e"" 10 2035 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.65625"
"13707 ""60f5bec02cfb37c409b94f3e"" 11 1513.5 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.65625"
"13708 ""60f5bec02cfb37c409b94f3e"" 12 2500.70000000019 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""JA"" 0.65625"
"13709 ""60f5bec02cfb37c409b94f3e"" 13 1337.20000000019 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""JA"" 0.65625"
"13710 ""60f5bec02cfb37c409b94f3e"" 14 1706.69999999925 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.65625"
"13711 ""60f5bec02cfb37c409b94f3e"" 15 1757.39999999944 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.65625"
"13712 ""60f5bec02cfb37c409b94f3e"" 16 2127.09999999963 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.65625"
"13713 ""60f5bec02cfb37c409b94f3e"" 17 2397.89999999944 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.65625"
"13714 ""60f5bec02cfb37c409b94f3e"" 18 3909.79999999981 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.65625"
"13715 ""60f5bec02cfb37c409b94f3e"" 19 1292.5 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.65625"
"13716 ""60f5bec02cfb37c409b94f3e"" 20 1586.90000000037 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.65625"
"13717 ""60f5bec02cfb37c409b94f3e"" 21 2186 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.65625"
"13718 ""60f5bec02cfb37c409b94f3e"" 22 2970.69999999925 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.65625"
"13719 ""60f5bec02cfb37c409b94f3e"" 23 2046.70000000019 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.65625"
"13720 ""60f5bec02cfb37c409b94f3e"" 24 1764 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.65625"
"13721 ""60f5bec02cfb37c409b94f3e"" 25 2731 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.65625"
"13722 ""60f5bec02cfb37c409b94f3e"" 26 1622.60000000056 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.65625"
"13723 ""60f5bec02cfb37c409b94f3e"" 27 1692.29999999981 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""NEIN"" 0.65625"
"13724 ""60f5bec02cfb37c409b94f3e"" 28 1307.59999999963 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.65625"
"13725 ""60f5bec02cfb37c409b94f3e"" 29 1122.60000000056 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.65625"
"13726 ""60f5bec02cfb37c409b94f3e"" 30 1596.29999999981 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.65625"
"13727 ""60f5bec02cfb37c409b94f3e"" 31 1622.59999999963 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.65625"
"13728 ""60f5bec02cfb37c409b94f3e"" 32 1435.10000000056 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.65625"
"13729 ""60f5bec02cfb37c409b94f3e"" 33 1640.79999999981 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.65625"
"13730 ""60f5bec02cfb37c409b94f3e"" 34 1585.79999999981 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.65625"
"13731 ""60f5bec02cfb37c409b94f3e"" 35 1336.59999999963 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.65625"
"13732 ""60f5bec02cfb37c409b94f3e"" 36 1355.60000000056 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.65625"
"13733 ""60f5bec02cfb37c409b94f3e"" 37 1482.79999999981 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.65625"
"13734 ""60f5bec02cfb37c409b94f3e"" 38 1746.89999999944 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.65625"
"13735 ""60f5bec02cfb37c409b94f3e"" 39 1402.90000000037 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.65625"
"13736 ""60f5bec02cfb37c409b94f3e"" 40 1304.79999999981 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.65625"
"13737 ""60f5bec02cfb37c409b94f3e"" 41 1259.20000000019 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.65625"
"13738 ""60f5bec02cfb37c409b94f3e"" 42 1412.5 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.65625"
"13739 ""60f5bec02cfb37c409b94f3e"" 43 1137 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.65625"
"13740 ""60f5bec02cfb37c409b94f3e"" 44 1116.80000000075 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.65625"
"13741 ""60f5bec02cfb37c409b94f3e"" 45 1490.40000000037 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.65625"
"13742 ""60f5bec02cfb37c409b94f3e"" 46 1779.09999999963 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.65625"
"13743 ""60f5bec02cfb37c409b94f3e"" 47 1364.29999999981 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.65625"
"13744 ""60f5bec02cfb37c409b94f3e"" 48 1276.59999999963 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.65625"
"13745 ""60f5bec02cfb37c409b94f3e"" 49 1685.40000000037 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.65625"
"13746 ""60f5bec02cfb37c409b94f3e"" 50 1405.80000000075 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.65625"
"13747 ""60f5bec02cfb37c409b94f3e"" 51 2859 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.65625"
"13748 ""60f5bec02cfb37c409b94f3e"" 52 1588.80000000075 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.65625"
"13749 ""60f5bec02cfb37c409b94f3e"" 53 1478.29999999981 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""JA"" 0.65625"
"13750 ""60f5bec02cfb37c409b94f3e"" 54 1190.5 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.65625"
"13751 ""60f5bec02cfb37c409b94f3e"" 55 1329.29999999981 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.65625"
"13752 ""60f5bec02cfb37c409b94f3e"" 56 1195.10000000056 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.65625"
"13753 ""60f5bec02cfb37c409b94f3e"" 57 1682.39999999944 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.65625"
"13754 ""60f5bec02cfb37c409b94f3e"" 58 1202.90000000037 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.65625"
"13755 ""60f5bec02cfb37c409b94f3e"" 59 1077.60000000056 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.65625"
"13756 ""60f5bec02cfb37c409b94f3e"" 60 1174 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.65625"
"13757 ""60f5bec02cfb37c409b94f3e"" 61 1883.29999999981 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.65625"
"13758 ""60f5bec02cfb37c409b94f3e"" 62 1138.5 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.65625"
"13759 ""60f5bec02cfb37c409b94f3e"" 63 1106.20000000019 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.65625"
"13760 ""60f5bec02cfb37c409b94f3e"" 64 1152.30000000075 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.65625"
"13761 ""6128188a420f8d3f27f8d8b1"" 1 7067.70000000019 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.390625"
"13762 ""6128188a420f8d3f27f8d8b1"" 2 2737.5 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""NEIN"" 0.390625"
"13763 ""6128188a420f8d3f27f8d8b1"" 3 3038.29999999981 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.390625"
"13764 ""6128188a420f8d3f27f8d8b1"" 4 3193.10000000009 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.390625"
"13765 ""6128188a420f8d3f27f8d8b1"" 5 5383.10000000009 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.390625"
"13766 ""6128188a420f8d3f27f8d8b1"" 6 4398.89999999991 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.390625"
"13767 ""6128188a420f8d3f27f8d8b1"" 7 3522.39999999991 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.390625"
"13768 ""6128188a420f8d3f27f8d8b1"" 8 1202 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.390625"
"13769 ""6128188a420f8d3f27f8d8b1"" 9 2648.20000000019 ""right"" 0 1 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.390625"
"13770 ""6128188a420f8d3f27f8d8b1"" 10 2136.5 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.390625"
"13771 ""6128188a420f8d3f27f8d8b1"" 11 1152.60000000009 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.390625"
"13772 ""6128188a420f8d3f27f8d8b1"" 12 1346.90000000037 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.390625"
"13773 ""6128188a420f8d3f27f8d8b1"" 13 1312.70000000019 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.390625"
"13774 ""6128188a420f8d3f27f8d8b1"" 14 2167.29999999981 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.390625"
"13775 ""6128188a420f8d3f27f8d8b1"" 15 826.799999999814 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.390625"
"13776 ""6128188a420f8d3f27f8d8b1"" 16 3566.60000000009 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.390625"
"13777 ""6128188a420f8d3f27f8d8b1"" 17 1152.39999999991 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.390625"
"13778 ""6128188a420f8d3f27f8d8b1"" 18 818.899999999907 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.390625"
"13779 ""6128188a420f8d3f27f8d8b1"" 19 1311.60000000009 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.390625"
"13780 ""6128188a420f8d3f27f8d8b1"" 20 810.700000000186 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.390625"
"13781 ""6128188a420f8d3f27f8d8b1"" 21 1341.40000000037 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.390625"
"13782 ""6128188a420f8d3f27f8d8b1"" 22 1279.70000000019 ""right"" 0 1 ""Me"" ""m33"" ""Other"" ""JA"" 0.390625"
"13783 ""6128188a420f8d3f27f8d8b1"" 23 1039.20000000019 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""JA"" 0.390625"
"13784 ""6128188a420f8d3f27f8d8b1"" 24 1964.79999999981 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.390625"
"13785 ""6128188a420f8d3f27f8d8b1"" 25 1450.69999999972 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.390625"
"13786 ""6128188a420f8d3f27f8d8b1"" 26 1814289.8 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""JA"" 0.390625"
"13787 ""6128188a420f8d3f27f8d8b1"" 27 181.700000000186 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""JA"" 0.390625"
"13788 ""6128188a420f8d3f27f8d8b1"" 28 50 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.390625"
"13789 ""6128188a420f8d3f27f8d8b1"" 29 24.6000000005588 ""right"" 0 1 ""Stranger"" ""f15"" ""User"" ""JA"" 0.390625"
"13790 ""6128188a420f8d3f27f8d8b1"" 30 16.4000000003725 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.390625"
"13791 ""6128188a420f8d3f27f8d8b1"" 31 20.6999999992549 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""JA"" 0.390625"
"13792 ""6128188a420f8d3f27f8d8b1"" 32 71.5999999996275 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""JA"" 0.390625"
"13793 ""6128188a420f8d3f27f8d8b1"" 33 56.3999999994412 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.390625"
"13794 ""6128188a420f8d3f27f8d8b1"" 34 144.200000000186 ""left"" 0 1 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.390625"
"13795 ""6128188a420f8d3f27f8d8b1"" 35 140.099999999627 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""JA"" 0.390625"
"13796 ""6128188a420f8d3f27f8d8b1"" 36 119.200000000186 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.390625"
"13797 ""6128188a420f8d3f27f8d8b1"" 37 96.1999999992549 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.390625"
"13798 ""6128188a420f8d3f27f8d8b1"" 38 133.600000000559 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.390625"
