"","Subject","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC"
"508",3,"Matching","Partner","Bottom",617,0.617,1
"509",3,"Matching","Partner","Bottom",684,0.684,1
"510",3,"Matching","Partner","Bottom",550,0.55,1
"511",3,"Matching","Partner","Bottom",383,0.383,1
"512",3,"Matching","Partner","Bottom",700,0.7,1
"513",3,"Matching","Partner","Bottom",667,0.667,1
"514",3,"Matching","Partner","Bottom",784,0.784,1
"515",3,"Matching","Partner","Bottom",700,0.7,1
"516",3,"Matching","Partner","Bottom",650,0.65,1
"517",3,"Matching","Partner","Bottom",567,0.567,1
"518",3,"Matching","Partner","Bottom",683,0.683,1
"519",3,"Matching","Partner","Bottom",767,0.767,1
"520",3,"Matching","Partner","Bottom",1033,1.033,0
"521",3,"Matching","Partner","Bottom",767,0.767,1
"522",3,"Matching","Partner","Top",750,0.75,1
"523",3,"Matching","Partner","Top",667,0.667,1
"524",3,"Matching","Partner","Top",850,0.85,1
"525",3,"Matching","Partner","Top",717,0.717,1
"526",3,"Matching","Partner","Top",1150,1.15,1
"527",3,"Matching","Partner","Top",683,0.683,1
"528",3,"Matching","Partner","Top",700,0.7,1
"529",3,"Matching","Partner","Top",1433,1.433,0
"530",3,"Matching","Partner","Top",550,0.55,1
"531",3,"Matching","Partner","Top",550,0.55,1
"532",3,"Matching","Partner","Top",684,0.684,0
"533",3,"Matching","Partner","Top",600,0.6,1
"534",3,"Matching","Partner","Top",767,0.767,1
"535",3,"Matching","Partner","Top",667,0.667,1
"536",3,"Matching","Partner","Top",833,0.833,1
"537",3,"Matching","Partner","Top",900,0.9,1
"538",3,"Matching","Partner","Top",817,0.817,1
"539",3,"Matching","Partner","Top",767,0.767,0
"540",3,"Matching","Partner","Top",600,0.6,0
"541",3,"Matching","Partner","Top",867,0.867,1
"542",3,"Matching","Stranger","Bottom",517,0.517,1
"543",3,"Matching","Stranger","Bottom",600,0.6,1
"544",3,"Matching","Stranger","Bottom",500,0.5,1
"545",3,"Matching","Stranger","Bottom",583,0.583,1
"546",3,"Matching","Stranger","Bottom",633,0.633,1
"547",3,"Matching","Stranger","Bottom",917,0.917,1
"548",3,"Matching","Stranger","Bottom",600,0.6,1
"549",3,"Matching","Stranger","Bottom",533,0.533,1
"550",3,"Matching","Stranger","Bottom",500,0.5,1
"551",3,"Matching","Stranger","Bottom",683,0.683,1
"552",3,"Matching","Stranger","Bottom",484,0.484,1
"553",3,"Matching","Stranger","Bottom",567,0.567,1
"554",3,"Matching","Stranger","Bottom",600,0.6,1
"555",3,"Matching","Stranger","Bottom",667,0.667,1
"556",3,"Matching","Stranger","Bottom",650,0.65,1
"557",3,"Matching","Stranger","Bottom",883,0.883,1
"558",3,"Matching","Stranger","Bottom",617,0.617,1
"559",3,"Matching","Stranger","Bottom",633,0.633,1
"560",3,"Matching","Stranger","Bottom",617,0.617,1
"561",3,"Matching","Stranger","Bottom",800,0.8,1
"562",3,"Matching","Stranger","Top",833,0.833,1
"563",3,"Matching","Stranger","Top",933,0.933,1
"564",3,"Matching","Stranger","Top",550,0.55,1
"565",3,"Matching","Stranger","Top",617,0.617,1
"566",3,"Matching","Stranger","Top",584,0.584,1
"567",3,"Matching","Stranger","Top",567,0.567,1
"568",3,"Matching","Stranger","Top",700,0.7,1
"569",3,"Matching","Stranger","Top",583,0.583,0
"570",3,"Matching","Stranger","Top",533,0.533,1
"571",3,"Matching","Stranger","Top",600,0.6,1
"572",3,"Matching","Stranger","Top",617,0.617,1
"573",3,"Matching","Stranger","Top",867,0.867,1
"574",3,"Matching","Stranger","Top",567,0.567,1
"575",3,"Matching","Stranger","Top",600,0.6,1
"576",3,"Matching","Stranger","Top",700,0.7,1
"577",3,"Matching","Stranger","Top",567,0.567,1
"578",3,"Matching","Stranger","Top",750,0.75,1
"579",3,"Matching","Stranger","Top",683,0.683,1
"580",3,"Matching","Stranger","Top",583,0.583,1
"581",3,"Matching","Stranger","Top",700,0.7,1
"582",3,"Nonmatching","Self","Bottom",1233,1.233,1
"583",3,"Nonmatching","Self","Bottom",617,0.617,1
"584",3,"Nonmatching","Self","Bottom",950,0.95,1
"585",3,"Nonmatching","Self","Bottom",1400,1.4,1
"586",3,"Nonmatching","Self","Bottom",1217,1.217,1
"587",3,"Nonmatching","Self","Bottom",617,0.617,1
"588",3,"Nonmatching","Self","Bottom",517,0.517,1
"589",3,"Nonmatching","Self","Bottom",600,0.6,1
"590",3,"Nonmatching","Self","Bottom",600,0.6,1
"591",3,"Nonmatching","Self","Bottom",1167,1.167,1
"592",3,"Nonmatching","Self","Bottom",967,0.967,1
"593",3,"Nonmatching","Self","Bottom",817,0.817,1
"594",3,"Nonmatching","Self","Bottom",717,0.717,1
"595",3,"Nonmatching","Self","Bottom",750,0.75,1
"596",3,"Nonmatching","Self","Bottom",883,0.883,1
"597",3,"Nonmatching","Self","Bottom",800,0.8,1
"598",3,"Nonmatching","Self","Bottom",1167,1.167,1
"599",3,"Nonmatching","Self","Bottom",600,0.6,1
"600",3,"Nonmatching","Self","Bottom",634,0.634,1
"601",3,"Nonmatching","Self","Bottom",833,0.833,1
"602",3,"Nonmatching","Self","Top",750,0.75,1
"603",3,"Nonmatching","Self","Top",667,0.667,1
"604",3,"Nonmatching","Self","Top",617,0.617,1
"605",3,"Nonmatching","Self","Top",667,0.667,1
"606",3,"Nonmatching","Self","Top",750,0.75,1
"607",3,"Nonmatching","Self","Top",733,0.733,1
"608",3,"Nonmatching","Self","Top",717,0.717,1
"609",3,"Nonmatching","Self","Top",750,0.75,1
"610",3,"Nonmatching","Self","Top",834,0.834,1
"611",3,"Nonmatching","Self","Top",867,0.867,1
"612",3,"Nonmatching","Self","Top",1250,1.25,1
"613",3,"Nonmatching","Self","Top",700,0.7,1
"614",3,"Nonmatching","Self","Top",717,0.717,1
"615",3,"Nonmatching","Self","Top",733,0.733,1
"616",3,"Nonmatching","Self","Top",817,0.817,1
"617",3,"Nonmatching","Self","Top",767,0.767,1
"618",3,"Nonmatching","Self","Top",583,0.583,1
"619",3,"Nonmatching","Self","Top",800,0.8,1
"620",3,"Nonmatching","Self","Top",817,0.817,1
"621",3,"Nonmatching","Self","Top",650,0.65,1
"622",3,"Nonmatching","Partner","Bottom",1183,1.183,1
"623",3,"Nonmatching","Partner","Bottom",1000,1,1
"624",3,"Nonmatching","Partner","Bottom",950,0.95,1
"625",3,"Nonmatching","Partner","Bottom",967,0.967,1
"626",3,"Nonmatching","Partner","Bottom",650,0.65,0
"627",3,"Nonmatching","Partner","Bottom",850,0.85,1
"628",3,"Nonmatching","Partner","Bottom",1117,1.117,1
"629",3,"Nonmatching","Partner","Bottom",617,0.617,1
"630",3,"Nonmatching","Partner","Bottom",1017,1.017,1
"631",3,"Nonmatching","Partner","Bottom",750,0.75,1
"632",3,"Nonmatching","Partner","Bottom",400,0.4,0
"633",3,"Nonmatching","Partner","Bottom",733,0.733,1
"634",3,"Nonmatching","Partner","Bottom",750,0.75,1
"635",3,"Nonmatching","Partner","Bottom",933,0.933,1
"636",3,"Nonmatching","Partner","Bottom",750,0.75,1
"637",3,"Nonmatching","Partner","Bottom",717,0.717,1
"638",3,"Nonmatching","Partner","Bottom",533,0.533,0
"639",3,"Nonmatching","Partner","Bottom",850,0.85,1
"640",3,"Nonmatching","Partner","Bottom",750,0.75,1
"641",3,"Nonmatching","Partner","Top",800,0.8,1
"642",3,"Nonmatching","Partner","Top",683,0.683,1
"643",3,"Nonmatching","Partner","Top",817,0.817,1
"644",3,"Nonmatching","Partner","Top",500,0.5,0
"645",3,"Nonmatching","Partner","Top",550,0.55,0
"646",3,"Nonmatching","Partner","Top",900,0.9,1
"647",3,"Nonmatching","Partner","Top",750,0.75,1
"648",3,"Nonmatching","Partner","Top",717,0.717,1
"649",3,"Nonmatching","Partner","Top",667,0.667,1
"650",3,"Nonmatching","Partner","Top",683,0.683,1
"651",3,"Nonmatching","Partner","Top",950,0.95,1
"652",3,"Nonmatching","Partner","Top",1050,1.05,1
"653",3,"Nonmatching","Partner","Top",1067,1.067,1
"654",3,"Nonmatching","Partner","Top",783,0.783,1
"655",3,"Nonmatching","Partner","Top",767,0.767,1
"656",3,"Nonmatching","Partner","Top",817,0.817,1
"657",3,"Nonmatching","Partner","Top",833,0.833,1
"658",3,"Nonmatching","Partner","Top",983,0.983,1
"659",3,"Nonmatching","Partner","Top",800,0.8,1
"660",3,"Nonmatching","Partner","Top",783,0.783,1
"661",3,"Nonmatching","Stranger","Bottom",800,0.8,1
"662",3,"Nonmatching","Stranger","Bottom",867,0.867,1
"663",3,"Nonmatching","Stranger","Bottom",767,0.767,1
"664",3,"Nonmatching","Stranger","Bottom",1017,1.017,1
"665",3,"Nonmatching","Stranger","Bottom",684,0.684,1
"666",3,"Nonmatching","Stranger","Bottom",917,0.917,1
"667",3,"Nonmatching","Stranger","Bottom",933,0.933,1
"668",3,"Nonmatching","Stranger","Bottom",567,0.567,1
"669",3,"Nonmatching","Stranger","Bottom",533,0.533,0
"670",3,"Nonmatching","Stranger","Bottom",550,0.55,0
"671",3,"Nonmatching","Stranger","Bottom",1000,1,1
"672",3,"Nonmatching","Stranger","Bottom",1033,1.033,1
"673",3,"Nonmatching","Stranger","Bottom",900,0.9,1
"674",3,"Nonmatching","Stranger","Bottom",750,0.75,1
"675",3,"Nonmatching","Stranger","Bottom",917,0.917,1
"676",3,"Nonmatching","Stranger","Bottom",600,0.6,1
"677",3,"Nonmatching","Stranger","Bottom",650,0.65,0
"678",3,"Nonmatching","Stranger","Bottom",1050,1.05,1
"679",3,"Nonmatching","Stranger","Bottom",667,0.667,1
"680",3,"Nonmatching","Stranger","Bottom",684,0.684,1
"681",3,"Nonmatching","Stranger","Top",783,0.783,1
"682",3,"Nonmatching","Stranger","Top",1133,1.133,1
"683",3,"Nonmatching","Stranger","Top",917,0.917,1
"684",3,"Nonmatching","Stranger","Top",784,0.784,1
"685",3,"Nonmatching","Stranger","Top",1367,1.367,1
"686",3,"Nonmatching","Stranger","Top",1100,1.1,1
"687",3,"Nonmatching","Stranger","Top",984,0.984,1
"688",3,"Nonmatching","Stranger","Top",900,0.9,1
"689",3,"Nonmatching","Stranger","Top",850,0.85,1
"690",3,"Nonmatching","Stranger","Top",833,0.833,1
"691",3,"Nonmatching","Stranger","Top",750,0.75,1
"692",3,"Nonmatching","Stranger","Top",767,0.767,1
"693",3,"Nonmatching","Stranger","Top",900,0.9,1
"694",3,"Nonmatching","Stranger","Top",917,0.917,1
"695",3,"Nonmatching","Stranger","Top",717,0.717,1
"696",3,"Nonmatching","Stranger","Top",833,0.833,1
"697",3,"Nonmatching","Stranger","Top",917,0.917,1
"698",3,"Nonmatching","Stranger","Top",900,0.9,1
"699",3,"Nonmatching","Stranger","Top",834,0.834,1
"700",3,"Nonmatching","Stranger","Top",900,0.9,1
"701",4,"Matching","Self","Bottom",700,0.7,1
"702",4,"Matching","Self","Bottom",650,0.65,1
"703",4,"Matching","Self","Bottom",484,0.484,1
"704",4,"Matching","Self","Bottom",767,0.767,1
"705",4,"Matching","Self","Bottom",517,0.517,1
"706",4,"Matching","Self","Bottom",817,0.817,1
"707",4,"Matching","Self","Bottom",617,0.617,1
"708",4,"Matching","Self","Bottom",700,0.7,1
"709",4,"Matching","Self","Bottom",650,0.65,1
"710",4,"Matching","Self","Bottom",533,0.533,1
"711",4,"Matching","Self","Bottom",650,0.65,1
"712",4,"Matching","Self","Bottom",500,0.5,1
"713",4,"Matching","Self","Bottom",600,0.6,1
"714",4,"Matching","Self","Bottom",633,0.633,1
"715",4,"Matching","Self","Bottom",550,0.55,1
"716",4,"Matching","Self","Bottom",683,0.683,1
"717",4,"Matching","Self","Bottom",567,0.567,1
"718",4,"Matching","Self","Bottom",700,0.7,0
"719",4,"Matching","Self","Bottom",700,0.7,1
"720",4,"Matching","Self","Bottom",417,0.417,1
"721",4,"Matching","Self","Top",534,0.534,1
"722",4,"Matching","Self","Top",617,0.617,1
"723",4,"Matching","Self","Top",1017,1.017,0
"724",4,"Matching","Self","Top",717,0.717,1
"725",4,"Matching","Self","Top",633,0.633,1
"726",4,"Matching","Self","Top",600,0.6,1
"727",4,"Matching","Self","Top",1000,1,1
"728",4,"Matching","Self","Top",650,0.65,1
"729",4,"Matching","Self","Top",750,0.75,1
"730",4,"Matching","Self","Top",550,0.55,1
"731",4,"Matching","Self","Top",717,0.717,0
"732",4,"Matching","Self","Top",433,0.433,1
"733",4,"Matching","Self","Top",733,0.733,1
"734",4,"Matching","Self","Top",550,0.55,1
"735",4,"Matching","Self","Top",500,0.5,1
"736",4,"Matching","Self","Top",517,0.517,1
"737",4,"Matching","Self","Top",483,0.483,1
"738",4,"Matching","Self","Top",900,0.9,1
"739",4,"Matching","Self","Top",750,0.75,1
"740",4,"Matching","Partner","Bottom",784,0.784,0
"741",4,"Matching","Partner","Bottom",634,0.634,0
"742",4,"Matching","Partner","Bottom",783,0.783,1
"743",4,"Matching","Partner","Bottom",850,0.85,1
"744",4,"Matching","Partner","Bottom",917,0.917,1
"745",4,"Matching","Partner","Bottom",617,0.617,1
"746",4,"Matching","Partner","Bottom",950,0.95,1
"747",4,"Matching","Partner","Bottom",850,0.85,1
"748",4,"Matching","Partner","Bottom",667,0.667,0
"749",4,"Matching","Partner","Bottom",667,0.667,1
"750",4,"Matching","Partner","Bottom",1083,1.083,1
"751",4,"Matching","Partner","Bottom",933,0.933,1
"752",4,"Matching","Partner","Bottom",667,0.667,1
"753",4,"Matching","Partner","Bottom",533,0.533,1
"754",4,"Matching","Partner","Bottom",933,0.933,1
"755",4,"Matching","Partner","Bottom",600,0.6,1
"756",4,"Matching","Partner","Bottom",633,0.633,1
"757",4,"Matching","Partner","Bottom",450,0.45,1
"758",4,"Matching","Partner","Bottom",433,0.433,1
"759",4,"Matching","Partner","Top",467,0.467,0
"760",4,"Matching","Partner","Top",1483,1.483,1
"761",4,"Matching","Partner","Top",933,0.933,1
"762",4,"Matching","Partner","Top",717,0.717,0
"763",4,"Matching","Partner","Top",817,0.817,0
"764",4,"Matching","Partner","Top",983,0.983,1
"765",4,"Matching","Partner","Top",817,0.817,1
"766",4,"Matching","Partner","Top",1083,1.083,1
"767",4,"Matching","Partner","Top",1167,1.167,1
"768",4,"Matching","Partner","Top",667,0.667,0
"769",4,"Matching","Partner","Top",667,0.667,1
"770",4,"Matching","Partner","Top",500,0.5,1
"771",4,"Matching","Partner","Top",1083,1.083,1
"772",4,"Matching","Partner","Top",1083,1.083,1
"773",4,"Matching","Partner","Top",817,0.817,1
"774",4,"Matching","Partner","Top",1033,1.033,1
"775",4,"Matching","Partner","Top",817,0.817,1
"776",4,"Matching","Partner","Top",767,0.767,1
"777",4,"Matching","Stranger","Bottom",750,0.75,0
"778",4,"Matching","Stranger","Bottom",734,0.734,1
"779",4,"Matching","Stranger","Bottom",850,0.85,1
"780",4,"Matching","Stranger","Bottom",950,0.95,1
"781",4,"Matching","Stranger","Bottom",1150,1.15,1
"782",4,"Matching","Stranger","Bottom",400,0.4,1
"783",4,"Matching","Stranger","Bottom",600,0.6,1
"784",4,"Matching","Stranger","Bottom",584,0.584,1
"785",4,"Matching","Stranger","Bottom",400,0.4,1
"786",4,"Matching","Stranger","Bottom",683,0.683,1
"787",4,"Matching","Stranger","Bottom",1033,1.033,0
"788",4,"Matching","Stranger","Bottom",667,0.667,1
"789",4,"Matching","Stranger","Bottom",1183,1.183,1
"790",4,"Matching","Stranger","Bottom",900,0.9,1
"791",4,"Matching","Stranger","Bottom",417,0.417,1
"792",4,"Matching","Stranger","Bottom",817,0.817,1
"793",4,"Matching","Stranger","Bottom",833,0.833,1
"794",4,"Matching","Stranger","Bottom",600,0.6,1
"795",4,"Matching","Stranger","Bottom",833,0.833,1
"796",4,"Matching","Stranger","Bottom",983,0.983,1
"797",4,"Matching","Stranger","Top",650,0.65,1
"798",4,"Matching","Stranger","Top",667,0.667,1
"799",4,"Matching","Stranger","Top",967,0.967,1
"800",4,"Matching","Stranger","Top",1467,1.467,0
"801",4,"Matching","Stranger","Top",567,0.567,1
"802",4,"Matching","Stranger","Top",600,0.6,1
"803",4,"Matching","Stranger","Top",900,0.9,1
"804",4,"Matching","Stranger","Top",500,0.5,1
"805",4,"Matching","Stranger","Top",534,0.534,1
"806",4,"Matching","Stranger","Top",583,0.583,1
"807",4,"Matching","Stranger","Top",650,0.65,1
"808",4,"Matching","Stranger","Top",767,0.767,1
"809",4,"Matching","Stranger","Top",1167,1.167,0
"810",4,"Matching","Stranger","Top",583,0.583,1
"811",4,"Matching","Stranger","Top",583,0.583,1
"812",4,"Matching","Stranger","Top",667,0.667,1
"813",4,"Matching","Stranger","Top",550,0.55,1
"814",4,"Matching","Stranger","Top",767,0.767,1
"815",4,"Nonmatching","Self","Bottom",567,0.567,0
"816",4,"Nonmatching","Self","Bottom",683,0.683,0
"817",4,"Nonmatching","Self","Bottom",617,0.617,1
"818",4,"Nonmatching","Self","Bottom",550,0.55,1
"819",4,"Nonmatching","Self","Bottom",1250,1.25,1
"820",4,"Nonmatching","Self","Bottom",850,0.85,0
"821",4,"Nonmatching","Self","Bottom",633,0.633,1
"822",4,"Nonmatching","Self","Bottom",667,0.667,1
"823",4,"Nonmatching","Self","Bottom",800,0.8,1
"824",4,"Nonmatching","Self","Bottom",650,0.65,1
"825",4,"Nonmatching","Self","Bottom",1183,1.183,1
"826",4,"Nonmatching","Self","Bottom",600,0.6,0
"827",4,"Nonmatching","Self","Bottom",1434,1.434,1
"828",4,"Nonmatching","Self","Bottom",817,0.817,1
"829",4,"Nonmatching","Self","Bottom",800,0.8,1
"830",4,"Nonmatching","Self","Top",933,0.933,1
"831",4,"Nonmatching","Self","Top",1000,1,1
"832",4,"Nonmatching","Self","Top",717,0.717,1
"833",4,"Nonmatching","Self","Top",833,0.833,1
"834",4,"Nonmatching","Self","Top",1483,1.483,1
"835",4,"Nonmatching","Self","Top",717,0.717,1
"836",4,"Nonmatching","Self","Top",667,0.667,1
"837",4,"Nonmatching","Self","Top",717,0.717,1
"838",4,"Nonmatching","Self","Top",650,0.65,1
"839",4,"Nonmatching","Self","Top",650,0.65,1
"840",4,"Nonmatching","Self","Top",933,0.933,1
"841",4,"Nonmatching","Self","Top",533,0.533,0
"842",4,"Nonmatching","Self","Top",1350,1.35,1
"843",4,"Nonmatching","Self","Top",1283,1.283,1
"844",4,"Nonmatching","Self","Top",783,0.783,1
"845",4,"Nonmatching","Self","Top",1050,1.05,1
"846",4,"Nonmatching","Self","Top",933,0.933,1
"847",4,"Nonmatching","Self","Top",583,0.583,0
"848",4,"Nonmatching","Partner","Bottom",650,0.65,0
"849",4,"Nonmatching","Partner","Bottom",1200,1.2,1
"850",4,"Nonmatching","Partner","Bottom",850,0.85,1
"851",4,"Nonmatching","Partner","Bottom",733,0.733,1
"852",4,"Nonmatching","Partner","Bottom",1133,1.133,1
"853",4,"Nonmatching","Partner","Bottom",534,0.534,0
"854",4,"Nonmatching","Partner","Bottom",850,0.85,1
"855",4,"Nonmatching","Partner","Bottom",800,0.8,1
"856",4,"Nonmatching","Partner","Bottom",633,0.633,1
"857",4,"Nonmatching","Partner","Bottom",750,0.75,1
"858",4,"Nonmatching","Partner","Bottom",817,0.817,1
"859",4,"Nonmatching","Partner","Bottom",717,0.717,1
"860",4,"Nonmatching","Partner","Bottom",650,0.65,0
"861",4,"Nonmatching","Partner","Bottom",683,0.683,1
"862",4,"Nonmatching","Partner","Bottom",750,0.75,1
"863",4,"Nonmatching","Partner","Bottom",800,0.8,1
"864",4,"Nonmatching","Partner","Bottom",783,0.783,1
"865",4,"Nonmatching","Partner","Bottom",1050,1.05,1
"866",4,"Nonmatching","Partner","Bottom",717,0.717,1
"867",4,"Nonmatching","Partner","Top",983,0.983,0
"868",4,"Nonmatching","Partner","Top",967,0.967,1
"869",4,"Nonmatching","Partner","Top",583,0.583,1
"870",4,"Nonmatching","Partner","Top",700,0.7,1
"871",4,"Nonmatching","Partner","Top",1150,1.15,1
"872",4,"Nonmatching","Partner","Top",1067,1.067,1
"873",4,"Nonmatching","Partner","Top",650,0.65,1
"874",4,"Nonmatching","Partner","Top",733,0.733,1
"875",4,"Nonmatching","Partner","Top",850,0.85,1
"876",4,"Nonmatching","Partner","Top",600,0.6,0
"877",4,"Nonmatching","Partner","Top",1000,1,1
"878",4,"Nonmatching","Partner","Top",867,0.867,1
"879",4,"Nonmatching","Partner","Top",767,0.767,1
"880",4,"Nonmatching","Partner","Top",767,0.767,1
"881",4,"Nonmatching","Partner","Top",817,0.817,1
"882",4,"Nonmatching","Partner","Top",900,0.9,1
"883",4,"Nonmatching","Stranger","Bottom",800,0.8,0
"884",4,"Nonmatching","Stranger","Bottom",1133,1.133,1
"885",4,"Nonmatching","Stranger","Bottom",783,0.783,1
"886",4,"Nonmatching","Stranger","Bottom",1167,1.167,1
"887",4,"Nonmatching","Stranger","Bottom",617,0.617,1
"888",4,"Nonmatching","Stranger","Bottom",733,0.733,1
"889",4,"Nonmatching","Stranger","Bottom",667,0.667,1
"890",4,"Nonmatching","Stranger","Bottom",683,0.683,1
"891",4,"Nonmatching","Stranger","Bottom",800,0.8,1
"892",4,"Nonmatching","Stranger","Bottom",667,0.667,1
"893",4,"Nonmatching","Stranger","Bottom",800,0.8,1
"894",4,"Nonmatching","Stranger","Bottom",1117,1.117,1
"895",4,"Nonmatching","Stranger","Bottom",717,0.717,1
"896",4,"Nonmatching","Stranger","Bottom",1183,1.183,1
"897",4,"Nonmatching","Stranger","Bottom",883,0.883,0
"898",4,"Nonmatching","Stranger","Bottom",800,0.8,1
"899",4,"Nonmatching","Stranger","Top",1017,1.017,1
"900",4,"Nonmatching","Stranger","Top",634,0.634,1
"901",4,"Nonmatching","Stranger","Top",1117,1.117,1
"902",4,"Nonmatching","Stranger","Top",1383,1.383,1
"903",4,"Nonmatching","Stranger","Top",1200,1.2,1
"904",4,"Nonmatching","Stranger","Top",867,0.867,1
"905",4,"Nonmatching","Stranger","Top",683,0.683,1
"906",4,"Nonmatching","Stranger","Top",883,0.883,1
"907",4,"Nonmatching","Stranger","Top",967,0.967,1
"908",4,"Nonmatching","Stranger","Top",800,0.8,1
"909",4,"Nonmatching","Stranger","Top",584,0.584,1
"910",4,"Nonmatching","Stranger","Top",1233,1.233,1
"911",4,"Nonmatching","Stranger","Top",584,0.584,1
"912",4,"Nonmatching","Stranger","Top",633,0.633,1
"913",4,"Nonmatching","Stranger","Top",534,0.534,1
"914",4,"Nonmatching","Stranger","Top",750,0.75,1
"915",4,"Nonmatching","Stranger","Top",1067,1.067,1
"916",4,"Nonmatching","Stranger","Top",1250,1.25,1
"917",4,"Nonmatching","Stranger","Top",934,0.934,1
"918",4,"Nonmatching","Stranger","Top",684,0.684,1
"919",5,"Matching","Self","Bottom",467,0.467,0
"920",5,"Matching","Self","Bottom",567,0.567,1
"921",5,"Matching","Self","Bottom",650,0.65,0
