"Subject","Gender","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Cue","RT_ms","RT_sec","ACC"
13,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",508,0.508,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",450,0.45,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",369,0.369,1
13,"female","Matching","Familiar","Familiar","Celebrity","No cue",795,0.795,1
13,"female","Nonmatching","Self","Self","Self","Alter cue",511,0.511,1
13,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",791,0.791,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",423,0.423,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",475,0.475,1
13,"female","Nonmatching","Self","Self","Self","Alter cue",713,0.713,1
13,"female","Matching","Self","Self","Self","No cue",553,0.553,1
13,"female","Matching","Familiar","Familiar","Celebrity","No cue",660,0.66,1
13,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",690,0.69,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",609,0.609,1
13,"female","Nonmatching","Self","Self","Self","No cue",779,0.779,1
13,"female","Matching","Familiar","Familiar","Celebrity","No cue",741,0.741,1
13,"female","Matching","Self","Self","Self","Alter cue",397,0.397,1
13,"female","Matching","Self","Self","Self","Alter cue",433,0.433,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",534,0.534,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",625,0.625,1
13,"female","Nonmatching","Self","Self","Self","Alter cue",554,0.554,1
13,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",669,0.669,1
13,"female","Matching","Familiar","Familiar","Celebrity","No cue",705,0.705,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",702,0.702,1
13,"female","Matching","Self","Self","Self","No cue",481,0.481,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",565,0.565,1
13,"female","Matching","Familiar","Familiar","Celebrity","No cue",537,0.537,1
13,"female","Nonmatching","Self","Self","Self","Alter cue",525,0.525,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",591,0.591,0
13,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",718,0.718,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",506,0.506,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",540,0.54,1
13,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",714,0.714,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",434,0.434,1
13,"female","Matching","Self","Self","Self","No cue",557,0.557,1
13,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",730,0.73,1
13,"female","Nonmatching","Self","Self","Self","Alter cue",495,0.495,1
13,"female","Matching","Self","Self","Self","No cue",515,0.515,1
13,"female","Matching","Familiar","Familiar","Celebrity","No cue",487,0.487,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",535,0.535,1
13,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",842,0.842,1
13,"female","Matching","Self","Self","Self","No cue",471,0.471,1
13,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",717,0.717,1
13,"female","Nonmatching","Self","Self","Self","No cue",511,0.511,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",770,0.77,1
13,"female","Matching","Self","Self","Self","No cue",417,0.417,1
13,"female","Matching","Self","Self","Self","Alter cue",581,0.581,1
13,"female","Matching","Self","Self","Self","Alter cue",448,0.448,1
13,"female","Nonmatching","Self","Self","Self","No cue",709,0.709,1
13,"female","Matching","Self","Self","Self","No cue",521,0.521,1
13,"female","Matching","Self","Self","Self","No cue",387,0.387,1
13,"female","Nonmatching","Self","Self","Self","Alter cue",495,0.495,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",677,0.677,0
13,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",528,0.528,1
13,"female","Matching","Familiar","Familiar","Celebrity","No cue",688,0.688,1
13,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",528,0.528,1
13,"female","Matching","Self","Self","Self","Alter cue",493,0.493,1
13,"female","Nonmatching","Self","Self","Self","Alter cue",459,0.459,1
13,"female","Matching","Self","Self","Self","Alter cue",567,0.567,1
13,"female","Matching","Self","Self","Self","Alter cue",351,0.351,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",719,0.719,0
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",681,0.681,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",485,0.485,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",619,0.619,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",515,0.515,0
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",587,0.587,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",676,0.676,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",637,0.637,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",536,0.536,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",605,0.605,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",441,0.441,1
14,"male","Matching","Self","Self","Self","Alter cue",439,0.439,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",420,0.42,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",711,0.711,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",448,0.448,0
14,"male","Nonmatching","Self","Self","Self","Alter cue",873,0.873,0
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",835,0.835,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",563,0.563,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",523,0.523,0
14,"male","Matching","Self","Self","Self","Alter cue",433,0.433,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",590,0.59,1
14,"male","Nonmatching","Self","Self","Self","No cue",638,0.638,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",689,0.689,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",587,0.587,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",498,0.498,1
14,"male","Nonmatching","Self","Self","Self","No cue",576,0.576,0
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",863,0.863,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",380,0.38,1
14,"male","Nonmatching","Self","Self","Self","No cue",676,0.676,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",529,0.529,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",438,0.438,1
14,"male","Matching","Self","Self","Self","No cue",375,0.375,0
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",489,0.489,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",518,0.518,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",600,0.6,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",579,0.579,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",611,0.611,1
14,"male","Matching","Self","Self","Self","No cue",344,0.344,1
14,"male","Matching","Self","Self","Self","Alter cue",316,0.316,1
14,"male","Matching","Self","Self","Self","Alter cue",456,0.456,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",308,0.308,0
14,"male","Matching","Self","Self","Self","Alter cue",522,0.522,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",447,0.447,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",577,0.577,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",558,0.558,1
14,"male","Matching","Self","Self","Self","No cue",526,0.526,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",698,0.698,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",524,0.524,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",823,0.823,1
14,"male","Matching","Self","Self","Self","Alter cue",464,0.464,1
14,"male","Matching","Self","Self","Self","No cue",472,0.472,1
14,"male","Matching","Self","Self","Self","No cue",372,0.372,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",388,0.388,1
14,"male","Matching","Self","Self","Self","No cue",310,0.31,1
14,"male","Matching","Self","Self","Self","No cue",398,0.398,1
14,"male","Nonmatching","Self","Self","Self","No cue",376,0.376,1
14,"male","Matching","Self","Self","Self","Alter cue",356,0.356,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",603,0.603,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",423,0.423,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",483,0.483,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",499,0.499,1
14,"male","Nonmatching","Self","Self","Self","No cue",725,0.725,0
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",607,0.607,1
14,"male","Matching","Self","Self","Self","No cue",374,0.374,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",667,0.667,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",474,0.474,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",544,0.544,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",542,0.542,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",564,0.564,1
14,"male","Matching","Self","Self","Self","No cue",533,0.533,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",364,0.364,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",698,0.698,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",409,0.409,1
14,"male","Matching","Self","Self","Self","No cue",402,0.402,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",533,0.533,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",526,0.526,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",317,0.317,0
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",613,0.613,1
14,"male","Matching","Self","Self","Self","No cue",425,0.425,1
14,"male","Nonmatching","Self","Self","Self","No cue",428,0.428,1
14,"male","Nonmatching","Self","Self","Self","No cue",556,0.556,1
14,"male","Matching","Self","Self","Self","No cue",386,0.386,1
14,"male","Nonmatching","Self","Self","Self","No cue",823,0.823,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",609,0.609,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",469,0.469,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",478,0.478,1
14,"male","Matching","Self","Self","Self","Alter cue",436,0.436,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",610,0.61,1
14,"male","Matching","Self","Self","Self","No cue",480,0.48,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",490,0.49,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",372,0.372,0
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",562,0.562,1
14,"male","Nonmatching","Self","Self","Self","No cue",399,0.399,1
14,"male","Nonmatching","Self","Self","Self","No cue",639,0.639,1
14,"male","Matching","Self","Self","Self","No cue",484,0.484,1
14,"male","Matching","Self","Self","Self","Alter cue",307,0.307,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",493,0.493,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",651,0.651,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",652,0.652,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",635,0.635,1
14,"male","Matching","Self","Self","Self","Alter cue",409,0.409,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",561,0.561,1
14,"male","Nonmatching","Self","Self","Self","No cue",467,0.467,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",456,0.456,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",429,0.429,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",523,0.523,1
14,"male","Matching","Self","Self","Self","No cue",431,0.431,1
14,"male","Matching","Self","Self","Self","Alter cue",358,0.358,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",375,0.375,0
14,"male","Matching","Self","Self","Self","No cue",413,0.413,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",559,0.559,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",548,0.548,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",405,0.405,1
14,"male","Matching","Self","Self","Self","Alter cue",412,0.412,1
14,"male","Nonmatching","Self","Self","Self","No cue",432,0.432,1
14,"male","Matching","Self","Self","Self","Alter cue",456,0.456,1
14,"male","Matching","Self","Self","Self","Alter cue",377,0.377,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",419,0.419,1
14,"male","Matching","Self","Self","Self","Alter cue",454,0.454,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",467,0.467,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",575,0.575,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",561,0.561,1
14,"male","Matching","Self","Self","Self","Alter cue",390,0.39,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",552,0.552,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",399,0.399,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",407,0.407,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",595,0.595,1
14,"male","Matching","Self","Self","Self","No cue",372,0.372,1
14,"male","Matching","Self","Self","Self","Alter cue",415,0.415,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",452,0.452,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",447,0.447,1
14,"male","Nonmatching","Self","Self","Self","No cue",769,0.769,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",874,0.874,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",350,0.35,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",506,0.506,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",597,0.597,0
14,"male","Nonmatching","Self","Self","Self","No cue",524,0.524,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",705,0.705,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",755,0.755,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",566,0.566,1
14,"male","Nonmatching","Self","Self","Self","No cue",543,0.543,1
14,"male","Matching","Self","Self","Self","Alter cue",466,0.466,1
14,"male","Matching","Self","Self","Self","No cue",347,0.347,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",431,0.431,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",705,0.705,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",610,0.61,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",487,0.487,1
14,"male","Matching","Self","Self","Self","No cue",422,0.422,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",506,0.506,1
14,"male","Matching","Self","Self","Self","No cue",390,0.39,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",496,0.496,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",633,0.633,1
14,"male","Nonmatching","Self","Self","Self","No cue",730,0.73,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",448,0.448,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",663,0.663,1
14,"male","Nonmatching","Self","Self","Self","No cue",804,0.804,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",665,0.665,1
14,"male","Matching","Self","Self","Self","Alter cue",657,0.657,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",829,0.829,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",904,0.904,1
14,"male","Nonmatching","Self","Self","Self","No cue",584,0.584,1
14,"male","Nonmatching","Self","Self","Self","No cue",473,0.473,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",472,0.472,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",630,0.63,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",914,0.914,1
14,"male","Nonmatching","Self","Self","Self","No cue",660,0.66,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",555,0.555,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",615,0.615,1
14,"male","Matching","Self","Self","Self","Alter cue",575,0.575,0
14,"male","Matching","Self","Self","Self","Alter cue",427,0.427,1
14,"male","Matching","Self","Self","Self","Alter cue",345,0.345,1
14,"male","Matching","Self","Self","Self","No cue",461,0.461,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",342,0.342,1
14,"male","Matching","Self","Self","Self","No cue",437,0.437,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",407,0.407,0
14,"male","Nonmatching","Self","Self","Self","No cue",541,0.541,1
14,"male","Nonmatching","Self","Self","Self","No cue",430,0.43,1
14,"male","Nonmatching","Self","Self","Self","No cue",514,0.514,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",564,0.564,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",611,0.611,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",554,0.554,0
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",565,0.565,0
14,"male","Matching","Self","Self","Self","Alter cue",452,0.452,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",672,0.672,1
14,"male","Matching","Familiar","Familiar","Celebrity","No cue",490,0.49,1
14,"male","Nonmatching","Self","Self","Self","No cue",436,0.436,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",514,0.514,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",628,0.628,1
14,"male","Nonmatching","Self","Self","Self","No cue",641,0.641,1
14,"male","Matching","Self","Self","Self","No cue",481,0.481,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",735,0.735,1
14,"male","Matching","Self","Self","Self","Alter cue",489,0.489,1
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",391,0.391,0
14,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",613,0.613,1
14,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",522,0.522,1
14,"male","Nonmatching","Self","Self","Self","Alter cue",635,0.635,1
14,"male","Matching","Self","Self","Self","Alter cue",461,0.461,1
14,"male","Matching","Self","Self","Self","No cue",467,0.467,1
14,"male","Matching","Self","Self","Self","No cue",359,0.359,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",538,0.538,0
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",707,0.707,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",668,0.668,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",823,0.823,1
15,"female","Nonmatching","Self","Self","Self","No cue",840,0.84,1
15,"female","Matching","Self","Self","Self","No cue",618,0.618,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",802,0.802,1
15,"female","Nonmatching","Self","Self","Self","No cue",532,0.532,1
15,"female","Matching","Self","Self","Self","Alter cue",323,0.323,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",362,0.362,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",570,0.57,0
15,"female","Nonmatching","Self","Self","Self","Alter cue",525,0.525,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",707,0.707,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",666,0.666,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",820,0.82,1
15,"female","Matching","Self","Self","Self","Alter cue",530,0.53,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",651,0.651,1
15,"female","Matching","Self","Self","Self","Alter cue",610,0.61,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",726,0.726,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",582,0.582,1
15,"female","Nonmatching","Self","Self","Self","No cue",843,0.843,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",592,0.592,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",515,0.515,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",405,0.405,0
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",645,0.645,0
15,"female","Nonmatching","Self","Self","Self","No cue",545,0.545,0
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",800,0.8,0
15,"female","Matching","Self","Self","Self","Alter cue",749,0.749,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",598,0.598,1
15,"female","Nonmatching","Self","Self","Self","No cue",617,0.617,1
15,"female","Matching","Self","Self","Self","No cue",595,0.595,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",583,0.583,0
15,"female","Matching","Self","Self","Self","Alter cue",461,0.461,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",383,0.383,1
15,"female","Matching","Self","Self","Self","No cue",462,0.462,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",381,0.381,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",262,0.262,0
15,"female","Matching","Self","Self","Self","Alter cue",432,0.432,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",557,0.557,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",559,0.559,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",637,0.637,0
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",636,0.636,1
15,"female","Matching","Self","Self","Self","No cue",592,0.592,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",548,0.548,1
15,"female","Matching","Self","Self","Self","Alter cue",350,0.35,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",606,0.606,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",799,0.799,0
15,"female","Matching","Self","Self","Self","Alter cue",612,0.612,1
15,"female","Matching","Self","Self","Self","No cue",593,0.593,1
15,"female","Matching","Self","Self","Self","No cue",505,0.505,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",370,0.37,0
15,"female","Nonmatching","Self","Self","Self","Alter cue",671,0.671,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",482,0.482,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",922,0.922,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",570,0.57,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",662,0.662,1
15,"female","Matching","Self","Self","Self","Alter cue",656,0.656,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",594,0.594,1
15,"female","Nonmatching","Self","Self","Self","No cue",558,0.558,0
15,"female","Matching","Self","Self","Self","Alter cue",501,0.501,1
15,"female","Nonmatching","Self","Self","Self","No cue",574,0.574,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",619,0.619,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",697,0.697,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",590,0.59,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",502,0.502,1
15,"female","Matching","Self","Self","Self","No cue",455,0.455,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",849,0.849,0
15,"female","Nonmatching","Self","Self","Self","Alter cue",518,0.518,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",620,0.62,0
15,"female","Nonmatching","Self","Self","Self","Alter cue",628,0.628,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",878,0.878,1
15,"female","Matching","Self","Self","Self","No cue",979,0.979,1
15,"female","Matching","Self","Self","Self","Alter cue",548,0.548,1
15,"female","Matching","Self","Self","Self","No cue",443,0.443,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",805,0.805,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",739,0.739,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",724,0.724,1
15,"female","Matching","Self","Self","Self","No cue",565,0.565,1
15,"female","Matching","Self","Self","Self","Alter cue",517,0.517,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",778,0.778,1
15,"female","Matching","Self","Self","Self","Alter cue",490,0.49,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",885,0.885,1
15,"female","Nonmatching","Self","Self","Self","No cue",629,0.629,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",542,0.542,0
15,"female","Nonmatching","Self","Self","Self","Alter cue",655,0.655,1
15,"female","Nonmatching","Self","Self","Self","No cue",574,0.574,1
15,"female","Matching","Self","Self","Self","No cue",680,0.68,1
15,"female","Nonmatching","Self","Self","Self","No cue",876,0.876,1
15,"female","Nonmatching","Self","Self","Self","No cue",582,0.582,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",506,0.506,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",729,0.729,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",638,0.638,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",696,0.696,0
15,"female","Nonmatching","Self","Self","Self","No cue",776,0.776,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",702,0.702,1
15,"female","Nonmatching","Self","Self","Self","No cue",580,0.58,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",703,0.703,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",659,0.659,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",525,0.525,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",714,0.714,1
15,"female","Matching","Self","Self","Self","No cue",489,0.489,0
15,"female","Nonmatching","Self","Self","Self","Alter cue",800,0.8,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",830,0.83,1
15,"female","Nonmatching","Self","Self","Self","No cue",628,0.628,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",616,0.616,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",709,0.709,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",422,0.422,1
15,"female","Matching","Self","Self","Self","Alter cue",473,0.473,0
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",664,0.664,0
15,"female","Matching","Self","Self","Self","No cue",458,0.458,1
15,"female","Nonmatching","Self","Self","Self","No cue",676,0.676,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",589,0.589,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",429,0.429,0
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",684,0.684,0
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",458,0.458,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",756,0.756,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",810,0.81,0
15,"female","Matching","Self","Self","Self","Alter cue",716,0.716,0
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",514,0.514,0
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",862,0.862,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",572,0.572,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",948,0.948,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",587,0.587,1
15,"female","Matching","Self","Self","Self","No cue",588,0.588,1
15,"female","Matching","Self","Self","Self","No cue",452,0.452,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",404,0.404,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",958,0.958,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",549,0.549,1
