"Subject","Gender","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Cue","RT_ms","RT_sec","ACC"
21,"female","Matching","Self","Self","Self","Alter cue",528,0.528,1
21,"female","Nonmatching","Self","Self","Self","No cue",521,0.521,1
21,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",670,0.67,1
21,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",601,0.601,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",602,0.602,1
22,"male","Matching","Self","Self","Self","Alter cue",308,0.308,1
22,"male","Nonmatching","Self","Self","Self","No cue",638,0.638,1
22,"male","Matching","Self","Self","Self","No cue",459,0.459,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",558,0.558,1
22,"male","Matching","Self","Self","Self","No cue",474,0.474,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",701,0.701,0
22,"male","Nonmatching","Self","Self","Self","No cue",764,0.764,0
22,"male","Nonmatching","Self","Self","Self","No cue",964,0.964,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",720,0.72,0
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",979,0.979,0
22,"male","Matching","Self","Self","Self","No cue",357,0.357,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",596,0.596,1
22,"male","Nonmatching","Self","Self","Self","No cue",618,0.618,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",613,0.613,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",581,0.581,1
22,"male","Matching","Self","Self","Self","No cue",382,0.382,1
22,"male","Nonmatching","Self","Self","Self","No cue",629,0.629,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",618,0.618,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",408,0.408,1
22,"male","Nonmatching","Self","Self","Self","No cue",626,0.626,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",757,0.757,0
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",673,0.673,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",450,0.45,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",717,0.717,0
22,"male","Nonmatching","Self","Self","Self","No cue",708,0.708,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",667,0.667,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",413,0.413,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",423,0.423,1
22,"male","Nonmatching","Self","Self","Self","No cue",792,0.792,0
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",575,0.575,1
22,"male","Nonmatching","Self","Self","Self","No cue",595,0.595,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",701,0.701,0
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",737,0.737,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",667,0.667,1
22,"male","Matching","Self","Self","Self","No cue",616,0.616,1
22,"male","Matching","Self","Self","Self","Alter cue",483,0.483,1
22,"male","Matching","Self","Self","Self","Alter cue",305,0.305,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",590,0.59,0
22,"male","Matching","Self","Self","Self","No cue",425,0.425,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",586,0.586,1
22,"male","Matching","Self","Self","Self","No cue",493,0.493,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",502,0.502,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",649,0.649,1
22,"male","Matching","Self","Self","Self","No cue",475,0.475,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",520,0.52,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",973,0.973,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",369,0.369,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",624,0.624,0
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",825,0.825,1
22,"male","Matching","Self","Self","Self","No cue",441,0.441,1
22,"male","Matching","Self","Self","Self","No cue",294,0.294,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",453,0.453,1
22,"male","Matching","Self","Self","Self","No cue",485,0.485,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",502,0.502,1
22,"male","Matching","Self","Self","Self","Alter cue",354,0.354,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",456,0.456,0
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",802,0.802,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",425,0.425,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",726,0.726,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",479,0.479,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",467,0.467,1
22,"male","Nonmatching","Self","Self","Self","No cue",517,0.517,0
22,"male","Nonmatching","Self","Self","Self","Alter cue",570,0.57,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",496,0.496,1
22,"male","Matching","Self","Self","Self","Alter cue",309,0.309,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",434,0.434,0
22,"male","Matching","Self","Self","Self","Alter cue",317,0.317,1
22,"male","Nonmatching","Self","Self","Self","No cue",406,0.406,1
22,"male","Matching","Self","Self","Self","No cue",337,0.337,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",467,0.467,1
22,"male","Matching","Self","Self","Self","Alter cue",306,0.306,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",404,0.404,0
22,"male","Nonmatching","Self","Self","Self","Alter cue",528,0.528,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",923,0.923,0
22,"male","Nonmatching","Self","Self","Self","No cue",797,0.797,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",437,0.437,0
22,"male","Nonmatching","Self","Self","Self","No cue",672,0.672,0
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",833,0.833,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",520,0.52,1
22,"male","Nonmatching","Self","Self","Self","No cue",629,0.629,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",371,0.371,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",438,0.438,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",738,0.738,1
22,"male","Nonmatching","Self","Self","Self","No cue",505,0.505,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",586,0.586,1
22,"male","Matching","Self","Self","Self","Alter cue",504,0.504,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",918,0.918,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",698,0.698,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",705,0.705,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",655,0.655,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",489,0.489,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",420,0.42,1
22,"male","Matching","Self","Self","Self","No cue",315,0.315,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",446,0.446,1
22,"male","Matching","Self","Self","Self","Alter cue",361,0.361,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",314,0.314,0
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",514,0.514,0
22,"male","Matching","Self","Self","Self","No cue",404,0.404,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",498,0.498,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",706,0.706,1
22,"male","Matching","Self","Self","Self","Alter cue",436,0.436,1
22,"male","Nonmatching","Self","Self","Self","No cue",464,0.464,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",777,0.777,1
22,"male","Matching","Self","Self","Self","Alter cue",382,0.382,1
22,"male","Matching","Self","Self","Self","Alter cue",465,0.465,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",529,0.529,1
22,"male","Matching","Self","Self","Self","Alter cue",273,0.273,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",310,0.31,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",612,0.612,1
22,"male","Matching","Self","Self","Self","Alter cue",387,0.387,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",313,0.313,0
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",543,0.543,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",637,0.637,1
22,"male","Nonmatching","Self","Self","Self","No cue",707,0.707,1
22,"male","Matching","Self","Self","Self","Alter cue",304,0.304,1
22,"male","Nonmatching","Self","Self","Self","No cue",510,0.51,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",515,0.515,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",894,0.894,0
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",577,0.577,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",666,0.666,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",528,0.528,1
22,"male","Matching","Self","Self","Self","Alter cue",335,0.335,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",430,0.43,0
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",413,0.413,1
22,"male","Nonmatching","Self","Self","Self","No cue",443,0.443,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",670,0.67,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",547,0.547,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",797,0.797,1
22,"male","Matching","Self","Self","Self","No cue",652,0.652,1
22,"male","Nonmatching","Self","Self","Self","No cue",580,0.58,1
22,"male","Nonmatching","Self","Self","Self","No cue",572,0.572,0
22,"male","Matching","Self","Self","Self","Alter cue",472,0.472,1
22,"male","Matching","Self","Self","Self","No cue",497,0.497,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",465,0.465,0
22,"male","Matching","Self","Self","Self","No cue",431,0.431,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",502,0.502,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",761,0.761,1
22,"male","Matching","Self","Self","Self","No cue",480,0.48,1
22,"male","Matching","Self","Self","Self","Alter cue",599,0.599,0
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",586,0.586,1
22,"male","Matching","Self","Self","Self","Alter cue",559,0.559,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",481,0.481,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",507,0.507,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",649,0.649,1
22,"male","Matching","Self","Self","Self","Alter cue",543,0.543,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",744,0.744,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",617,0.617,1
22,"male","Nonmatching","Self","Self","Self","No cue",591,0.591,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",762,0.762,0
22,"male","Matching","Self","Self","Self","Alter cue",440,0.44,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",509,0.509,0
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",699,0.699,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",546,0.546,1
22,"male","Nonmatching","Self","Self","Self","No cue",785,0.785,1
22,"male","Matching","Self","Self","Self","No cue",815,0.815,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",533,0.533,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",991,0.991,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",610,0.61,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",579,0.579,1
22,"male","Matching","Self","Self","Self","No cue",714,0.714,0
22,"male","Nonmatching","Self","Self","Self","Alter cue",645,0.645,1
22,"male","Matching","Self","Self","Self","No cue",382,0.382,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",598,0.598,1
22,"male","Matching","Self","Self","Self","Alter cue",464,0.464,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",696,0.696,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",948,0.948,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",648,0.648,1
22,"male","Matching","Self","Self","Self","No cue",410,0.41,0
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",526,0.526,0
22,"male","Matching","Self","Self","Self","No cue",526,0.526,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",859,0.859,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",691,0.691,1
22,"male","Matching","Familiar","Familiar","Celebrity","No cue",643,0.643,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",637,0.637,0
22,"male","Nonmatching","Self","Self","Self","Alter cue",742,0.742,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",634,0.634,1
22,"male","Matching","Self","Self","Self","No cue",541,0.541,1
22,"male","Matching","Self","Self","Self","Alter cue",466,0.466,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",629,0.629,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",687,0.687,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",674,0.674,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",522,0.522,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",468,0.468,0
22,"male","Matching","Self","Self","Self","No cue",491,0.491,1
22,"male","Nonmatching","Self","Self","Self","No cue",574,0.574,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",744,0.744,1
22,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",567,0.567,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",527,0.527,1
22,"male","Nonmatching","Self","Self","Self","Alter cue",889,0.889,1
22,"male","Matching","Self","Self","Self","Alter cue",642,0.642,1
22,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",778,0.778,1
22,"male","Nonmatching","Self","Self","Self","No cue",581,0.581,1
22,"male","Matching","Self","Self","Self","Alter cue",498,0.498,1
23,"male","Matching","Self","Self","Self","Alter cue",500,0.5,1
23,"male","Matching","Self","Self","Self","No cue",323,0.323,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",434,0.434,1
23,"male","Matching","Self","Self","Self","No cue",382,0.382,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",406,0.406,0
23,"male","Nonmatching","Self","Self","Self","Alter cue",350,0.35,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",603,0.603,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",596,0.596,1
23,"male","Matching","Self","Self","Self","Alter cue",468,0.468,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",420,0.42,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",498,0.498,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",375,0.375,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",283,0.283,0
23,"male","Matching","Self","Self","Self","Alter cue",354,0.354,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",314,0.314,1
23,"male","Matching","Self","Self","Self","No cue",523,0.523,0
23,"male","Nonmatching","Self","Self","Self","No cue",538,0.538,1
23,"male","Matching","Self","Self","Self","Alter cue",348,0.348,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",451,0.451,1
23,"male","Matching","Self","Self","Self","Alter cue",351,0.351,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",398,0.398,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",478,0.478,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",622,0.622,0
23,"male","Matching","Self","Self","Self","No cue",654,0.654,0
23,"male","Nonmatching","Self","Self","Self","No cue",631,0.631,1
23,"male","Matching","Self","Self","Self","No cue",759,0.759,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",462,0.462,1
23,"male","Matching","Self","Self","Self","Alter cue",532,0.532,1
23,"male","Matching","Self","Self","Self","No cue",811,0.811,1
23,"male","Nonmatching","Self","Self","Self","No cue",496,0.496,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",732,0.732,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",561,0.561,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",423,0.423,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",833,0.833,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",669,0.669,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",764,0.764,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",488,0.488,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",608,0.608,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",518,0.518,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",494,0.494,1
23,"male","Matching","Self","Self","Self","No cue",652,0.652,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",730,0.73,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",851,0.851,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",566,0.566,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",655,0.655,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",449,0.449,1
23,"male","Nonmatching","Self","Self","Self","No cue",596,0.596,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",393,0.393,0
23,"male","Nonmatching","Self","Self","Self","No cue",432,0.432,1
23,"male","Nonmatching","Self","Self","Self","No cue",468,0.468,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",500,0.5,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",418,0.418,1
23,"male","Nonmatching","Self","Self","Self","No cue",846,0.846,1
23,"male","Matching","Self","Self","Self","No cue",351,0.351,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",431,0.431,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",746,0.746,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",371,0.371,1
23,"male","Matching","Self","Self","Self","No cue",454,0.454,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",358,0.358,1
23,"male","Matching","Self","Self","Self","No cue",409,0.409,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",373,0.373,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",550,0.55,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",539,0.539,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",579,0.579,1
23,"male","Matching","Self","Self","Self","Alter cue",414,0.414,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",404,0.404,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",429,0.429,1
23,"male","Matching","Self","Self","Self","Alter cue",389,0.389,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",850,0.85,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",637,0.637,0
23,"male","Nonmatching","Self","Self","Self","Alter cue",454,0.454,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",419,0.419,0
23,"male","Matching","Self","Self","Self","Alter cue",586,0.586,1
23,"male","Nonmatching","Self","Self","Self","No cue",434,0.434,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",470,0.47,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",381,0.381,0
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",427,0.427,1
23,"male","Matching","Self","Self","Self","Alter cue",283,0.283,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",417,0.417,1
23,"male","Matching","Self","Self","Self","No cue",330,0.33,1
23,"male","Matching","Self","Self","Self","No cue",379,0.379,1
23,"male","Nonmatching","Self","Self","Self","No cue",541,0.541,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",478,0.478,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",652,0.652,0
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",890,0.89,0
23,"male","Nonmatching","Self","Self","Self","Alter cue",854,0.854,1
23,"male","Matching","Self","Self","Self","No cue",423,0.423,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",709,0.709,1
23,"male","Nonmatching","Self","Self","Self","No cue",682,0.682,0
23,"male","Matching","Self","Self","Self","Alter cue",430,0.43,1
23,"male","Matching","Self","Self","Self","No cue",543,0.543,1
23,"male","Matching","Self","Self","Self","No cue",462,0.462,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",457,0.457,0
23,"male","Matching","Self","Self","Self","No cue",525,0.525,0
23,"male","Nonmatching","Self","Self","Self","No cue",525,0.525,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",754,0.754,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",572,0.572,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",441,0.441,0
23,"male","Matching","Self","Self","Self","No cue",364,0.364,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",546,0.546,1
23,"male","Matching","Self","Self","Self","Alter cue",519,0.519,1
23,"male","Nonmatching","Self","Self","Self","No cue",662,0.662,1
23,"male","Nonmatching","Self","Self","Self","No cue",795,0.795,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",625,0.625,0
23,"male","Matching","Self","Self","Self","No cue",564,0.564,1
23,"male","Matching","Self","Self","Self","Alter cue",815,0.815,1
23,"male","Matching","Self","Self","Self","Alter cue",617,0.617,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",909,0.909,0
23,"male","Matching","Self","Self","Self","Alter cue",569,0.569,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",721,0.721,1
23,"male","Matching","Self","Self","Self","No cue",473,0.473,1
23,"male","Matching","Self","Self","Self","Alter cue",557,0.557,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",505,0.505,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",810,0.81,0
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",631,0.631,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",341,0.341,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",479,0.479,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",540,0.54,1
23,"male","Matching","Self","Self","Self","Alter cue",369,0.369,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",442,0.442,0
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",483,0.483,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",485,0.485,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",719,0.719,1
23,"male","Matching","Self","Self","Self","Alter cue",544,0.544,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",570,0.57,1
23,"male","Nonmatching","Self","Self","Self","No cue",717,0.717,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",427,0.427,0
23,"male","Matching","Self","Self","Self","Alter cue",298,0.298,1
23,"male","Matching","Self","Self","Self","No cue",374,0.374,1
23,"male","Matching","Self","Self","Self","Alter cue",376,0.376,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",516,0.516,1
23,"male","Matching","Self","Self","Self","Alter cue",460,0.46,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",531,0.531,1
23,"male","Matching","Self","Self","Self","No cue",406,0.406,1
23,"male","Nonmatching","Self","Self","Self","No cue",465,0.465,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",592,0.592,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",604,0.604,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",515,0.515,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",591,0.591,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",480,0.48,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",487,0.487,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",686,0.686,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",517,0.517,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",576,0.576,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",384,0.384,0
23,"male","Nonmatching","Self","Self","Self","No cue",610,0.61,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",634,0.634,1
23,"male","Nonmatching","Self","Self","Self","No cue",516,0.516,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",458,0.458,1
23,"male","Nonmatching","Self","Self","Self","No cue",432,0.432,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",458,0.458,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",488,0.488,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",386,0.386,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",329,0.329,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",622,0.622,1
23,"male","Nonmatching","Self","Self","Self","No cue",522,0.522,1
23,"male","Matching","Self","Self","Self","Alter cue",345,0.345,1
23,"male","Nonmatching","Self","Self","Self","No cue",416,0.416,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",352,0.352,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",538,0.538,1
23,"male","Nonmatching","Self","Self","Self","No cue",412,0.412,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",453,0.453,0
23,"male","Nonmatching","Self","Self","Self","No cue",453,0.453,1
23,"male","Matching","Self","Self","Self","Alter cue",488,0.488,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",565,0.565,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",690,0.69,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",535,0.535,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",599,0.599,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",653,0.653,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",365,0.365,1
23,"male","Matching","Self","Self","Self","Alter cue",378,0.378,0
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",492,0.492,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",528,0.528,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",625,0.625,1
23,"male","Matching","Self","Self","Self","No cue",450,0.45,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",658,0.658,1
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",285,0.285,1
23,"male","Nonmatching","Self","Self","Self","No cue",402,0.402,1
23,"male","Matching","Self","Self","Self","No cue",490,0.49,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",358,0.358,0
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",546,0.546,1
23,"male","Nonmatching","Self","Self","Self","Alter cue",670,0.67,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",339,0.339,1
23,"male","Matching","Self","Self","Self","No cue",379,0.379,1
23,"male","Nonmatching","Self","Self","Self","No cue",538,0.538,1
23,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",398,0.398,0
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",469,0.469,0
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",505,0.505,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",556,0.556,1
