"","Subject","Trial","Matching","Face","Label","Response","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"291",5,35,"Matching","m38","Me","right","Me","Other","Stranger","Stranger",619.9,0.6199,0
"292",5,36,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1073.3,1.0733,1
"293",5,37,"Matching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",896.4,0.8964,0
"294",5,38,"Matching","m34","Me","right","Me","User","Self","Self",961.9,0.9619,1
"295",5,39,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",2160.1,2.1601,1
"296",5,40,"Nonmatching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",749.6,0.7496,0
"297",5,41,"Nonmatching","f18","Me","right","Me","User","Self","Self",583.6,0.5836,1
"298",5,42,"Matching","m34","Me","right","Me","User","Self","Self",539.7,0.5397,1
"299",5,43,"Matching","f18","Me","right","Me","User","Self","Self",692,0.692,1
"300",5,44,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",544.4,0.5444,1
"301",5,45,"Matching","f18","Stranger","left","Stranger","User","Self","Self",1085.5,1.0855,1
"302",5,46,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",780.5,0.7805,1
"303",5,47,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",1494.3,1.4943,1
"304",5,48,"Matching","m34","Stranger","right","Stranger","User","Self","Self",1417.1,1.4171,0
"305",5,49,"Matching","m35","Stranger","right","Stranger","User","Self","Self",886.3,0.8863,0
"306",5,50,"Matching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",2873.1,2.8731,0
"307",5,51,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",1201.9,1.2019,1
"308",5,52,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",967.8,0.9678,1
"309",5,53,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",1052.9,1.0529,1
"310",5,54,"Nonmatching","m34","Me","right","Me","User","Self","Self",1204.3,1.2043,1
"311",5,55,"Nonmatching","m34","Me","right","Me","User","Self","Self",698.2,0.6982,1
"312",5,56,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",998.4,0.9984,1
"313",5,57,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",1203.3,1.2033,1
"314",5,58,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",1307.2,1.3072,1
"315",5,59,"Matching","f18","Stranger","right","Stranger","User","Self","Self",1322.3,1.3223,0
"316",5,60,"Matching","f15","Me","right","Me","User","Self","Self",548.3,0.5483,1
"317",5,61,"Matching","f15","Stranger","left","Stranger","User","Self","Self",767.2,0.7672,1
"318",5,62,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",897.1,0.8971,1
"319",5,63,"Nonmatching","f27","Me","right","Me","Other","Stranger","Stranger",715,0.715,0
"320",5,64,"Nonmatching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",786.6,0.7866,0
"321",6,1,"Matching","f15","Stranger","left","Stranger","User","Self","Self",1838,1.838,1
"322",6,2,"Nonmatching","f18","Me","right","Me","User","Self","Self",992,0.992,1
"323",6,3,"Nonmatching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",732,0.732,0
"324",6,4,"Matching","m34","Stranger","left","Stranger","User","Self","Self",1011,1.011,1
"325",6,5,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",979,0.979,1
"326",6,6,"Nonmatching","f27","Me","right","Me","Other","Stranger","Stranger",783,0.783,0
"327",6,7,"Matching","f27","Me","left","Me","Other","Stranger","Stranger",989,0.989,1
"328",6,8,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",711,0.711,1
"329",6,9,"Matching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",672,0.672,0
"330",6,10,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",961,0.961,1
"331",6,11,"Matching","m35","Stranger","right","Stranger","User","Self","Self",696,0.696,0
"332",6,12,"Matching","m35","Stranger","right","Stranger","User","Self","Self",1349,1.349,0
"333",6,13,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",743,0.743,1
"334",6,14,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",922,0.922,1
"335",6,15,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",786,0.786,1
"336",6,16,"Nonmatching","m34","Me","right","Me","User","Self","Self",635,0.635,1
"337",6,17,"Nonmatching","m35","Stranger","right","Stranger","User","Self","Self",771,0.771,0
"338",6,18,"Matching","f18","Me","right","Me","User","Self","Self",669,0.669,1
"339",6,19,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",843,0.843,1
"340",6,20,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",718,0.718,1
"341",6,21,"Nonmatching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",1172,1.172,0
"342",6,22,"Matching","f27","Me","left","Me","Other","Stranger","Stranger",870,0.87,1
"343",6,23,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",727,0.727,1
"344",6,24,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",783,0.783,1
"345",6,25,"Matching","f15","Me","right","Me","User","Self","Self",606,0.606,1
"346",6,26,"Matching","f15","Stranger","left","Stranger","User","Self","Self",559,0.559,1
"347",6,27,"Matching","f18","Stranger","right","Stranger","User","Self","Self",1430,1.43,0
"348",6,28,"Nonmatching","f15","Me","right","Me","User","Self","Self",569,0.569,1
"349",6,29,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",618,0.618,1
"350",6,30,"Matching","m34","Me","right","Me","User","Self","Self",590,0.59,1
"351",6,31,"Matching","f18","Me","right","Me","User","Self","Self",715,0.715,1
"352",6,32,"Matching","f18","Stranger","left","Stranger","User","Self","Self",664,0.664,1
"353",6,33,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",1574,1.574,1
"354",6,34,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",703,0.703,1
"355",6,35,"Nonmatching","f18","Me","right","Me","User","Self","Self",477,0.477,1
"356",6,36,"Matching","m34","Me","right","Me","User","Self","Self",457,0.457,1
"357",6,37,"Nonmatching","m35","Me","left","Me","User","Self","Self",792,0.792,0
"358",6,38,"Nonmatching","f18","Stranger","left","Stranger","User","Self","Self",514,0.514,1
"359",6,39,"Matching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",682,0.682,0
"360",6,40,"Nonmatching","f15","Me","right","Me","User","Self","Self",408,0.408,1
"361",6,41,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",544,0.544,1
"362",6,42,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",515,0.515,1
"363",6,43,"Matching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",1787,1.787,0
"364",6,44,"Matching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",560,0.56,0
"365",6,45,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",628,0.628,1
"366",6,46,"Nonmatching","f27","Me","right","Me","Other","Stranger","Stranger",1522,1.522,0
"367",6,47,"Nonmatching","m34","Me","right","Me","User","Self","Self",371,0.371,1
"368",6,48,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",388,0.388,1
"369",6,49,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",515,0.515,1
"370",6,50,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",742,0.742,1
"371",6,51,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",496,0.496,1
"372",6,52,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",462,0.462,1
"373",6,53,"Matching","m35","Me","left","Me","User","Self","Self",1150,1.15,0
"374",6,54,"Nonmatching","m35","Stranger","right","Stranger","User","Self","Self",983,0.983,0
"375",6,55,"Matching","m35","Me","right","Me","User","Self","Self",624,0.624,1
"376",6,56,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",499,0.499,1
"377",6,57,"Nonmatching","m35","Me","right","Me","User","Self","Self",507,0.507,1
"378",6,58,"Nonmatching","f18","Stranger","left","Stranger","User","Self","Self",627,0.627,1
"379",6,59,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",932,0.932,1
"380",6,60,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",606,0.606,1
"381",6,61,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",633,0.633,1
"382",6,62,"Matching","m34","Stranger","left","Stranger","User","Self","Self",541,0.541,1
"383",6,63,"Matching","f15","Me","left","Me","User","Self","Self",770,0.77,0
"384",6,64,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",618,0.618,1
"385",7,1,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",8111.7,8.1117,1
"386",7,2,"Matching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",4764.1,4.7641,0
"387",7,3,"Matching","m34","Stranger","left","Stranger","User","Self","Self",4130.8,4.1308,1
"388",7,4,"Matching","m34","Me","right","Me","User","Self","Self",3353.4,3.3534,1
"389",7,5,"Nonmatching","m33","Me","right","Me","Other","Stranger","Stranger",1049.9,1.0499,0
"390",7,6,"Matching","m34","Me","right","Me","User","Self","Self",822.1,0.8221,1
"391",7,7,"Matching","m35","Me","right","Me","User","Self","Self",1188.6,1.1886,1
"392",7,8,"Nonmatching","f15","Me","right","Me","User","Self","Self",4058.1,4.0581,1
"393",7,9,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",2136.5,2.1365,1
"394",7,10,"Nonmatching","f4","Me","right","Me","Other","Stranger","Stranger",3234.3,3.2343,0
"395",7,11,"Matching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",2171.9,2.1719,0
"396",7,12,"Nonmatching","f18","Me","left","Me","User","Self","Self",4289.2,4.2892,0
"397",7,13,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",3305.6,3.3056,1
"398",7,14,"Nonmatching","f15","Stranger","right","Stranger","User","Self","Self",4958.1,4.9581,0
"399",7,15,"Matching","f18","Stranger","left","Stranger","User","Self","Self",5764.6,5.7646,1
"400",7,16,"Matching","m35","Me","right","Me","User","Self","Self",4591,4.591,1
"401",7,17,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",3489.7,3.4897,1
"402",7,18,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",5007,5.007,1
"403",7,19,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",4414.4,4.4144,1
"404",7,20,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1031.3,1.0313,1
"405",7,21,"Matching","m35","Stranger","left","Stranger","User","Self","Self",3981.3,3.9813,1
"406",7,22,"Matching","f18","Me","right","Me","User","Self","Self",3141.7,3.1417,1
"407",7,23,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",1621.8,1.6218,1
"408",7,24,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",5635.7,5.6357,1
"409",7,25,"Matching","m35","Stranger","left","Stranger","User","Self","Self",2818.7,2.8187,1
"410",7,26,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",3929.4,3.9294,1
"411",7,27,"Matching","f15","Stranger","right","Stranger","User","Self","Self",1383.5,1.3835,0
"412",7,28,"Nonmatching","m34","Me","right","Me","User","Self","Self",5288.9,5.2889,1
"413",7,29,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",1372.3,1.3723,1
"414",7,30,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",2287.6,2.2876,1
"415",7,31,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",3107.4,3.1074,1
"416",7,32,"Nonmatching","m35","Me","right","Me","User","Self","Self",1537.8,1.5378,1
"417",7,33,"Matching","f27","Me","left","Me","Other","Stranger","Stranger",1382.4,1.3824,1
"418",7,34,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",3365.6,3.3656,1
"419",7,35,"Nonmatching","f18","Me","right","Me","User","Self","Self",2236.9,2.2369,1
"420",7,36,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",1315.3,1.3153,1
"421",7,37,"Matching","f18","Me","right","Me","User","Self","Self",1501.4,1.5014,1
"422",7,38,"Nonmatching","m35","Me","right","Me","User","Self","Self",1420.8,1.4208,1
"423",7,39,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",987.9,0.9879,1
"424",7,40,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",2105.3,2.1053,1
"425",7,41,"Nonmatching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",3578,3.578,0
"426",7,42,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",2729.6,2.7296,1
"427",7,43,"Nonmatching","m35","Stranger","right","Stranger","User","Self","Self",2295.1,2.2951,0
"428",7,44,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",2544.3,2.5443,1
"429",7,45,"Nonmatching","f15","Stranger","right","Stranger","User","Self","Self",1200.6,1.2006,0
"430",7,46,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",1004,1.004,1
"431",7,47,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",2439.3,2.4393,1
"432",7,48,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",1214,1.214,1
"433",7,49,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",3421.8,3.4218,1
"434",7,50,"Matching","f27","Me","left","Me","Other","Stranger","Stranger",1175,1.175,1
"435",7,51,"Nonmatching","m34","Me","right","Me","User","Self","Self",1006.5,1.0065,1
"436",7,52,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",971.9,0.9719,1
"437",7,53,"Matching","m34","Stranger","left","Stranger","User","Self","Self",1090.8,1.0908,1
"438",7,54,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",2333.8,2.3338,1
"439",7,55,"Matching","f15","Stranger","right","Stranger","User","Self","Self",2614.6,2.6146,0
"440",7,56,"Matching","f15","Me","right","Me","User","Self","Self",1718.9,1.7189,1
"441",7,57,"Matching","f18","Stranger","left","Stranger","User","Self","Self",1135.7,1.1357,1
"442",7,58,"Nonmatching","f18","Stranger","left","Stranger","User","Self","Self",2963.3,2.9633,1
"443",7,59,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1205.2,1.2052,1
"444",7,60,"Nonmatching","f18","Stranger","left","Stranger","User","Self","Self",1863.1,1.8631,1
"445",7,61,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",1150.1,1.1501,1
"446",7,62,"Matching","f15","Me","left","Me","User","Self","Self",3887.9,3.8879,0
"447",7,63,"Nonmatching","f15","Me","right","Me","User","Self","Self",1662.4,1.6624,1
"448",7,64,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",1157.8,1.1578,1
"449",8,1,"Nonmatching","f18","Me","left","Me","Other","Stranger","Stranger",1165,1.165,1
"450",8,2,"Matching","m38","Stranger","left","Stranger","User","Self","Self",870,0.87,1
"451",8,3,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",499,0.499,1
"452",8,4,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",736,0.736,1
"453",8,5,"Matching","m33","Me","right","Me","User","Self","Self",450,0.45,1
"454",8,6,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",720,0.72,1
"455",8,7,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",500,0.5,1
"456",8,8,"Nonmatching","f27","Me","right","Me","User","Self","Self",440,0.44,1
"457",8,9,"Nonmatching","f4","Me","right","Me","User","Self","Self",535,0.535,1
"458",8,10,"Nonmatching","f18","Stranger","left","Stranger","Other","Stranger","Stranger",1232,1.232,0
"459",8,11,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",807,0.807,1
"460",8,12,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",399,0.399,1
"461",8,13,"Matching","f4","Me","right","Me","User","Self","Self",422,0.422,1
"462",8,14,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",510,0.51,1
"463",8,15,"Matching","m33","Stranger","left","Stranger","User","Self","Self",632,0.632,1
"464",8,16,"Matching","m33","Me","right","Me","User","Self","Self",376,0.376,1
"465",8,17,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",592,0.592,1
"466",8,18,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",401,0.401,1
"467",8,19,"Matching","m38","Me","right","Me","User","Self","Self",353,0.353,1
"468",8,20,"Nonmatching","m33","Me","right","Me","User","Self","Self",434,0.434,1
"469",8,21,"Nonmatching","m38","Me","right","Me","User","Self","Self",457,0.457,1
"470",8,22,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",486,0.486,1
"471",8,23,"Matching","f27","Stranger","left","Stranger","User","Self","Self",419,0.419,1
"472",8,24,"Nonmatching","m33","Me","right","Me","User","Self","Self",362,0.362,1
"473",8,25,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",484,0.484,1
"474",8,26,"Matching","f27","Me","right","Me","User","Self","Self",889,0.889,1
"475",8,27,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",597,0.597,1
"476",8,28,"Matching","f15","Me","right","Me","Other","Stranger","Stranger",445,0.445,0
"477",8,29,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",459,0.459,1
"478",8,30,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",665,0.665,1
"479",8,31,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",429,0.429,1
"480",8,32,"Matching","f18","Stranger","left","Stranger","Other","Stranger","Stranger",486,0.486,0
"481",8,33,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",617,0.617,1
"482",8,34,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",784,0.784,1
"483",8,35,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",560,0.56,1
"484",8,36,"Matching","f27","Stranger","left","Stranger","User","Self","Self",1011,1.011,1
"485",8,37,"Matching","m38","Stranger","left","Stranger","User","Self","Self",906,0.906,1
"486",8,38,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",422,0.422,1
"487",8,39,"Matching","f4","Stranger","left","Stranger","User","Self","Self",564,0.564,1
"488",8,40,"Matching","f4","Me","right","Me","User","Self","Self",471,0.471,1
