"Subject","Cohens_d_RT","deta_RT","Cohens_d_ACC","deta_ACC","Matching","Condition"
27,-0.828463928421979,-88.5332236842105,0.712710337775114,0.274451754385965,"Matching","Self-Stranger"
27,0.0713843445511249,8.27536231884051,0.0566835726761346,0.0230978260869565,"Nonmatching","Self-Stranger"
28,-0.695152217069441,-74.7597587719299,0.505735488934221,0.168969298245614,"Matching","Self-Stranger"
28,0.149931816964291,18.9797149122808,-0.171182448740914,-0.0513157894736842,"Nonmatching","Self-Stranger"
29,-0.627639761406744,-59.8686403508772,-0.0720957699894832,-0.0200657894736842,"Matching","Self-Stranger"
29,0.185871891037975,21.1875,0.218464417774864,0.0833333333333334,"Nonmatching","Self-Stranger"
30,-0.177573223187872,-25.468085106383,0.29204417800661,0.106382978723404,"Matching","Self-Stranger"
30,-0.114115584820913,-16.1761775362319,-0.413617112986676,-0.156702898550725,"Nonmatching","Self-Stranger"
31,-0.47438381687887,-49.8124999999999,0.408642997840178,0.135416666666667,"Matching","Self-Stranger"
31,-0.0063318811812665,-0.708662280701787,-0.0369657443510232,-0.0116228070175439,"Nonmatching","Self-Stranger"
32,-0.233640005746664,-33.7957427536231,0.237758980143905,0.0557065217391305,"Matching","Self-Stranger"
32,0.119493007412912,15.6313405797101,-0.0493359585124511,-0.0149456521739131,"Nonmatching","Self-Stranger"
33,-0.321937001228996,-42.4288563829788,0.299356917463857,0.0751329787234043,"Matching","Self-Stranger"
33,0.459718927514617,53.8672429078015,0.0579006944816375,0.0186170212765957,"Nonmatching","Self-Stranger"
34,-1.37264093807819,-145.697916666667,0.348390123181968,0.0729166666666667,"Matching","Self-Stranger"
34,-0.0860931342263632,-10.6113186191284,-0.169062676229761,-0.051046972269383,"Nonmatching","Self-Stranger"
35,-0.423856121307705,-43.4052631578948,0.840854187457166,0.308958566629339,"Matching","Self-Stranger"
35,0.0713843445511249,8.27536231884051,0.0566835726761346,0.0230978260869565,"Nonmatching","Self-Stranger"
36,-0.41978154604773,-47.2985442329227,0.690845169361957,0.210414333706607,"Matching","Self-Stranger"
