Shape,resp,rt,selfkey,wekey,alonekey,theykey,WeShape,TheyShape,AloneShape,SelfShape,corr,Handedness,First Language,Participant Number,Gender,Age
You,o,1.421368966,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,7.568205694,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,1.181267946,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,6.665403324,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,2.346395901,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,1.192666849,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,2.356664902,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,0.930111494,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,3.624959385,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,3.443797244,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,0.949971239,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,0.523417437,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,0.626131531,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,0.564815988,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,1.081502178,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,q,0.537633593,q,p,o,w,Star,Diamond,Circle,Triangle,0,l,h,10,Male,25
They,w,1.519749006,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,0.574497535,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,1.011177029,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,1.190625761,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,1.906654775,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,1.21817492,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,0.508917027,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,0.772303425,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,o,7.468574946,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,4.398199658,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,3.129526566,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,3.976704358,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,1.685620753,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,3.629758113,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,3.528652412,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,3.047511156,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,2.345057942,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,3.59124472,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,5.107491108,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,3.635117844,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,1.965355988,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,4.20213797,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,2.669695136,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,1.902541411,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,1.981959468,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,1.930111494,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,3.176959553,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,2.885867263,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,1.902000542,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,1.5494494,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,4.042869951,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,3.861135358,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,3.41471273,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,1.241563734,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,2.883659967,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,1.14783319,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,4.585250949,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,1.053464658,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,2.046783944,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,1.944862993,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,1.43119027,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,1.273245602,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,0.866015019,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,0.762794008,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,0.536139691,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,1.710264619,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,0.837690484,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,3.343796179,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,1.093925573,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,1.142062478,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,0.756138562,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,3.953557553,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,0.863084064,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,0.63248338,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,0.778539994,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,0.839281506,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,0.769346808,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,1.422061041,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
We,w,0.976831482,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,0.581571859,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,0.79361404,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,0.613689185,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,2.041070872,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
Self,o,1.843253534,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,1.173346393,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,0.546074301,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
You,p,0.536005856,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,0.637914174,o,w,p,q,Star,Diamond,Circle,Triangle,1,r,h,11,Female,23
They,q,12.65883907,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,5.797440389,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,5.048899648,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,4.010709987,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,3.01428722,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,1.673189857,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,2.961994313,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,4.919519156,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,2.190462711,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,3.23464417,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,2.28481782,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,2.076987702,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,1.653756095,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,3.247216007,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,1.384750586,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,2.44498834,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,2.58304997,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,2.875184517,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,2.340036155,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,4.562214687,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,2.775773669,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,3.556644136,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,1.826188144,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,1.796950449,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,1.801074078,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,1.340522937,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,2.162613508,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,3.208146743,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,5.65169053,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,1.549281217,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,1.882592442,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,5.09872509,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,0.650495882,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,1.211941904,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,1.41530729,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,1.466055367,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,1.306878545,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,1.378264902,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,1.206985653,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,1.106425953,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,0.961858898,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,0.983224784,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,1.467350293,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,2.044074864,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,0.934197617,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,1.548287519,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,2.073765389,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,4.482545541,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,0.84278886,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,0.660821733,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,0.678230989,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,0.726986932,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,0.9816764,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
They,q,1.129813187,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,1.92855324,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
We,w,1.879340125,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,o,1.096058648,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,p,1.544180866,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
You,q,1.254128465,p,w,o,q,Circle,Diamond,Star,Triangle,0,l,h,12,Female,22
You,o,2.927372804,p,w,o,q,Circle,Diamond,Star,Triangle,1,l,h,12,Female,22
Self,o,8.258378034,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,7.844745857,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,8.551188075,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,7.500812684,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,6.268752445,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,5.901708789,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,6.877473141,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,7.638450305,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,2.448827717,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,4.314364245,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,2.505288471,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,2.000694049,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,4.860161795,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,2.949840562,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,4.875319142,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,7.412255528,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,2.55199464,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,2.653435127,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,2.574955497,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,1.667758274,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,6.268534913,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,2.445520918,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,2.391728975,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,6.579876611,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,3.288241873,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,9.584428987,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,4.668901204,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,2.845781008,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,7.064008831,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,1.416983588,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,4.539823914,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,4.626023752,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,3.172932648,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,2.161769043,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,2.087255124,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,1.903383903,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,2.030788843,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,7.113005993,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,1.223687042,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,1.266702277,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,1.803475218,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,1.886928865,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,1.951092061,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,0.988473578,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,1.216576002,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,2.427321283,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,1.718201569,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,1.436914791,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,2.302987845,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,2.238472493,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,8.14464325,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,0.838953036,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,3.025092352,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,0.80391423,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
You,q,2.415280049,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
Self,o,1.402099438,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,3.997572014,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,p,1.785105033,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,5.021196125,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
They,w,0.896155609,o,p,q,w,Star,Diamond,Triangle,Circle,1,l,h,13,Female,22
We,o,25.03815452,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,w,9.729974343,p,o,q,w,Diamond,Circle,Star,Triangle,0,r,h,14,Male,22
We,o,4.712542584,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,3.384334079,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,4.716589623,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,7.771539103,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,3.712657074,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,7.608203121,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,4.356009543,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,2.609588849,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,5.829100149,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,3.928109096,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,1.863010237,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,5.304559522,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,2.432167781,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,2.95432227,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,2.255798841,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,12.00133283,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,6.285376059,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,4.413668103,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,5.928670889,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,7.719633094,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,3.870710311,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,4.831545901,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,1.129831348,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,1.128568005,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,1.319386031,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,1.230078371,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,3.224871031,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,2.467553217,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,1.596567341,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,2.919388874,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,1.678175323,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,2.839187149,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,2.337148628,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,1.311241025,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,1.14266296,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,2.756744177,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,3.44223978,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,1.348439752,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,1.001867773,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,2.093490114,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,2.549467955,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,1.530953275,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,1.369033815,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,1.933783873,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,2.219938072,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
They,w,3.038681181,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,2.288867623,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,2.28900738,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,3.16917381,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,3.982057377,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,1.130245882,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
We,o,0.824952832,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,1.171696942,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,1.584468072,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,1.452549051,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,3.470017525,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,p,0.990675742,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
You,q,3.523005666,p,o,q,w,Diamond,Circle,Star,Triangle,1,r,h,14,Male,22
Self,q,8.730043431,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
Self,q,4.74493903,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
They,w,7.463341154,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
They,o,5.544448932,q,p,o,w,Triangle,Circle,Star,Diamond,0,l,h,15,Female,21
You,o,2.742972163,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
You,o,4.757014216,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
Self,q,2.034609664,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
Self,q,3.324745367,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
You,o,2.867690132,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
Self,q,2.30050972,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
We,p,7.388051859,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
They,w,4.112422882,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
You,o,4.408026884,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
We,p,4.323649418,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
We,p,3.394573075,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
You,o,3.446806368,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
We,p,6.408357722,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
You,o,3.588017275,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
Self,q,2.048239947,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
Self,q,2.073742886,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
They,w,3.010543779,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
They,w,1.798007314,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
You,o,2.425468512,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
You,o,1.124297512,q,p,o,w,Triangle,Circle,Star,Diamond,1,l,h,15,Female,21
