"Subject","P1Age","P2Age","Block","Trial","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","ShapeLoc","Response","RT_ms","RT_sec","ACC"
1,24,21,3,37,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",750.497737,0.750497737,1
1,24,21,3,38,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",600.259854,0.600259854,1
1,24,21,3,39,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",883.735372,0.883735372,1
1,24,21,3,40,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",700.326851,0.700326851,1
1,24,21,3,41,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",684.255159,0.684255159,1
1,24,21,3,42,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",583.588469,0.583588469,1
1,24,21,3,43,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",616.979798,0.616979798,1
1,24,21,3,44,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",567.151593,0.567151593,1
1,24,21,3,45,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",933.57858,0.93357858,1
1,24,21,3,46,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",566.956959,0.566956959,1
1,24,21,3,47,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",683.548871,0.683548871,1
1,24,21,3,48,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",666.956051,0.666956051,1
1,24,21,3,49,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",683.544924,0.683544924,1
1,24,21,3,50,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",616.907551,0.616907551,1
1,24,21,3,51,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",866.934101,0.866934101,1
1,24,21,3,52,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",850.254031,0.850254031,1
1,24,21,3,53,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",650.226632,0.650226632,1
1,24,21,3,54,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",816.994563,0.816994563,0
1,24,21,3,55,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","None",NA,NA,3
1,24,21,3,56,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",516.921092,0.516921092,1
1,24,21,3,57,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",600.362895,0.600362895,1
1,24,21,3,58,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",750.335477,0.750335477,1
1,24,21,3,59,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",633.561564,0.633561564,1
1,24,21,3,60,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",483.634779,0.483634779,0
1,24,21,3,61,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",1133.707835,1.133707835,1
1,24,21,3,62,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",1416.894759,1.416894759,1
1,24,21,3,63,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",617.055599,0.617055599,0
1,24,21,3,64,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",817.029305,0.817029305,1
1,24,21,3,65,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",500.268658,0.500268658,1
1,24,21,3,66,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",533.753158,0.533753158,1
1,24,21,3,67,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",1266.905201,1.266905201,1
1,24,21,3,68,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","None",NA,NA,3
1,24,21,3,69,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",583.554517,0.583554517,1
1,24,21,3,70,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",583.533988,0.583533988,1
1,24,21,3,71,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",566.933666,0.566933666,1
1,24,21,3,72,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",617.127846,0.617127846,1
1,24,21,3,73,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",816.936528,0.816936528,1
1,24,21,3,74,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",533.716047,0.533716047,0
1,24,21,3,75,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",633.59749,0.63359749,1
1,24,21,3,76,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","None",NA,NA,3
1,24,21,3,77,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",450.362283,0.450362283,1
1,24,21,3,78,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",600.258669,0.600258669,1
1,24,21,3,79,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",550.36098,0.55036098,1
1,24,21,3,80,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",716.918881,0.716918881,1
1,24,21,4,1,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",550.298603,0.550298603,1
1,24,21,4,2,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",567.03118,0.56703118,1
1,24,21,4,3,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",467.578879,0.467578879,1
1,24,21,4,4,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",533.601952,0.533601952,1
1,24,21,4,5,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",483.657677,0.483657677,1
1,24,21,4,6,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",500.45658,0.50045658,1
1,24,21,4,7,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",550.282022,0.550282022,1
1,24,21,4,8,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",900.597443,0.900597443,1
1,24,21,4,9,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",516.915565,0.516915565,1
1,24,21,4,10,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",633.642892,0.633642892,1
1,24,21,4,11,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",767.095295,0.767095295,1
1,24,21,4,12,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",700.449632,0.700449632,1
1,24,21,4,13,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",533.569578,0.533569578,1
1,24,21,4,14,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",533.74921,0.53374921,0
1,24,21,4,15,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",800.275804,0.800275804,1
1,24,21,4,16,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",1100.36862,1.10036862,1
1,24,21,4,17,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",650.24953,0.65024953,1
1,24,21,4,18,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",583.832452,0.583832452,1
1,24,21,4,19,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",750.2427,0.7502427,1
1,24,21,4,20,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",683.582429,0.683582429,1
1,24,21,4,21,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",650.456007,0.650456007,1
1,24,21,4,22,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",650.418502,0.650418502,1
1,24,21,4,23,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",483.73861,0.48373861,0
1,24,21,4,24,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",516.942411,0.516942411,1
1,24,21,4,25,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",566.944326,0.566944326,1
1,24,21,4,26,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",683.696919,0.683696919,1
1,24,21,4,27,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",666.930389,0.666930389,1
1,24,21,4,28,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",500.267473,0.500267473,1
1,24,21,4,29,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",600.270118,0.600270118,1
1,24,21,4,30,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",583.605445,0.583605445,1
1,24,21,4,31,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",650.386524,0.650386524,1
1,24,21,4,32,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",450.269507,0.450269507,1
1,24,21,4,33,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",633.588805,0.633588805,0
1,24,21,4,34,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",583.737307,0.583737307,1
1,24,21,4,35,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",633.573803,0.633573803,1
1,24,21,4,36,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",583.636634,0.583636634,1
1,24,21,4,37,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",500.279317,0.500279317,0
1,24,21,4,38,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","None",NA,NA,3
1,24,21,4,39,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",683.579271,0.683579271,1
1,24,21,4,40,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",1164.756058,1.164756058,1
1,24,21,4,41,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",567.299641,0.567299641,0
1,24,21,4,42,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",1066.903859,1.066903859,1
1,24,21,4,43,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",433.594174,0.433594174,0
1,24,21,4,44,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",633.801994,0.633801994,0
1,24,21,4,45,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",567.077766,0.567077766,1
1,24,21,4,46,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",483.570032,0.483570032,1
1,24,21,4,47,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",650.386129,0.650386129,0
1,24,21,4,48,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",500.28366,0.50028366,1
1,24,21,4,49,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",800.189738,0.800189738,1
1,24,21,4,50,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",600.270118,0.600270118,1
1,24,21,4,51,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",733.594214,0.733594214,1
1,24,21,4,52,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",633.611308,0.633611308,1
1,24,21,4,53,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",966.936351,0.966936351,1
1,24,21,4,54,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",1483.667942,1.483667942,1
1,24,21,4,55,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",716.93033,0.71693033,1
1,24,21,4,56,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",600.39211,0.60039211,1
1,24,21,4,57,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",783.600471,0.783600471,1
1,24,21,4,58,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",633.586041,0.633586041,1
1,24,21,4,59,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",883.699841,0.883699841,1
1,24,21,4,60,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",733.581185,0.733581185,1
1,24,21,4,61,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","None",NA,NA,3
1,24,21,4,62,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",500.344458,0.500344458,1
1,24,21,4,63,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",600.26775,0.60026775,0
1,24,21,4,64,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",700.274343,0.700274343,1
1,24,21,4,65,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",683.603353,0.683603353,1
1,24,21,4,66,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",718.562411,0.718562411,1
1,24,21,4,67,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",733.597767,0.733597767,1
1,24,21,4,68,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",666.892489,0.666892489,1
1,24,21,4,69,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",633.751855,0.633751855,1
1,24,21,4,70,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",1433.560222,1.433560222,1
1,24,21,4,71,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",800.254879,0.800254879,1
1,24,21,4,72,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",550.238989,0.550238989,1
1,24,21,4,73,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",433.757619,0.433757619,1
1,24,21,4,74,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",650.247556,0.650247556,1
1,24,21,4,75,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",617.058757,0.617058757,1
1,24,21,4,76,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",566.9159,0.5669159,1
1,24,21,4,77,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",766.972119,0.766972119,1
1,24,21,4,78,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",650.26848,0.65026848,1
1,24,21,4,79,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",550.261097,0.550261097,1
1,24,21,4,80,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",950.252728,0.950252728,1
1,24,21,5,1,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",833.592121,0.833592121,1
1,24,21,5,2,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",700.285002,0.700285002,1
1,24,21,5,3,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",750.269546,0.750269546,1
1,24,21,5,4,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",800.25409,0.80025409,1
1,24,21,5,5,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",1166.902162,1.166902162,1
1,24,21,5,6,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",816.938897,0.816938897,1
1,24,21,5,7,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",717.037714,0.717037714,0
1,24,21,5,8,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",618.753215,0.618753215,1
1,24,21,5,9,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",650.268875,0.650268875,1
1,24,21,5,10,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",1016.931949,1.016931949,1
1,24,21,5,11,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",483.609117,0.483609117,1
1,24,21,5,12,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",650.237686,0.650237686,1
1,24,21,5,13,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",533.609058,0.533609058,1
1,24,21,5,14,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",516.979916,0.516979916,1
1,24,21,5,15,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",633.748697,0.633748697,1
1,24,21,5,16,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",650.230975,0.650230975,1
1,24,21,5,17,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",716.993892,0.716993892,1
1,24,21,5,18,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",583.599129,0.583599129,1
1,24,21,5,19,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",733.792006,0.733792006,1
1,24,21,5,20,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",583.55807,0.58355807,1
1,24,21,5,21,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",683.598221,0.683598221,1
1,24,21,5,22,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",550.270178,0.550270178,1
1,24,21,5,23,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",716.903879,0.716903879,1
1,24,21,5,24,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",566.939588,0.566939588,1
1,24,21,5,25,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",567.100664,0.567100664,0
1,24,21,5,26,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",766.924349,0.766924349,1
1,24,21,5,27,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",1400.23206,1.40023206,1
1,24,21,5,28,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",716.948096,0.716948096,1
1,24,21,5,29,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",516.969652,0.516969652,1
1,24,21,5,30,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",400.416824,0.400416824,1
1,24,21,5,31,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",550.341241,0.550341241,1
1,24,21,5,32,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",650.409027,0.650409027,0
1,24,21,5,33,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",667.029483,0.667029483,0
1,24,21,5,34,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",483.623724,0.483623724,1
1,24,21,5,35,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",783.602445,0.783602445,1
1,24,21,5,36,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",633.599859,0.633599859,1
1,24,21,5,37,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",633.74317,0.63374317,1
1,24,21,5,38,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",466.925099,0.466925099,1
1,24,21,5,39,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",600.458041,0.600458041,1
1,24,21,5,40,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",766.929876,0.766929876,1
