Shape,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,rt,P1key,P2key,StrangerKey,WeKey,OtherKey,P1Shape,P2Shape,StrangerShape,StrangerTeamShape,corr,PairNumber,P2Age,P1Age
We,7,4,39,3,m,2.592226574,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
Other,8,0,40,4,c,1.332416226,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
P2,8,1,41,1,b,2.492462385,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
Stranger,8,2,42,2,v,2.260600727,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
Stranger,8,3,43,2,v,0.854192501,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
Other,8,4,44,4,c,1.167579629,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
P1,9,0,45,0,n,1.372376146,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
P1,9,1,46,0,n,1.057107032,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
P2,9,2,47,1,b,1.266453162,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
Other,9,3,48,4,c,1.065456148,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
Other,9,4,49,4,c,1.258306971,n,b,v,m,c,TRIANGLE,STAR,PENTAGON,CIRCLE,1,3,26,30
Stranger,0,0,0,2,m,8.405797874,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Other,0,1,1,4,n,4.225608112,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,0,2,2,0,b,6.006495555,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
We,0,3,3,3,c,3.474177475,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Other,0,4,4,4,n,3.683141049,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,1,0,5,1,v,7.129656454,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Stranger,1,1,6,2,m,2.728031163,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Stranger,1,2,7,2,m,2.294749667,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
We,1,3,8,3,c,3.559120682,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,1,4,9,0,b,3.236671045,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,2,0,10,0,b,1.390866744,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,2,1,11,1,v,1.251030907,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Other,2,2,12,4,n,4.284448687,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Stranger,2,3,13,2,m,4.540855117,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,2,4,14,1,v,3.781012988,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
We,3,0,15,3,c,2.233351612,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Other,3,1,16,4,n,5.515471801,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,3,2,17,1,v,3.258270255,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
We,3,3,18,3,c,2.498180195,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Stranger,3,4,19,2,m,2.105707426,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
We,4,0,20,3,c,4.209243088,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,4,1,21,0,b,1.908806406,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Other,4,2,22,4,n,5.17235309,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Other,4,3,23,4,n,3.665380031,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Stranger,4,4,24,2,m,4.234293987,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Other,5,0,25,4,n,1.324503358,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
We,5,1,26,3,c,1.763343957,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Stranger,5,2,27,2,m,1.544133491,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
We,5,3,28,3,c,2.584170002,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,5,4,29,0,b,1.836388056,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Other,6,0,30,4,v,3.726680176,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,0,4,25,21
Other,6,1,31,4,n,4.56551359,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,6,2,32,1,v,2.328610801,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
We,6,3,33,3,c,4.983427709,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,6,4,34,0,b,1.499758583,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Other,7,0,35,4,n,6.091236232,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Stranger,7,1,36,2,m,1.5556078,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
We,7,2,37,3,c,1.921094386,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,7,3,38,1,b,1.535900445,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,0,4,25,21
We,7,4,39,3,c,3.422050776,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,8,0,40,0,b,1.824992706,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Stranger,8,1,41,2,m,1.363824106,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,8,2,42,0,b,2.616520652,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,8,3,43,1,v,1.005301696,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,8,4,44,0,b,1.088728892,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,9,0,45,0,b,0.896789649,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,9,1,46,1,v,1.000901316,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,9,2,47,1,v,1.516345876,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
Stranger,9,3,48,2,m,2.491171407,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P2,9,4,49,1,v,1.475313299,b,v,m,c,n,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,25,21
P1,0,0,0,0,b,5.765174225,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,0,1,1,1,c,2.938092266,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,0,2,2,1,c,2.768285206,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,0,3,3,1,c,2.09311427,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,0,4,4,4,v,4.10105872,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P1,1,0,5,0,b,3.612864854,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P1,1,1,6,0,b,3.177725849,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,1,2,7,4,v,3.350591382,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,1,3,8,1,c,2.252039607,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,1,4,9,2,m,4.669624862,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P1,2,0,10,0,b,2.572606469,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,2,1,11,3,n,3.617451972,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P1,2,2,12,0,b,3.452325991,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,2,3,13,3,n,3.357865867,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,2,4,14,4,v,3.171414663,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,3,0,15,4,v,2.592303954,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,3,1,16,1,c,4.308469962,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,3,2,17,3,n,2.88404805,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,3,3,18,2,m,1.900255156,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,3,4,19,4,v,1.947707882,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,4,0,20,2,m,6.379149241,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,4,1,21,3,n,2.968185481,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P1,4,2,22,0,b,2.317006605,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,4,3,23,4,v,6.411578851,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,4,4,24,4,v,6.789695309,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,5,0,25,4,v,1.746030242,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P1,5,1,26,0,b,6.439553598,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,5,2,27,1,c,1.986027826,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,5,3,28,3,n,5.022095072,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,5,4,29,2,m,3.488981087,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,6,0,30,3,n,2.62519113,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,6,1,31,3,n,2.085921508,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,6,2,32,1,c,2.366024691,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,6,3,33,2,m,1.530929192,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P1,6,4,34,0,b,1.785007124,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,7,0,35,4,v,3.405156728,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,7,1,36,2,m,1.232484643,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,7,2,37,2,m,0.936845505,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,7,3,38,2,m,0.670921762,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,7,4,39,1,c,3.183714093,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,8,0,40,1,c,1.099893682,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,8,1,41,3,n,1.451318081,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P2,8,2,42,1,c,1.996767817,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P1,8,3,43,0,b,1.368212248,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,8,4,44,3,n,2.284973764,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,9,0,45,2,m,0.989176312,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
We,9,1,46,3,b,1.569215974,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,0,5,20,21
Stranger,9,2,47,2,m,8.958094137,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
P1,9,3,48,0,b,1.667872369,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Other,9,4,49,4,v,2.220685419,b,c,m,n,v,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,5,20,21
Stranger,0,0,0,2,b,7.375680971,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,0,1,1,1,c,7.396817877,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,0,2,2,4,v,4.552516559,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,0,3,3,0,n,2.878048752,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,0,4,4,3,m,2.55090856,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,1,0,5,2,b,3.758324144,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,1,1,6,2,b,2.163854348,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,1,2,7,2,b,1.817342377,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,1,3,8,4,v,2.412132747,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,1,4,9,2,b,2.807462644,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,2,0,10,4,v,4.17734961,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,2,1,11,1,c,4.00618801,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,2,2,12,3,m,3.729767075,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,2,3,13,3,m,1.303994176,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,2,4,14,2,b,4.271482844,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,3,0,15,1,c,2.528302229,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,3,1,16,4,v,4.311189702,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,3,2,17,0,n,3.958792529,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,3,3,18,1,c,2.500281291,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,3,4,19,1,c,1.325645893,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,4,0,20,0,n,4.292490652,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,4,1,21,0,n,0.980682702,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,4,2,22,3,m,4.073526538,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,4,3,23,0,n,3.266132589,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,4,4,24,4,v,2.809373844,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,5,0,25,4,v,1.108850386,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,5,1,26,4,v,1.300354565,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,5,2,27,2,b,3.707759253,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,5,3,28,0,n,2.67530793,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,5,4,29,4,v,2.660139133,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,6,0,30,2,b,1.95757972,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,6,1,31,1,c,2.739028956,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,6,2,32,0,n,1.953272117,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,6,3,33,3,m,2.65461122,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,6,4,34,0,n,3.088263429,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,7,0,35,3,m,2.288374919,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,7,1,36,1,c,2.914457495,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,7,2,37,0,n,6.777415225,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,7,3,38,1,c,2.534366669,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,7,4,39,3,m,2.668294405,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,8,0,40,4,v,2.395442413,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,8,1,41,1,c,3.015596359,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P2,8,2,42,1,c,1.338423814,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
P1,8,3,43,0,n,1.840514054,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,8,4,44,3,m,3.202672522,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,9,0,45,2,b,2.174224021,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,9,1,46,3,m,3.187127882,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Other,9,2,47,4,v,2.97529573,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
We,9,3,48,3,m,2.148051512,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,9,4,49,2,b,1.769520913,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,0,0,0,2,b,21.32730087,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,0,1,1,2,b,5.446469214,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,0,2,2,3,n,7.848209784,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,0,3,3,1,c,6.3799791,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,0,4,4,1,c,2.457023257,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,1,0,5,3,n,2.85067804,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,1,1,6,2,b,2.427678967,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,1,2,7,2,b,2.020953721,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,1,3,8,4,v,6.559886584,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,1,4,9,0,m,4.613706556,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,2,0,10,2,b,1.896608833,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,2,1,11,1,c,2.392074815,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,2,2,12,0,m,5.492302493,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,2,3,13,4,v,4.660609334,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,2,4,14,4,v,1.190292949,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,3,0,15,2,b,2.178381603,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,3,1,16,1,c,1.737089724,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,3,2,17,1,c,0.975217956,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,3,3,18,2,b,1.875958314,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,3,4,19,3,n,2.13278599,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,4,0,20,1,c,1.578918839,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,4,1,21,1,c,0.98375223,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,4,2,22,4,b,2.731610371,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,0,7,29,27
We,4,3,23,3,n,21.44817788,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,4,4,24,4,v,5.082844873,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,5,0,25,3,n,3.147177831,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,5,1,26,0,m,2.568662472,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,5,2,27,3,n,2.751437348,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,5,3,28,4,v,5.789063243,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,5,4,29,4,v,1.537279463,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,6,0,30,3,n,2.33519479,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,6,1,31,1,c,1.803712885,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,6,2,32,0,m,1.503201192,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,6,3,33,0,m,1.454645409,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,6,4,34,3,n,2.848018704,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,7,0,35,1,c,3.449709293,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,7,1,36,4,v,8.05932104,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,7,2,37,0,m,5.221102322,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,7,3,38,3,n,2.320035073,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,7,4,39,4,v,2.478871977,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,8,0,40,1,c,1.623748156,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,8,1,41,2,b,2.899820487,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,8,2,42,2,b,1.659307696,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,8,3,43,0,m,1.780770584,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,8,4,44,4,v,2.697671857,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,9,0,45,3,n,1.86508962,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,9,1,46,0,m,1.753617798,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,9,2,47,0,m,0.909433735,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,9,3,48,0,m,0.772879036,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,9,4,49,2,b,3.041611741,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,0,0,0,1,b,11.39460742,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,0,1,1,1,m,11.49661325,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,0,8,25,23
We,0,2,2,3,m,5.256448673,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,0,3,3,0,c,3.968470523,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,0,4,4,1,b,3.533427058,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,1,0,5,1,b,2.891708643,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
