"Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
2,20,"right","f","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
2,20,"right","f","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",724,0.724,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",1122,1.122,1
2,20,"right","f","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",919,0.919,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",921,0.921,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1051,1.051,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1141,1.141,1
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",978,0.978,0
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1251,1.251,0
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1201,1.201,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1335,1.335,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",852,0.852,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1300,1.3,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1092,1.092,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",725,0.725,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1142,1.142,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1122,1.122,1
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",968,0.968,0
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1318,1.318,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",735,0.735,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",925,0.925,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1018,1.018,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",850,0.85,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",837,0.837,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",724,0.724,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",951,0.951,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",749,0.749,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",819,0.819,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1256,1.256,0
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",785,0.785,0
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1256,1.256,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",956,0.956,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",858,0.858,1
2,20,"right","f","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",652,0.652,0
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1191,1.191,1
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1104,1.104,0
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",701,0.701,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",759,0.759,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",971,0.971,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",775,0.775,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",952,0.952,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",639,0.639,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",622,0.622,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",894,0.894,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",665,0.665,1
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1002,1.002,0
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1256,1.256,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",1250,1.25,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",551,0.551,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1118,1.118,0
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",585,0.585,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",475,0.475,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",617,0.617,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1068,1.068,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1101,1.101,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1010,1.01,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1077,1.077,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",984,0.984,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",1237,1.237,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1041,1.041,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",868,0.868,1
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",755,0.755,0
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1185,1.185,1
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1372,1.372,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",806,0.806,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",967,0.967,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",956,0.956,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",718,0.718,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",619,0.619,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",835,0.835,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1013,1.013,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1071,1.071,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",977,0.977,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",833,0.833,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",1035,1.035,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",594,0.594,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",904,0.904,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1341,1.341,1
2,20,"right","f","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",891,0.891,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1354,1.354,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1268,1.268,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1144,1.144,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",666,0.666,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",750,0.75,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",825,0.825,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",887,0.887,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1000,1,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",899,0.899,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1127,1.127,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1038,1.038,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1005,1.005,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",802,0.802,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",773,0.773,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",757,0.757,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",936,0.936,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1000,1,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1018,1.018,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",905,0.905,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",905,0.905,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",620,0.62,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1085,1.085,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",923,0.923,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",757,0.757,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",851,0.851,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1174,1.174,1
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1320,1.32,0
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",693,0.693,0
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1238,1.238,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1337,1.337,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",652,0.652,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",686,0.686,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1084,1.084,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",621,0.621,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",985,0.985,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",634,0.634,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",737,0.737,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",969,0.969,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",676,0.676,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",750,0.75,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",655,0.655,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",804,0.804,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1242,1.242,0
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",934,0.934,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1240,1.24,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",901,0.901,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",758,0.758,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1148,1.148,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",988,0.988,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",708,0.708,1
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",683,0.683,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",959,0.959,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",819,0.819,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",918,0.918,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",1402,1.402,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",722,0.722,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",710,0.71,1
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1306,1.306,0
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",783,0.783,0
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",817,0.817,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",822,0.822,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",870,0.87,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",940,0.94,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1067,1.067,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",585,0.585,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",801,0.801,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1118,1.118,0
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",638,0.638,0
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",661,0.661,0
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",752,0.752,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",869,0.869,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",821,0.821,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1088,1.088,0
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",855,0.855,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",944,0.944,0
2,20,"right","f","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",636,0.636,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",954,0.954,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",571,0.571,1
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",601,0.601,0
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1102,1.102,1
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",816,0.816,0
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",770,0.77,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",542,0.542,1
2,20,"right","f","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",818,0.818,0
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",823,0.823,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",509,0.509,1
3,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1345,1.345,1
3,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",923,0.923,1
3,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",649,0.649,1
3,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",835,0.835,1
3,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",786,0.786,1
3,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1030,1.03,1
3,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",743,0.743,1
3,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",692,0.692,1
3,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1092,1.092,1
3,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",998,0.998,0
3,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1359,1.359,1
3,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1213,1.213,1
3,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",960,0.96,1
3,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",760,0.76,0
3,21,"right","f","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
3,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",968,0.968,1
3,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",899,0.899,1
3,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",887,0.887,1
3,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",792,0.792,0
