"Subject","Gender","Age","Handedness","First_Lanugage","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1116,1.116,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",968,0.968,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",651,0.651,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",778,0.778,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1219,1.219,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1131,1.131,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",871,0.871,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1069,1.069,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1660,1.66,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1041,1.041,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",992,0.992,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",753,0.753,1
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",892,0.892,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1072,1.072,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",639,0.639,1
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",830,0.83,0
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",941,0.941,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1248,1.248,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",855,0.855,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",990,0.99,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",927,0.927,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1011,1.011,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1171,1.171,0
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",708,0.708,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",880,0.88,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",901,0.901,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",970,0.97,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",844,0.844,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1139,1.139,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1038,1.038,1
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1838,1.838,1
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1436,1.436,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1307,1.307,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",687,0.687,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",2029,2.029,1
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",739,0.739,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1167,1.167,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",729,0.729,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",805,0.805,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1070,1.07,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",908,0.908,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1008,1.008,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1296,1.296,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1461,1.461,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1265,1.265,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1415,1.415,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1431,1.431,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",822,0.822,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1086,1.086,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1179,1.179,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",949,0.949,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1032,1.032,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",791,0.791,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1136,1.136,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1819,1.819,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",955,0.955,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1549,1.549,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",744,0.744,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",931,0.931,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1238,1.238,1
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1069,1.069,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",843,0.843,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",785,0.785,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1067,1.067,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",889,0.889,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",975,0.975,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",720,0.72,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",877,0.877,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",786,0.786,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1196,1.196,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",868,0.868,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",763,0.763,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",709,0.709,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",961,0.961,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",819,0.819,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",812,0.812,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1396,1.396,0
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1020,1.02,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1132,1.132,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1255,1.255,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",782,0.782,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",791,0.791,1
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",816,0.816,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",760,0.76,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1810,1.81,1
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",897,0.897,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",822,0.822,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",911,0.911,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",979,0.979,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",932,0.932,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1096,1.096,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1172,1.172,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",926,0.926,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",994,0.994,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1395,1.395,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1523,1.523,1
1,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",943,0.943,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",882,0.882,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",3399,3.399,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1126,1.126,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",849,0.849,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1015,1.015,1
1,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",807,0.807,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",959,0.959,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1521,1.521,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",829,0.829,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",949,0.949,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",999,0.999,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",776,0.776,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",818,0.818,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",714,0.714,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1526,1.526,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",609,0.609,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",722,0.722,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",750,0.75,1
1,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",825,0.825,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",753,0.753,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1436,1.436,1
1,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",763,0.763,1
1,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",949,0.949,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",744,0.744,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",786,0.786,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",748,0.748,1
1,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1015,1.015,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",679,0.679,1
1,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",853,0.853,1
1,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1020,1.02,1
1,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",748,0.748,1
3,"male",26,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",2318,2.318,1
3,"male",26,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",2009,2.009,1
3,"male",26,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1408,1.408,1
3,"male",26,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",2608,2.608,1
3,"male",26,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1439,1.439,1
3,"male",26,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1901,1.901,1
3,"male",26,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1881,1.881,1
3,"male",26,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1126,1.126,1
3,"male",26,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",3345,3.345,1
3,"male",26,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1089,1.089,1
3,"male",26,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1119,1.119,1
3,"male",26,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",3291,3.291,1
3,"male",26,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",3774,3.774,1
3,"male",26,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1949,1.949,1
3,"male",26,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1063,1.063,1
3,"male",26,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",2901,2.901,1
3,"male",26,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1304,1.304,1
3,"male",26,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",733,0.733,1
3,"male",26,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",968,0.968,1
3,"male",26,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1274,1.274,1
