"Subject","Stim","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
1,1,"Matching","Friend","Friend","Close",1,845,0.845,1
1,0,"Nonmatching","Friend","Friend","Close",0,735,0.735,1
1,0,"Nonmatching","Self","Self","Self",1,637,0.637,0
1,0,"Nonmatching","Friend","Friend","Close",0,587,0.587,1
1,1,"Matching","Stranger","Stranger","Stranger",0,647,0.647,0
1,0,"Nonmatching","Self","Self","Self",0,713,0.713,1
1,1,"Matching","Stranger","Stranger","Stranger",1,870,0.87,1
1,0,"Nonmatching","Self","Self","Self",0,772,0.772,1
1,1,"Matching","Stranger","Stranger","Stranger",0,821,0.821,0
1,0,"Nonmatching","Friend","Friend","Close",0,780,0.78,1
1,1,"Matching","Self","Self","Self",1,967,0.967,1
1,1,"Matching","Friend","Friend","Close",1,756,0.756,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,569,0.569,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,709,0.709,1
1,0,"Nonmatching","Friend","Friend","Close",1,802,0.802,0
1,1,"Matching","Friend","Friend","Close",1,988,0.988,1
1,1,"Matching","Self","Self","Self",1,940,0.94,1
1,1,"Matching","Friend","Friend","Close",1,978,0.978,1
1,1,"Matching","Self","Self","Self",1,963,0.963,1
1,0,"Nonmatching","Friend","Friend","Close",0,772,0.772,1
1,1,"Matching","Friend","Friend","Close",0,1062,1.062,0
1,0,"Nonmatching","Self","Self","Self",0,1033,1.033,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,1008,1.008,1
1,1,"Matching","Stranger","Stranger","Stranger",1,660,0.66,1
1,0,"Nonmatching","Friend","Friend","Close",0,843,0.843,1
1,0,"Nonmatching","Self","Self","Self",1,668,0.668,0
1,1,"Matching","Self","Self","Self",0,575,0.575,0
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,827,0.827,1
1,1,"Matching","Friend","Friend","Close",1,815,0.815,1
1,0,"Nonmatching","Self","Self","Self",0,809,0.809,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,727,0.727,1
1,1,"Matching","Self","Self","Self",1,551,0.551,1
1,1,"Matching","Stranger","Stranger","Stranger",0,741,0.741,0
1,0,"Nonmatching","Friend","Friend","Close",0,995,0.995,1
1,1,"Matching","Stranger","Stranger","Stranger",1,906,0.906,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,748,0.748,1
1,0,"Nonmatching","Friend","Friend","Close",1,873,0.873,0
1,1,"Matching","Self","Self","Self",1,652,0.652,1
1,1,"Matching","Friend","Friend","Close",0,506,0.506,0
1,1,"Matching","Stranger","Stranger","Stranger",1,497,0.497,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",1,672,0.672,0
1,0,"Nonmatching","Friend","Friend","Close",0,723,0.723,1
1,1,"Matching","Stranger","Stranger","Stranger",0,703,0.703,0
1,1,"Matching","Friend","Friend","Close",0,446,0.446,0
1,0,"Nonmatching","Stranger","Stranger","Stranger",1,459,0.459,0
1,0,"Nonmatching","Self","Self","Self",0,597,0.597,1
1,1,"Matching","Friend","Friend","Close",0,787,0.787,0
1,0,"Nonmatching","Friend","Friend","Close",1,433,0.433,0
1,0,"Nonmatching","Self","Self","Self",1,727,0.727,0
1,1,"Matching","Self","Self","Self",1,752,0.752,1
1,1,"Matching","Friend","Friend","Close",0,774,0.774,0
1,0,"Nonmatching","Self","Self","Self",0,1068,1.068,1
1,1,"Matching","Friend","Friend","Close",1,828,0.828,1
1,1,"Matching","Stranger","Stranger","Stranger",1,749,0.749,1
1,0,"Nonmatching","Friend","Friend","Close",0,713,0.713,1
1,1,"Matching","Stranger","Stranger","Stranger",1,669,0.669,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,816,0.816,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",1,729,0.729,0
1,0,"Nonmatching","Friend","Friend","Close",0,1021,1.021,1
1,0,"Nonmatching","Self","Self","Self",0,687,0.687,1
1,0,"Nonmatching","Self","Self","Self",0,887,0.887,1
1,1,"Matching","Stranger","Stranger","Stranger",1,670,0.67,1
1,0,"Nonmatching","Self","Self","Self",0,602,0.602,1
1,1,"Matching","Stranger","Stranger","Stranger",1,885,0.885,1
1,1,"Matching","Friend","Friend","Close",0,663,0.663,0
1,0,"Nonmatching","Friend","Friend","Close",0,919,0.919,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,992,0.992,1
1,1,"Matching","Self","Self","Self",1,572,0.572,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,654,0.654,1
1,1,"Matching","Self","Self","Self",0,681,0.681,0
1,0,"Nonmatching","Friend","Friend","Close",1,765,0.765,0
1,1,"Matching","Friend","Friend","Close",1,1085,1.085,1
1,0,"Nonmatching","Self","Self","Self",0,651,0.651,1
1,1,"Matching","Stranger","Stranger","Stranger",1,769,0.769,1
1,1,"Matching","Friend","Friend","Close",1,666,0.666,1
1,0,"Nonmatching","Friend","Friend","Close",0,590,0.59,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,555,0.555,1
1,1,"Matching","Friend","Friend","Close",0,611,0.611,0
1,1,"Matching","Self","Self","Self",1,576,0.576,1
1,0,"Nonmatching","Friend","Friend","Close",0,773,0.773,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,822,0.822,1
1,0,"Nonmatching","Self","Self","Self",1,1010,1.01,0
1,1,"Matching","Self","Self","Self",1,846,0.846,1
1,0,"Nonmatching","Self","Self","Self",0,665,0.665,1
1,0,"Nonmatching","Friend","Friend","Close",0,905,0.905,1
1,1,"Matching","Self","Self","Self",0,700,0.7,0
1,1,"Matching","Stranger","Stranger","Stranger",1,727,0.727,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,821,0.821,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,829,0.829,1
1,0,"Nonmatching","Self","Self","Self",0,1071,1.071,1
1,1,"Matching","Friend","Friend","Close",1,436,0.436,1
1,0,"Nonmatching","Friend","Friend","Close",0,644,0.644,1
1,1,"Matching","Friend","Friend","Close",1,608,0.608,1
1,1,"Matching","Stranger","Stranger","Stranger",1,1012,1.012,1
1,1,"Matching","Self","Self","Self",1,907,0.907,1
1,0,"Nonmatching","Friend","Friend","Close",0,908,0.908,1
1,0,"Nonmatching","Self","Self","Self",0,731,0.731,1
1,1,"Matching","Friend","Friend","Close",1,825,0.825,1
1,1,"Matching","Friend","Friend","Close",1,669,0.669,1
1,1,"Matching","Self","Self","Self",1,889,0.889,1
1,1,"Matching","Self","Self","Self",1,810,0.81,1
1,1,"Matching","Stranger","Stranger","Stranger",1,801,0.801,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,850,0.85,1
1,0,"Nonmatching","Friend","Friend","Close",0,796,0.796,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,754,0.754,1
1,0,"Nonmatching","Self","Self","Self",0,740,0.74,1
1,1,"Matching","Stranger","Stranger","Stranger",1,934,0.934,1
1,1,"Matching","Stranger","Stranger","Stranger",0,678,0.678,0
1,0,"Nonmatching","Self","Self","Self",0,784,0.784,1
1,1,"Matching","Stranger","Stranger","Stranger",1,736,0.736,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,732,0.732,1
1,1,"Matching","Self","Self","Self",1,949,0.949,1
1,1,"Matching","Friend","Friend","Close",0,1002,1.002,0
1,0,"Nonmatching","Self","Self","Self",1,653,0.653,0
1,0,"Nonmatching","Friend","Friend","Close",0,794,0.794,1
1,1,"Matching","Friend","Friend","Close",0,598,0.598,0
1,0,"Nonmatching","Friend","Friend","Close",0,898,0.898,1
1,1,"Matching","Self","Self","Self",1,807,0.807,1
1,0,"Nonmatching","Friend","Friend","Close",0,900,0.9,1
1,1,"Matching","Stranger","Stranger","Stranger",1,1003,1.003,1
1,0,"Nonmatching","Self","Self","Self",0,1002,1.002,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,953,0.953,1
1,1,"Matching","Friend","Friend","Close",1,1055,1.055,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,633,0.633,1
1,1,"Matching","Friend","Friend","Close",1,824,0.824,1
1,1,"Matching","Stranger","Stranger","Stranger",0,648,0.648,0
1,0,"Nonmatching","Self","Self","Self",1,869,0.869,0
1,1,"Matching","Self","Self","Self",1,681,0.681,1
1,0,"Nonmatching","Friend","Friend","Close",0,645,0.645,1
1,1,"Matching","Self","Self","Self",1,630,0.63,1
1,1,"Matching","Stranger","Stranger","Stranger",0,569,0.569,0
1,1,"Matching","Friend","Friend","Close",1,708,0.708,1
1,1,"Matching","Self","Self","Self",1,502,0.502,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,658,0.658,1
1,0,"Nonmatching","Self","Self","Self",1,1042,1.042,0
1,0,"Nonmatching","Self","Self","Self",0,944,0.944,1
1,0,"Nonmatching","Friend","Friend","Close",0,986,0.986,1
1,1,"Matching","Stranger","Stranger","Stranger",1,876,0.876,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,675,0.675,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,867,0.867,1
1,0,"Nonmatching","Self","Self","Self",0,957,0.957,1
1,0,"Nonmatching","Friend","Friend","Close",0,997,0.997,1
1,0,"Nonmatching","Self","Self","Self",0,952,0.952,1
1,1,"Matching","Friend","Friend","Close",1,1021,1.021,1
1,1,"Matching","Self","Self","Self",1,821,0.821,1
1,1,"Matching","Stranger","Stranger","Stranger",0,936,0.936,0
1,1,"Matching","Stranger","Stranger","Stranger",1,642,0.642,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,706,0.706,1
1,1,"Matching","Self","Self","Self",1,683,0.683,1
1,1,"Matching","Friend","Friend","Close",1,816,0.816,1
1,0,"Nonmatching","Friend","Friend","Close",0,808,0.808,1
1,0,"Nonmatching","Self","Self","Self",0,1071,1.071,1
1,1,"Matching","Stranger","Stranger","Stranger",1,804,0.804,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,718,0.718,1
1,1,"Matching","Self","Self","Self",1,889,0.889,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,758,0.758,1
1,1,"Matching","Friend","Friend","Close",0,790,0.79,0
1,1,"Matching","Self","Self","Self",1,649,0.649,1
1,1,"Matching","Friend","Friend","Close",1,710,0.71,1
1,0,"Nonmatching","Friend","Friend","Close",1,655,0.655,0
1,1,"Matching","Stranger","Stranger","Stranger",0,562,0.562,0
1,0,"Nonmatching","Self","Self","Self",1,496,0.496,0
1,1,"Matching","Stranger","Stranger","Stranger",1,805,0.805,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,591,0.591,1
1,0,"Nonmatching","Friend","Friend","Close",1,632,0.632,0
1,0,"Nonmatching","Self","Self","Self",0,728,0.728,1
1,1,"Matching","Self","Self","Self",1,652,0.652,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,855,0.855,1
1,1,"Matching","Self","Self","Self",0,959,0.959,0
1,0,"Nonmatching","Self","Self","Self",0,647,0.647,1
1,1,"Matching","Friend","Friend","Close",1,792,0.792,1
1,1,"Matching","Friend","Friend","Close",0,763,0.763,0
1,0,"Nonmatching","Friend","Friend","Close",0,609,0.609,1
1,1,"Matching","Stranger","Stranger","Stranger",1,862,0.862,1
1,1,"Matching","Friend","Friend","Close",0,944,0.944,0
1,0,"Nonmatching","Friend","Friend","Close",0,964,0.964,1
1,1,"Matching","Friend","Friend","Close",1,865,0.865,1
1,0,"Nonmatching","Self","Self","Self",1,1037,1.037,0
1,1,"Matching","Self","Self","Self",1,812,0.812,1
1,1,"Matching","Stranger","Stranger","Stranger",0,630,0.63,0
1,0,"Nonmatching","Self","Self","Self",0,888,0.888,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,874,0.874,1
1,1,"Matching","Self","Self","Self",1,884,0.884,1
1,1,"Matching","Stranger","Stranger","Stranger",1,861,0.861,1
1,0,"Nonmatching","Friend","Friend","Close",0,728,0.728,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",1,654,0.654,0
1,1,"Matching","Friend","Friend","Close",1,831,0.831,1
1,1,"Matching","Self","Self","Self",0,1057,1.057,0
1,0,"Nonmatching","Self","Self","Self",1,968,0.968,0
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,1018,1.018,1
1,1,"Matching","Friend","Friend","Close",0,767,0.767,0
1,1,"Matching","Stranger","Stranger","Stranger",1,949,0.949,1
1,0,"Nonmatching","Self","Self","Self",0,756,0.756,1
1,1,"Matching","Stranger","Stranger","Stranger",0,641,0.641,0
1,0,"Nonmatching","Friend","Friend","Close",0,1084,1.084,1
1,1,"Matching","Self","Self","Self",1,924,0.924,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,833,0.833,1
1,0,"Nonmatching","Self","Self","Self",1,622,0.622,0
1,1,"Matching","Self","Self","Self",0,578,0.578,0
1,1,"Matching","Stranger","Stranger","Stranger",1,1079,1.079,1
1,1,"Matching","Friend","Friend","Close",0,810,0.81,0
1,1,"Matching","Friend","Friend","Close",1,690,0.69,1
1,0,"Nonmatching","Friend","Friend","Close",0,990,0.99,1
1,0,"Nonmatching","Self","Self","Self",0,921,0.921,1
1,1,"Matching","Stranger","Stranger","Stranger",1,765,0.765,1
1,0,"Nonmatching","Self","Self","Self",0,885,0.885,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,776,0.776,1
1,1,"Matching","Self","Self","Self",1,639,0.639,1
1,0,"Nonmatching","Friend","Friend","Close",0,1031,1.031,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,673,0.673,1
1,1,"Matching","Stranger","Stranger","Stranger",1,944,0.944,1
1,0,"Nonmatching","Friend","Friend","Close",0,585,0.585,1
1,1,"Matching","Friend","Friend","Close",1,438,0.438,1
1,1,"Matching","Self","Self","Self",1,756,0.756,1
1,1,"Matching","Friend","Friend","Close",1,805,0.805,1
1,0,"Nonmatching","Friend","Friend","Close",0,550,0.55,1
1,1,"Matching","Friend","Friend","Close",1,637,0.637,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,616,0.616,1
1,1,"Matching","Stranger","Stranger","Stranger",0,347,0.347,0
1,1,"Matching","Self","Self","Self",1,621,0.621,1
1,0,"Nonmatching","Self","Self","Self",0,694,0.694,1
1,1,"Matching","Friend","Friend","Close",1,828,0.828,1
1,0,"Nonmatching","Friend","Friend","Close",0,673,0.673,1
1,0,"Nonmatching","Self","Self","Self",1,476,0.476,0
1,1,"Matching","Self","Self","Self",0,426,0.426,0
1,1,"Matching","Stranger","Stranger","Stranger",1,592,0.592,1
1,0,"Nonmatching","Stranger","Stranger","Stranger",0,704,0.704,1
2,0,"Nonmatching","Friend","Friend","Close",0,737,0.737,1
2,0,"Nonmatching","Self","Self","Self",1,677,0.677,0
2,1,"Matching","Stranger","Stranger","Stranger",0,797,0.797,0
2,1,"Matching","Stranger","Stranger","Stranger",1,704,0.704,1
2,1,"Matching","Friend","Friend","Close",0,514,0.514,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,715,0.715,1
2,1,"Matching","Friend","Friend","Close",1,907,0.907,1
2,1,"Matching","Self","Self","Self",1,589,0.589,1
2,0,"Nonmatching","Friend","Friend","Close",0,440,0.44,1
2,1,"Matching","Self","Self","Self",1,450,0.45,1
2,0,"Nonmatching","Self","Self","Self",0,540,0.54,1
2,0,"Nonmatching","Friend","Friend","Close",1,695,0.695,0
2,1,"Matching","Self","Self","Self",1,499,0.499,1
2,0,"Nonmatching","Self","Self","Self",1,394,0.394,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,577,0.577,1
2,1,"Matching","Friend","Friend","Close",0,563,0.563,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,513,0.513,0
2,1,"Matching","Stranger","Stranger","Stranger",1,493,0.493,1
2,0,"Nonmatching","Friend","Friend","Close",0,628,0.628,1
2,1,"Matching","Friend","Friend","Close",0,616,0.616,0
2,0,"Nonmatching","Self","Self","Self",1,474,0.474,0
2,1,"Matching","Self","Self","Self",1,495,0.495,1
2,1,"Matching","Stranger","Stranger","Stranger",0,475,0.475,0
2,1,"Matching","Stranger","Stranger","Stranger",1,432,0.432,1
2,0,"Nonmatching","Friend","Friend","Close",1,633,0.633,0
2,1,"Matching","Friend","Friend","Close",0,513,0.513,0
2,0,"Nonmatching","Self","Self","Self",1,472,0.472,0
2,1,"Matching","Friend","Friend","Close",1,824,0.824,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,666,0.666,1
2,1,"Matching","Self","Self","Self",1,502,0.502,1
2,0,"Nonmatching","Friend","Friend","Close",0,589,0.589,1
2,1,"Matching","Self","Self","Self",1,473,0.473,1
2,1,"Matching","Stranger","Stranger","Stranger",0,396,0.396,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,465,0.465,0
2,1,"Matching","Friend","Friend","Close",1,575,0.575,1
2,1,"Matching","Self","Self","Self",1,553,0.553,1
2,0,"Nonmatching","Friend","Friend","Close",1,454,0.454,0
2,1,"Matching","Friend","Friend","Close",0,676,0.676,0
2,0,"Nonmatching","Friend","Friend","Close",1,504,0.504,0
2,1,"Matching","Self","Self","Self",1,571,0.571,1
2,1,"Matching","Stranger","Stranger","Stranger",0,708,0.708,0
2,0,"Nonmatching","Self","Self","Self",1,545,0.545,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,838,0.838,1
2,0,"Nonmatching","Self","Self","Self",0,821,0.821,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,755,0.755,0
2,1,"Matching","Stranger","Stranger","Stranger",1,667,0.667,1
2,1,"Matching","Stranger","Stranger","Stranger",1,483,0.483,1
2,1,"Matching","Friend","Friend","Close",1,901,0.901,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,932,0.932,1
2,1,"Matching","Friend","Friend","Close",0,732,0.732,0
2,0,"Nonmatching","Self","Self","Self",1,799,0.799,0
2,0,"Nonmatching","Friend","Friend","Close",1,652,0.652,0
2,1,"Matching","Stranger","Stranger","Stranger",0,460,0.46,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,489,0.489,0
2,0,"Nonmatching","Self","Self","Self",0,758,0.758,1
2,1,"Matching","Self","Self","Self",1,553,0.553,1
2,1,"Matching","Self","Self","Self",1,450,0.45,1
2,0,"Nonmatching","Friend","Friend","Close",0,736,0.736,1
2,0,"Nonmatching","Self","Self","Self",0,873,0.873,1
2,1,"Matching","Friend","Friend","Close",1,752,0.752,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,759,0.759,1
2,0,"Nonmatching","Friend","Friend","Close",1,793,0.793,0
2,1,"Matching","Friend","Friend","Close",1,813,0.813,1
2,0,"Nonmatching","Friend","Friend","Close",0,647,0.647,1
2,1,"Matching","Stranger","Stranger","Stranger",1,684,0.684,1
2,0,"Nonmatching","Self","Self","Self",1,541,0.541,0
2,1,"Matching","Self","Self","Self",1,523,0.523,1
2,1,"Matching","Self","Self","Self",1,314,0.314,1
2,1,"Matching","Stranger","Stranger","Stranger",0,455,0.455,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,543,0.543,0
2,1,"Matching","Stranger","Stranger","Stranger",1,514,0.514,1
2,1,"Matching","Self","Self","Self",1,465,0.465,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,685,0.685,1
2,1,"Matching","Friend","Friend","Close",1,637,0.637,1
2,1,"Matching","Stranger","Stranger","Stranger",1,750,0.75,1
2,1,"Matching","Friend","Friend","Close",1,650,0.65,1
2,0,"Nonmatching","Friend","Friend","Close",1,769,0.769,0
2,1,"Matching","Self","Self","Self",1,480,0.48,1
2,0,"Nonmatching","Friend","Friend","Close",0,613,0.613,1
2,0,"Nonmatching","Self","Self","Self",1,601,0.601,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,684,0.684,0
2,0,"Nonmatching","Self","Self","Self",1,558,0.558,0
2,0,"Nonmatching","Self","Self","Self",0,671,0.671,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,747,0.747,0
2,1,"Matching","Friend","Friend","Close",0,1045,1.045,0
2,1,"Matching","Self","Self","Self",1,549,0.549,1
2,0,"Nonmatching","Friend","Friend","Close",0,456,0.456,1
2,1,"Matching","Self","Self","Self",1,510,0.51,1
2,0,"Nonmatching","Friend","Friend","Close",1,529,0.529,0
2,0,"Nonmatching","Self","Self","Self",0,397,0.397,1
2,1,"Matching","Stranger","Stranger","Stranger",1,593,0.593,1
2,1,"Matching","Stranger","Stranger","Stranger",0,566,0.566,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,329,0.329,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,403,0.403,1
2,0,"Nonmatching","Self","Self","Self",1,517,0.517,0
2,1,"Matching","Self","Self","Self",1,518,0.518,1
2,1,"Matching","Stranger","Stranger","Stranger",0,574,0.574,0
2,1,"Matching","Self","Self","Self",1,325,0.325,1
2,0,"Nonmatching","Friend","Friend","Close",1,379,0.379,0
2,0,"Nonmatching","Self","Self","Self",0,930,0.93,1
2,0,"Nonmatching","Friend","Friend","Close",1,524,0.524,0
2,1,"Matching","Friend","Friend","Close",1,626,0.626,1
2,1,"Matching","Friend","Friend","Close",1,531,0.531,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,669,0.669,1
2,1,"Matching","Stranger","Stranger","Stranger",1,604,0.604,1
2,0,"Nonmatching","Friend","Friend","Close",0,630,0.63,1
2,1,"Matching","Self","Self","Self",1,399,0.399,1
2,1,"Matching","Friend","Friend","Close",0,510,0.51,0
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,727,0.727,0
2,1,"Matching","Stranger","Stranger","Stranger",1,435,0.435,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,609,0.609,1
2,0,"Nonmatching","Friend","Friend","Close",0,688,0.688,1
2,0,"Nonmatching","Self","Self","Self",1,546,0.546,0
2,1,"Matching","Stranger","Stranger","Stranger",1,660,0.66,1
2,1,"Matching","Self","Self","Self",0,597,0.597,0
2,1,"Matching","Friend","Friend","Close",0,591,0.591,0
2,0,"Nonmatching","Self","Self","Self",0,679,0.679,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",1,761,0.761,0
2,0,"Nonmatching","Friend","Friend","Close",1,519,0.519,0
2,0,"Nonmatching","Self","Self","Self",1,1040,1.04,0
2,1,"Matching","Stranger","Stranger","Stranger",1,612,0.612,1
2,1,"Matching","Friend","Friend","Close",1,584,0.584,1
2,1,"Matching","Friend","Friend","Close",0,450,0.45,0
2,0,"Nonmatching","Self","Self","Self",0,1084,1.084,1
2,0,"Nonmatching","Stranger","Stranger","Stranger",0,696,0.696,1
2,1,"Matching","Self","Self","Self",1,492,0.492,1
2,0,"Nonmatching","Friend","Friend","Close",1,719,0.719,0
2,1,"Matching","Self","Self","Self",1,641,0.641,1
2,1,"Matching","Stranger","Stranger","Stranger",0,438,0.438,0
2,0,"Nonmatching","Self","Self","Self",1,506,0.506,0
2,1,"Matching","Friend","Friend","Close",1,449,0.449,1
