"Subject","Stim","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
11,0,"Nonmatching","Self","Self","Self",0,952,0.952,1
11,1,"Matching","Friend","Friend","Close",0,584,0.584,0
11,1,"Matching","Friend","Friend","Close",1,537,0.537,1
11,1,"Matching","Self","Self","Self",1,387,0.387,1
11,1,"Matching","Self","Self","Self",1,721,0.721,1
11,0,"Nonmatching","Self","Self","Self",0,623,0.623,1
11,1,"Matching","Stranger","Stranger","Stranger",1,620,0.62,1
11,1,"Matching","Stranger","Stranger","Stranger",1,585,0.585,1
11,1,"Matching","Friend","Friend","Close",1,557,0.557,1
11,0,"Nonmatching","Self","Self","Self",0,732,0.732,1
11,0,"Nonmatching","Friend","Friend","Close",1,660,0.66,0
11,0,"Nonmatching","Friend","Friend","Close",0,819,0.819,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,713,0.713,1
11,1,"Matching","Self","Self","Self",1,483,0.483,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,556,0.556,1
11,1,"Matching","Friend","Friend","Close",1,639,0.639,1
11,1,"Matching","Stranger","Stranger","Stranger",1,834,0.834,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,578,0.578,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",1,783,0.783,0
11,0,"Nonmatching","Self","Self","Self",0,818,0.818,1
11,1,"Matching","Stranger","Stranger","Stranger",1,554,0.554,1
11,0,"Nonmatching","Self","Self","Self",0,721,0.721,1
11,1,"Matching","Self","Self","Self",1,403,0.403,1
11,0,"Nonmatching","Friend","Friend","Close",0,700,0.7,1
11,0,"Nonmatching","Friend","Friend","Close",0,676,0.676,1
11,1,"Matching","Self","Self","Self",1,529,0.529,1
11,1,"Matching","Friend","Friend","Close",1,511,0.511,1
11,1,"Matching","Friend","Friend","Close",1,631,0.631,1
11,1,"Matching","Self","Self","Self",1,534,0.534,1
11,0,"Nonmatching","Self","Self","Self",0,852,0.852,1
11,0,"Nonmatching","Self","Self","Self",0,848,0.848,1
11,1,"Matching","Friend","Friend","Close",1,799,0.799,1
11,1,"Matching","Stranger","Stranger","Stranger",1,704,0.704,1
11,1,"Matching","Stranger","Stranger","Stranger",1,799,0.799,1
11,0,"Nonmatching","Friend","Friend","Close",0,798,0.798,1
11,0,"Nonmatching","Friend","Friend","Close",0,950,0.95,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,754,0.754,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,717,0.717,1
11,1,"Matching","Friend","Friend","Close",1,718,0.718,1
11,1,"Matching","Self","Self","Self",1,524,0.524,1
11,0,"Nonmatching","Friend","Friend","Close",0,815,0.815,1
11,0,"Nonmatching","Self","Self","Self",0,799,0.799,1
11,1,"Matching","Stranger","Stranger","Stranger",1,657,0.657,1
11,1,"Matching","Friend","Friend","Close",1,546,0.546,1
11,1,"Matching","Self","Self","Self",1,484,0.484,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,732,0.732,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,691,0.691,1
11,0,"Nonmatching","Friend","Friend","Close",0,770,0.77,1
11,1,"Matching","Stranger","Stranger","Stranger",1,642,0.642,1
11,1,"Matching","Self","Self","Self",1,564,0.564,1
11,1,"Matching","Friend","Friend","Close",1,594,0.594,1
11,0,"Nonmatching","Self","Self","Self",0,780,0.78,1
11,1,"Matching","Self","Self","Self",1,540,0.54,1
11,1,"Matching","Friend","Friend","Close",1,683,0.683,1
11,1,"Matching","Friend","Friend","Close",1,566,0.566,1
11,1,"Matching","Self","Self","Self",1,539,0.539,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,756,0.756,1
11,1,"Matching","Stranger","Stranger","Stranger",1,702,0.702,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,648,0.648,1
11,0,"Nonmatching","Friend","Friend","Close",0,772,0.772,1
11,1,"Matching","Stranger","Stranger","Stranger",1,674,0.674,1
11,0,"Nonmatching","Friend","Friend","Close",0,725,0.725,1
11,0,"Nonmatching","Self","Self","Self",0,632,0.632,1
11,0,"Nonmatching","Self","Self","Self",0,831,0.831,1
11,1,"Matching","Friend","Friend","Close",1,709,0.709,1
11,0,"Nonmatching","Self","Self","Self",0,662,0.662,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,612,0.612,1
11,1,"Matching","Self","Self","Self",1,503,0.503,1
11,0,"Nonmatching","Friend","Friend","Close",0,891,0.891,1
11,1,"Matching","Self","Self","Self",1,668,0.668,1
11,0,"Nonmatching","Self","Self","Self",0,748,0.748,1
11,1,"Matching","Stranger","Stranger","Stranger",1,667,0.667,1
11,1,"Matching","Stranger","Stranger","Stranger",1,541,0.541,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,698,0.698,1
11,1,"Matching","Friend","Friend","Close",1,552,0.552,1
11,0,"Nonmatching","Friend","Friend","Close",0,667,0.667,1
11,1,"Matching","Self","Self","Self",1,571,0.571,1
11,1,"Matching","Stranger","Stranger","Stranger",1,630,0.63,1
11,1,"Matching","Friend","Friend","Close",1,709,0.709,1
11,1,"Matching","Stranger","Stranger","Stranger",1,646,0.646,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,667,0.667,1
11,1,"Matching","Friend","Friend","Close",1,629,0.629,1
11,0,"Nonmatching","Self","Self","Self",0,635,0.635,1
11,0,"Nonmatching","Friend","Friend","Close",0,820,0.82,1
11,1,"Matching","Self","Self","Self",1,547,0.547,1
11,0,"Nonmatching","Self","Self","Self",0,641,0.641,1
11,0,"Nonmatching","Friend","Friend","Close",1,626,0.626,0
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,677,0.677,1
11,0,"Nonmatching","Self","Self","Self",0,658,0.658,1
11,1,"Matching","Self","Self","Self",1,464,0.464,1
11,0,"Nonmatching","Friend","Friend","Close",0,702,0.702,1
11,0,"Nonmatching","Friend","Friend","Close",0,671,0.671,1
11,1,"Matching","Stranger","Stranger","Stranger",1,672,0.672,1
11,1,"Matching","Self","Self","Self",1,609,0.609,1
11,1,"Matching","Stranger","Stranger","Stranger",1,608,0.608,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,591,0.591,1
11,1,"Matching","Friend","Friend","Close",1,413,0.413,1
11,1,"Matching","Friend","Friend","Close",1,716,0.716,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,570,0.57,1
11,0,"Nonmatching","Self","Self","Self",1,486,0.486,0
11,1,"Matching","Stranger","Stranger","Stranger",1,589,0.589,1
11,1,"Matching","Friend","Friend","Close",1,619,0.619,1
11,0,"Nonmatching","Self","Self","Self",0,588,0.588,1
11,1,"Matching","Stranger","Stranger","Stranger",1,688,0.688,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,787,0.787,1
11,0,"Nonmatching","Self","Self","Self",0,939,0.939,1
11,1,"Matching","Friend","Friend","Close",1,569,0.569,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,561,0.561,1
11,0,"Nonmatching","Friend","Friend","Close",0,853,0.853,1
11,1,"Matching","Self","Self","Self",1,595,0.595,1
11,0,"Nonmatching","Friend","Friend","Close",0,592,0.592,1
11,1,"Matching","Self","Self","Self",1,583,0.583,1
11,1,"Matching","Stranger","Stranger","Stranger",1,790,0.79,1
11,1,"Matching","Self","Self","Self",1,546,0.546,1
11,0,"Nonmatching","Friend","Friend","Close",0,612,0.612,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,776,0.776,1
11,1,"Matching","Stranger","Stranger","Stranger",1,806,0.806,1
11,1,"Matching","Self","Self","Self",1,561,0.561,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,857,0.857,1
11,0,"Nonmatching","Self","Self","Self",1,505,0.505,0
11,0,"Nonmatching","Friend","Friend","Close",1,1013,1.013,0
11,0,"Nonmatching","Self","Self","Self",0,794,0.794,1
11,1,"Matching","Friend","Friend","Close",1,671,0.671,1
11,1,"Matching","Friend","Friend","Close",1,722,0.722,1
11,1,"Matching","Friend","Friend","Close",1,479,0.479,1
11,1,"Matching","Self","Self","Self",1,472,0.472,1
11,0,"Nonmatching","Friend","Friend","Close",1,439,0.439,0
11,1,"Matching","Friend","Friend","Close",1,706,0.706,1
11,0,"Nonmatching","Friend","Friend","Close",0,579,0.579,1
11,1,"Matching","Stranger","Stranger","Stranger",1,695,0.695,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",1,652,0.652,0
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,711,0.711,1
11,0,"Nonmatching","Self","Self","Self",0,714,0.714,1
11,0,"Nonmatching","Self","Self","Self",0,590,0.59,1
11,1,"Matching","Stranger","Stranger","Stranger",1,572,0.572,1
11,1,"Matching","Self","Self","Self",1,617,0.617,1
11,0,"Nonmatching","Self","Self","Self",0,639,0.639,1
11,1,"Matching","Friend","Friend","Close",1,750,0.75,1
11,1,"Matching","Self","Self","Self",1,582,0.582,1
11,0,"Nonmatching","Friend","Friend","Close",0,672,0.672,1
11,1,"Matching","Friend","Friend","Close",1,643,0.643,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,635,0.635,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,638,0.638,1
11,0,"Nonmatching","Self","Self","Self",0,637,0.637,1
11,1,"Matching","Self","Self","Self",1,611,0.611,1
11,0,"Nonmatching","Friend","Friend","Close",0,557,0.557,1
11,1,"Matching","Stranger","Stranger","Stranger",1,440,0.44,1
11,1,"Matching","Stranger","Stranger","Stranger",1,614,0.614,1
11,0,"Nonmatching","Friend","Friend","Close",0,674,0.674,1
11,1,"Matching","Stranger","Stranger","Stranger",1,593,0.593,1
11,1,"Matching","Stranger","Stranger","Stranger",1,552,0.552,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,601,0.601,1
11,0,"Nonmatching","Self","Self","Self",0,693,0.693,1
11,0,"Nonmatching","Friend","Friend","Close",0,756,0.756,1
11,1,"Matching","Self","Self","Self",1,505,0.505,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,629,0.629,1
11,1,"Matching","Friend","Friend","Close",1,662,0.662,1
11,0,"Nonmatching","Self","Self","Self",0,581,0.581,1
11,1,"Matching","Friend","Friend","Close",0,690,0.69,0
11,1,"Matching","Self","Self","Self",1,499,0.499,1
11,1,"Matching","Friend","Friend","Close",1,513,0.513,1
11,1,"Matching","Self","Self","Self",1,527,0.527,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,668,0.668,1
11,0,"Nonmatching","Friend","Friend","Close",1,652,0.652,0
11,1,"Matching","Friend","Friend","Close",1,789,0.789,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,689,0.689,1
11,0,"Nonmatching","Self","Self","Self",1,570,0.57,0
11,1,"Matching","Self","Self","Self",1,475,0.475,1
11,1,"Matching","Stranger","Stranger","Stranger",1,768,0.768,1
11,0,"Nonmatching","Self","Self","Self",0,701,0.701,1
11,1,"Matching","Stranger","Stranger","Stranger",1,552,0.552,1
11,0,"Nonmatching","Friend","Friend","Close",0,647,0.647,1
11,1,"Matching","Stranger","Stranger","Stranger",1,530,0.53,1
11,0,"Nonmatching","Self","Self","Self",0,649,0.649,1
11,1,"Matching","Friend","Friend","Close",0,996,0.996,0
11,1,"Matching","Friend","Friend","Close",1,483,0.483,1
11,1,"Matching","Self","Self","Self",1,484,0.484,1
11,1,"Matching","Self","Self","Self",1,514,0.514,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,646,0.646,1
11,0,"Nonmatching","Self","Self","Self",0,923,0.923,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,647,0.647,1
11,0,"Nonmatching","Friend","Friend","Close",1,586,0.586,0
11,0,"Nonmatching","Friend","Friend","Close",0,797,0.797,1
11,1,"Matching","Stranger","Stranger","Stranger",1,838,0.838,1
11,1,"Matching","Stranger","Stranger","Stranger",1,614,0.614,1
11,0,"Nonmatching","Friend","Friend","Close",0,678,0.678,1
11,1,"Matching","Friend","Friend","Close",1,670,0.67,1
11,1,"Matching","Self","Self","Self",1,616,0.616,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,625,0.625,1
11,1,"Matching","Self","Self","Self",1,578,0.578,1
11,0,"Nonmatching","Self","Self","Self",0,664,0.664,1
11,0,"Nonmatching","Self","Self","Self",0,776,0.776,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,614,0.614,1
11,1,"Matching","Stranger","Stranger","Stranger",0,466,0.466,0
11,0,"Nonmatching","Friend","Friend","Close",0,612,0.612,1
11,1,"Matching","Friend","Friend","Close",1,578,0.578,1
11,1,"Matching","Stranger","Stranger","Stranger",1,616,0.616,1
11,0,"Nonmatching","Self","Self","Self",0,628,0.628,1
11,0,"Nonmatching","Friend","Friend","Close",0,654,0.654,1
11,1,"Matching","Friend","Friend","Close",1,567,0.567,1
11,0,"Nonmatching","Self","Self","Self",0,663,0.663,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,647,0.647,1
11,0,"Nonmatching","Friend","Friend","Close",0,748,0.748,1
11,1,"Matching","Self","Self","Self",1,990,0.99,1
11,1,"Matching","Friend","Friend","Close",1,502,0.502,1
11,1,"Matching","Stranger","Stranger","Stranger",1,627,0.627,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,649,0.649,1
11,1,"Matching","Self","Self","Self",1,556,0.556,1
11,1,"Matching","Friend","Friend","Close",1,557,0.557,1
11,0,"Nonmatching","Friend","Friend","Close",1,749,0.749,0
11,1,"Matching","Self","Self","Self",1,501,0.501,1
11,0,"Nonmatching","Self","Self","Self",0,583,0.583,1
11,0,"Nonmatching","Self","Self","Self",0,912,0.912,1
11,0,"Nonmatching","Friend","Friend","Close",0,920,0.92,1
11,1,"Matching","Stranger","Stranger","Stranger",1,663,0.663,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",1,699,0.699,0
11,1,"Matching","Self","Self","Self",1,563,0.563,1
11,1,"Matching","Stranger","Stranger","Stranger",1,887,0.887,1
11,1,"Matching","Friend","Friend","Close",1,638,0.638,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,688,0.688,1
11,1,"Matching","Friend","Friend","Close",1,985,0.985,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,694,0.694,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,856,0.856,1
11,1,"Matching","Friend","Friend","Close",1,606,0.606,1
11,1,"Matching","Self","Self","Self",1,599,0.599,1
11,1,"Matching","Stranger","Stranger","Stranger",1,823,0.823,1
11,0,"Nonmatching","Friend","Friend","Close",1,647,0.647,0
11,1,"Matching","Self","Self","Self",1,516,0.516,1
11,0,"Nonmatching","Friend","Friend","Close",0,687,0.687,1
11,1,"Matching","Stranger","Stranger","Stranger",1,586,0.586,1
11,0,"Nonmatching","Self","Self","Self",0,736,0.736,1
11,0,"Nonmatching","Self","Self","Self",0,750,0.75,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,652,0.652,1
11,1,"Matching","Friend","Friend","Close",1,669,0.669,1
11,1,"Matching","Friend","Friend","Close",1,634,0.634,1
11,1,"Matching","Self","Self","Self",1,652,0.652,1
11,0,"Nonmatching","Self","Self","Self",0,615,0.615,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,670,0.67,1
11,0,"Nonmatching","Friend","Friend","Close",0,693,0.693,1
11,0,"Nonmatching","Self","Self","Self",1,1025,1.025,0
11,0,"Nonmatching","Friend","Friend","Close",0,796,0.796,1
11,1,"Matching","Stranger","Stranger","Stranger",1,643,0.643,1
11,1,"Matching","Self","Self","Self",1,536,0.536,1
11,1,"Matching","Stranger","Stranger","Stranger",1,868,0.868,1
11,1,"Matching","Stranger","Stranger","Stranger",1,633,0.633,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,740,0.74,1
11,1,"Matching","Self","Self","Self",1,682,0.682,1
11,0,"Nonmatching","Friend","Friend","Close",0,739,0.739,1
11,1,"Matching","Friend","Friend","Close",1,626,0.626,1
11,0,"Nonmatching","Self","Self","Self",0,673,0.673,1
11,1,"Matching","Stranger","Stranger","Stranger",1,581,0.581,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,608,0.608,1
11,1,"Matching","Self","Self","Self",1,578,0.578,1
11,0,"Nonmatching","Self","Self","Self",0,548,0.548,1
11,0,"Nonmatching","Friend","Friend","Close",0,666,0.666,1
11,1,"Matching","Friend","Friend","Close",1,599,0.599,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,615,0.615,1
11,1,"Matching","Stranger","Stranger","Stranger",1,601,0.601,1
11,0,"Nonmatching","Self","Self","Self",0,585,0.585,1
11,0,"Nonmatching","Friend","Friend","Close",0,579,0.579,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,613,0.613,1
11,1,"Matching","Friend","Friend","Close",1,854,0.854,1
11,1,"Matching","Friend","Friend","Close",1,806,0.806,1
11,1,"Matching","Stranger","Stranger","Stranger",1,617,0.617,1
11,0,"Nonmatching","Self","Self","Self",1,489,0.489,0
11,1,"Matching","Self","Self","Self",1,529,0.529,1
11,1,"Matching","Self","Self","Self",1,463,0.463,1
11,1,"Matching","Stranger","Stranger","Stranger",1,606,0.606,1
11,1,"Matching","Friend","Friend","Close",1,558,0.558,1
11,0,"Nonmatching","Friend","Friend","Close",0,796,0.796,1
11,1,"Matching","Self","Self","Self",1,688,0.688,1
11,1,"Matching","Friend","Friend","Close",1,619,0.619,1
11,0,"Nonmatching","Self","Self","Self",0,698,0.698,1
11,1,"Matching","Stranger","Stranger","Stranger",1,849,0.849,1
11,0,"Nonmatching","Self","Self","Self",0,661,0.661,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,548,0.548,1
11,0,"Nonmatching","Friend","Friend","Close",0,674,0.674,1
11,1,"Matching","Self","Self","Self",0,654,0.654,0
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,864,0.864,1
11,1,"Matching","Self","Self","Self",1,479,0.479,1
11,0,"Nonmatching","Self","Self","Self",0,882,0.882,1
11,0,"Nonmatching","Friend","Friend","Close",0,692,0.692,1
11,1,"Matching","Friend","Friend","Close",1,681,0.681,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,631,0.631,1
11,0,"Nonmatching","Friend","Friend","Close",0,633,0.633,1
11,0,"Nonmatching","Self","Self","Self",0,679,0.679,1
11,1,"Matching","Stranger","Stranger","Stranger",1,598,0.598,1
11,1,"Matching","Self","Self","Self",1,628,0.628,1
11,1,"Matching","Friend","Friend","Close",1,586,0.586,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,768,0.768,1
11,1,"Matching","Stranger","Stranger","Stranger",1,613,0.613,1
11,0,"Nonmatching","Self","Self","Self",1,959,0.959,0
11,1,"Matching","Stranger","Stranger","Stranger",1,739,0.739,1
11,1,"Matching","Self","Self","Self",1,561,0.561,1
11,1,"Matching","Self","Self","Self",1,493,0.493,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,652,0.652,1
11,1,"Matching","Stranger","Stranger","Stranger",1,556,0.556,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,769,0.769,1
11,0,"Nonmatching","Self","Self","Self",0,746,0.746,1
11,1,"Matching","Friend","Friend","Close",1,747,0.747,1
11,0,"Nonmatching","Friend","Friend","Close",0,618,0.618,1
11,1,"Matching","Friend","Friend","Close",1,677,0.677,1
11,0,"Nonmatching","Friend","Friend","Close",0,716,0.716,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,701,0.701,1
11,0,"Nonmatching","Friend","Friend","Close",0,682,0.682,1
11,1,"Matching","Stranger","Stranger","Stranger",1,727,0.727,1
11,0,"Nonmatching","Friend","Friend","Close",0,694,0.694,1
11,1,"Matching","Friend","Friend","Close",0,616,0.616,0
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,620,0.62,1
11,1,"Matching","Stranger","Stranger","Stranger",1,613,0.613,1
11,1,"Matching","Self","Self","Self",1,524,0.524,1
11,0,"Nonmatching","Self","Self","Self",0,623,0.623,1
11,1,"Matching","Self","Self","Self",1,595,0.595,1
11,1,"Matching","Friend","Friend","Close",1,588,0.588,1
11,0,"Nonmatching","Friend","Friend","Close",0,805,0.805,1
11,0,"Nonmatching","Friend","Friend","Close",0,623,0.623,1
11,1,"Matching","Self","Self","Self",1,471,0.471,1
11,1,"Matching","Stranger","Stranger","Stranger",1,683,0.683,1
11,0,"Nonmatching","Self","Self","Self",0,609,0.609,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,640,0.64,1
11,1,"Matching","Friend","Friend","Close",1,671,0.671,1
11,1,"Matching","Self","Self","Self",1,524,0.524,1
11,1,"Matching","Stranger","Stranger","Stranger",1,555,0.555,1
11,1,"Matching","Friend","Friend","Close",1,603,0.603,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,585,0.585,1
11,0,"Nonmatching","Self","Self","Self",0,645,0.645,1
11,1,"Matching","Self","Self","Self",1,514,0.514,1
11,1,"Matching","Friend","Friend","Close",1,558,0.558,1
11,0,"Nonmatching","Self","Self","Self",0,597,0.597,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,660,0.66,1
11,0,"Nonmatching","Friend","Friend","Close",0,866,0.866,1
11,1,"Matching","Stranger","Stranger","Stranger",1,663,0.663,1
11,1,"Matching","Self","Self","Self",1,617,0.617,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,613,0.613,1
11,1,"Matching","Friend","Friend","Close",1,582,0.582,1
11,0,"Nonmatching","Friend","Friend","Close",0,624,0.624,1
11,1,"Matching","Stranger","Stranger","Stranger",1,589,0.589,1
11,0,"Nonmatching","Self","Self","Self",0,668,0.668,1
11,0,"Nonmatching","Self","Self","Self",0,716,0.716,1
11,1,"Matching","Self","Self","Self",1,561,0.561,1
11,0,"Nonmatching","Friend","Friend","Close",0,762,0.762,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,841,0.841,1
11,1,"Matching","Friend","Friend","Close",1,699,0.699,1
11,1,"Matching","Stranger","Stranger","Stranger",1,668,0.668,1
11,0,"Nonmatching","Friend","Friend","Close",0,1017,1.017,1
11,1,"Matching","Friend","Friend","Close",1,615,0.615,1
11,1,"Matching","Self","Self","Self",1,502,0.502,1
11,1,"Matching","Stranger","Stranger","Stranger",1,432,0.432,1
11,0,"Nonmatching","Self","Self","Self",0,687,0.687,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,582,0.582,1
11,0,"Nonmatching","Self","Self","Self",0,755,0.755,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,550,0.55,1
11,0,"Nonmatching","Friend","Friend","Close",0,656,0.656,1
11,1,"Matching","Friend","Friend","Close",1,535,0.535,1
11,1,"Matching","Self","Self","Self",1,592,0.592,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,598,0.598,1
11,0,"Nonmatching","Friend","Friend","Close",0,651,0.651,1
11,1,"Matching","Friend","Friend","Close",1,688,0.688,1
11,1,"Matching","Self","Self","Self",1,487,0.487,1
11,1,"Matching","Stranger","Stranger","Stranger",1,566,0.566,1
11,0,"Nonmatching","Self","Self","Self",0,584,0.584,1
11,1,"Matching","Stranger","Stranger","Stranger",0,598,0.598,0
11,0,"Nonmatching","Self","Self","Self",0,1033,1.033,1
11,1,"Matching","Self","Self","Self",1,575,0.575,1
11,1,"Matching","Stranger","Stranger","Stranger",1,602,0.602,1
11,1,"Matching","Self","Self","Self",1,499,0.499,1
11,1,"Matching","Friend","Friend","Close",1,579,0.579,1
11,0,"Nonmatching","Self","Self","Self",0,673,0.673,1
11,0,"Nonmatching","Friend","Friend","Close",0,665,0.665,1
11,1,"Matching","Friend","Friend","Close",1,573,0.573,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,573,0.573,1
11,1,"Matching","Stranger","Stranger","Stranger",1,911,0.911,1
11,0,"Nonmatching","Friend","Friend","Close",0,656,0.656,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,784,0.784,1
11,1,"Matching","Self","Self","Self",1,460,0.46,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,658,0.658,1
11,1,"Matching","Stranger","Stranger","Stranger",1,656,0.656,1
11,0,"Nonmatching","Friend","Friend","Close",0,621,0.621,1
11,0,"Nonmatching","Self","Self","Self",0,692,0.692,1
11,0,"Nonmatching","Self","Self","Self",0,648,0.648,1
11,1,"Matching","Friend","Friend","Close",1,600,0.6,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,646,0.646,1
11,0,"Nonmatching","Friend","Friend","Close",0,696,0.696,1
11,1,"Matching","Self","Self","Self",0,592,0.592,0
11,1,"Matching","Stranger","Stranger","Stranger",1,643,0.643,1
11,1,"Matching","Friend","Friend","Close",1,627,0.627,1
11,0,"Nonmatching","Friend","Friend","Close",0,538,0.538,1
11,0,"Nonmatching","Self","Self","Self",0,594,0.594,1
11,1,"Matching","Stranger","Stranger","Stranger",1,702,0.702,1
11,1,"Matching","Self","Self","Self",1,596,0.596,1
11,1,"Matching","Friend","Friend","Close",1,647,0.647,1
11,1,"Matching","Stranger","Stranger","Stranger",1,519,0.519,1
11,1,"Matching","Friend","Friend","Close",1,541,0.541,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,1057,1.057,1
11,1,"Matching","Self","Self","Self",1,540,0.54,1
11,0,"Nonmatching","Self","Self","Self",0,741,0.741,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,823,0.823,1
11,0,"Nonmatching","Friend","Friend","Close",0,952,0.952,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,696,0.696,1
11,0,"Nonmatching","Friend","Friend","Close",0,810,0.81,1
11,1,"Matching","Friend","Friend","Close",1,692,0.692,1
11,0,"Nonmatching","Friend","Friend","Close",0,896,0.896,1
11,0,"Nonmatching","Self","Self","Self",0,733,0.733,1
11,1,"Matching","Stranger","Stranger","Stranger",1,824,0.824,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,703,0.703,1
11,1,"Matching","Stranger","Stranger","Stranger",1,722,0.722,1
11,0,"Nonmatching","Self","Self","Self",0,653,0.653,1
11,1,"Matching","Self","Self","Self",1,683,0.683,1
11,1,"Matching","Friend","Friend","Close",1,621,0.621,1
11,1,"Matching","Self","Self","Self",1,539,0.539,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,565,0.565,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,965,0.965,1
11,1,"Matching","Stranger","Stranger","Stranger",1,704,0.704,1
11,0,"Nonmatching","Friend","Friend","Close",0,750,0.75,1
11,1,"Matching","Self","Self","Self",1,558,0.558,1
11,1,"Matching","Self","Self","Self",1,530,0.53,1
11,1,"Matching","Friend","Friend","Close",1,562,0.562,1
11,1,"Matching","Friend","Friend","Close",1,640,0.64,1
11,0,"Nonmatching","Self","Self","Self",0,831,0.831,1
11,1,"Matching","Stranger","Stranger","Stranger",1,695,0.695,1
11,0,"Nonmatching","Self","Self","Self",1,701,0.701,0
11,0,"Nonmatching","Friend","Friend","Close",1,732,0.732,0
11,0,"Nonmatching","Self","Self","Self",0,627,0.627,1
11,1,"Matching","Self","Self","Self",1,556,0.556,1
11,0,"Nonmatching","Self","Self","Self",0,886,0.886,1
11,0,"Nonmatching","Friend","Friend","Close",0,613,0.613,1
11,1,"Matching","Stranger","Stranger","Stranger",1,694,0.694,1
11,1,"Matching","Self","Self","Self",1,647,0.647,1
11,1,"Matching","Stranger","Stranger","Stranger",1,675,0.675,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,824,0.824,1
11,0,"Nonmatching","Stranger","Stranger","Stranger",0,869,0.869,1
11,1,"Matching","Friend","Friend","Close",1,589,0.589,1
11,1,"Matching","Friend","Friend","Close",1,856,0.856,1
