"Subject","Gender","Shape","Label1","Label2","Label3","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",868,0.868,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",821,0.821,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",606,0.606,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",666,0.666,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",668,0.668,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",612,0.612,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",495,0.495,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",511,0.511,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",985,0.985,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",1082,1.082,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",731,0.731,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",905,0.905,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",686,0.686,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",520,0.52,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",645,0.645,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",584,0.584,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",750,0.75,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",1026,1.026,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","z",628,0.628,0
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",1086,1.086,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","z",894,0.894,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",1109,1.109,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","m",636,0.636,0
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",541,0.541,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",779,0.779,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","m",576,0.576,0
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",765,0.765,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",617,0.617,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",436,0.436,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","m",615,0.615,0
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",962,0.962,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","z",911,0.911,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",612,0.612,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",712,0.712,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","z",782,0.782,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","z",563,0.563,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",536,0.536,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",519,0.519,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",630,0.63,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",754,0.754,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",815,0.815,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",841,0.841,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",787,0.787,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",917,0.917,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",684,0.684,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",572,0.572,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",536,0.536,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",806,0.806,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",715,0.715,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",890,0.89,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",719,0.719,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",839,0.839,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",584,0.584,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",669,0.669,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",901,0.901,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",901,0.901,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",698,0.698,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",593,0.593,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",766,0.766,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","m",875,0.875,0
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",858,0.858,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","z",892,0.892,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",523,0.523,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",496,0.496,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",946,0.946,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",607,0.607,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",617,0.617,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","m",589,0.589,0
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","m",705,0.705,0
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","z",471,0.471,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",626,0.626,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",1013,1.013,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",552,0.552,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",765,0.765,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",945,0.945,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",1087,1.087,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",589,0.589,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",554,0.554,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",703,0.703,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Nonmatching","m",646,0.646,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",865,0.865,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","m",1106,1.106,0
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","z",630,0.63,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","m",883,0.883,1
3001,1,"You","You","Julia","none","Self","Self","Self","Matching","z",1194,1.194,1
3001,1,"You","You","Julia","none","Self","Self","Self","Nonmatching","z",1092,1.092,0
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",882,0.882,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","z",890,0.89,1
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","z",673,0.673,0
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Matching","m",738,0.738,0
3001,1,"Julia","You","Julia","none","Friend","Friend","Close","Nonmatching","m",1376,1.376,1
3001,1,"none","You","Julia","none","None","None","NonPerson","Matching","z",810,0.81,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",1259,1.259,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",794,0.794,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",727,0.727,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",964,0.964,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",633,0.633,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","z",996,0.996,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","x",1499,1.499,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",1058,1.058,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",577,0.577,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",664,0.664,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","z",601,0.601,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","m",868,0.868,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",524,0.524,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","z",796,0.796,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",544,0.544,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",725,0.725,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",669,0.669,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",861,0.861,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","m",806,0.806,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","z",538,0.538,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","m",295,0.295,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","z",249,0.249,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",1003,1.003,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",1084,1.084,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",779,0.779,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",488,0.488,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",520,0.52,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","m",672,0.672,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","z",562,0.562,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",325,0.325,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",750,0.75,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",563,0.563,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",896,0.896,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",767,0.767,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",572,0.572,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","z",666,0.666,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",410,0.41,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","m",294,0.294,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",624,0.624,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",531,0.531,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",330,0.33,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",584,0.584,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",494,0.494,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","m",637,0.637,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",735,0.735,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",781,0.781,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",697,0.697,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",577,0.577,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",701,0.701,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",1013,1.013,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",679,0.679,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",696,0.696,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",663,0.663,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",938,0.938,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",952,0.952,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",907,0.907,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",754,0.754,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",822,0.822,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",897,0.897,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",769,0.769,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",1229,1.229,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","m",806,0.806,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",1321,1.321,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",998,0.998,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",1265,1.265,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",625,0.625,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",699,0.699,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",995,0.995,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","z",926,0.926,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",988,0.988,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",975,0.975,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",1195,1.195,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",845,0.845,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",719,0.719,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",1268,1.268,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",676,0.676,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",892,0.892,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",1332,1.332,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",824,0.824,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","z",731,0.731,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","m",569,0.569,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",822,0.822,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",569,0.569,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",501,0.501,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","m",622,0.622,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","z",784,0.784,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",773,0.773,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",656,0.656,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",1025,1.025,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",580,0.58,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",800,0.8,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",483,0.483,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",604,0.604,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",895,0.895,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",824,0.824,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",634,0.634,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","m",892,0.892,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","m",579,0.579,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","z",448,0.448,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",561,0.561,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",407,0.407,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","m",587,0.587,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",647,0.647,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","m",650,0.65,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","z",410,0.41,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",816,0.816,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",769,0.769,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",670,0.67,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",696,0.696,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",630,0.63,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",738,0.738,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","z",813,0.813,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","z",1107,1.107,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",688,0.688,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",696,0.696,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",648,0.648,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","m",857,0.857,0
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",706,0.706,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",1026,1.026,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",771,0.771,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",708,0.708,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",811,0.811,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",943,0.943,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",708,0.708,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",907,0.907,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",657,0.657,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",915,0.915,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",746,0.746,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",536,0.536,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",789,0.789,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",714,0.714,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",688,0.688,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",689,0.689,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",960,0.96,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",1141,1.141,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","x",1500,1.5,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","x",1499,1.499,0
3002,2,"You","You","none","Gergo","Self","Self","Self","Nonmatching","z",953,0.953,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",821,0.821,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",921,0.921,1
3002,2,"You","You","none","Gergo","Self","Self","Self","Matching","m",671,0.671,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",791,0.791,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","x",1499,1.499,0
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Nonmatching","z",813,0.813,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",1024,1.024,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Matching","m",835,0.835,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",748,0.748,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","m",698,0.698,1
3002,2,"none","You","none","Gergo","None","None","NonPerson","Nonmatching","z",713,0.713,1
3002,2,"Gergo","You","none","Gergo","Friend","Friend","Close","Matching","z",1407,1.407,0
