"X","Subject","Matching","Identity","Group","RT_ms","RT_sec","ACC"
578,3,"Nonmatching","Self",1,350,0.35,1
579,3,"Nonmatching","Self",1,441,0.441,1
580,3,"Nonmatching","Self",1,462,0.462,1
581,3,"Nonmatching","Self",1,513,0.513,1
582,3,"Nonmatching","Self",1,514,0.514,1
583,3,"Nonmatching","Self",1,557,0.557,1
584,3,"Nonmatching","Self",1,445,0.445,1
585,3,"Nonmatching","Self",1,419,0.419,1
586,3,"Nonmatching","Self",1,409,0.409,1
587,3,"Nonmatching","Self",1,423,0.423,1
588,3,"Nonmatching","Self",1,404,0.404,1
589,3,"Nonmatching","Self",1,392,0.392,1
590,3,"Nonmatching","Self",1,399,0.399,1
591,3,"Nonmatching","Self",1,466,0.466,0
592,3,"Nonmatching","Self",1,463,0.463,1
593,3,"Nonmatching","Self",1,495,0.495,1
594,3,"Nonmatching","Friend",1,565,0.565,1
595,3,"Nonmatching","Friend",1,598,0.598,0
596,3,"Nonmatching","Friend",1,505,0.505,1
597,3,"Nonmatching","Friend",1,840,0.84,0
598,3,"Nonmatching","Friend",1,668,0.668,1
599,3,"Nonmatching","Friend",1,638,0.638,1
600,3,"Nonmatching","Friend",1,967,0.967,1
601,3,"Nonmatching","Friend",1,525,0.525,1
602,3,"Nonmatching","Friend",1,403,0.403,1
603,3,"Nonmatching","Friend",1,514,0.514,1
604,3,"Nonmatching","Friend",1,546,0.546,1
605,3,"Nonmatching","Friend",1,469,0.469,1
606,3,"Nonmatching","Friend",1,771,0.771,0
607,3,"Nonmatching","Friend",1,526,0.526,1
608,3,"Nonmatching","Friend",1,421,0.421,1
609,3,"Nonmatching","Friend",1,505,0.505,1
610,3,"Nonmatching","Friend",1,541,0.541,1
611,3,"Nonmatching","Friend",1,536,0.536,1
612,3,"Nonmatching","Friend",1,604,0.604,1
613,3,"Nonmatching","Friend",1,568,0.568,1
614,3,"Nonmatching","Friend",1,293,0.293,1
615,3,"Nonmatching","Friend",1,593,0.593,1
616,3,"Nonmatching","Friend",1,669,0.669,1
617,3,"Nonmatching","Friend",1,655,0.655,1
618,3,"Nonmatching","Friend",1,398,0.398,1
619,3,"Nonmatching","Friend",1,714,0.714,0
620,3,"Nonmatching","Friend",1,552,0.552,1
621,3,"Nonmatching","Friend",1,464,0.464,1
622,3,"Nonmatching","Friend",1,753,0.753,1
623,3,"Nonmatching","Friend",1,797,0.797,1
624,3,"Nonmatching","Friend",1,662,0.662,1
625,3,"Nonmatching","Friend",1,561,0.561,1
626,3,"Nonmatching","Friend",1,284,0.284,1
627,3,"Nonmatching","Friend",1,528,0.528,1
628,3,"Nonmatching","Friend",1,457,0.457,1
629,3,"Nonmatching","Friend",1,535,0.535,1
630,3,"Nonmatching","Friend",1,495,0.495,1
631,3,"Nonmatching","Friend",1,509,0.509,1
632,3,"Nonmatching","Friend",1,510,0.51,1
633,3,"Nonmatching","Friend",1,581,0.581,1
634,3,"Nonmatching","Friend",1,654,0.654,1
635,3,"Nonmatching","Friend",1,719,0.719,1
636,3,"Nonmatching","Friend",1,407,0.407,1
637,3,"Nonmatching","Friend",1,551,0.551,1
638,3,"Nonmatching","Friend",1,571,0.571,1
639,3,"Nonmatching","Friend",1,387,0.387,1
640,3,"Nonmatching","Friend",1,513,0.513,1
641,3,"Nonmatching","Friend",1,657,0.657,0
642,3,"Nonmatching","Friend",1,675,0.675,1
643,3,"Nonmatching","Friend",1,646,0.646,1
644,3,"Nonmatching","Friend",1,607,0.607,1
645,3,"Nonmatching","Friend",1,565,0.565,1
646,3,"Nonmatching","Friend",1,642,0.642,0
647,3,"Nonmatching","Friend",1,360,0.36,1
648,3,"Nonmatching","Friend",1,628,0.628,1
649,3,"Nonmatching","Friend",1,577,0.577,1
650,3,"Nonmatching","Friend",1,513,0.513,1
651,3,"Nonmatching","Friend",1,579,0.579,1
652,3,"Nonmatching","Friend",1,560,0.56,1
653,3,"Nonmatching","Stranger",1,851,0.851,1
654,3,"Nonmatching","Stranger",1,687,0.687,0
655,3,"Nonmatching","Stranger",1,726,0.726,1
656,3,"Nonmatching","Stranger",1,631,0.631,1
657,3,"Nonmatching","Stranger",1,570,0.57,1
658,3,"Nonmatching","Stranger",1,819,0.819,1
659,3,"Nonmatching","Stranger",1,501,0.501,1
660,3,"Nonmatching","Stranger",1,430,0.43,1
661,3,"Nonmatching","Stranger",1,449,0.449,1
662,3,"Nonmatching","Stranger",1,461,0.461,1
663,3,"Nonmatching","Stranger",1,445,0.445,1
664,3,"Nonmatching","Stranger",1,573,0.573,1
665,3,"Nonmatching","Stranger",1,573,0.573,1
666,3,"Nonmatching","Stranger",1,570,0.57,1
667,3,"Nonmatching","Stranger",1,598,0.598,1
668,3,"Nonmatching","Stranger",1,695,0.695,1
669,3,"Nonmatching","Stranger",1,574,0.574,1
670,3,"Nonmatching","Stranger",1,403,0.403,1
671,3,"Nonmatching","Stranger",1,711,0.711,1
672,3,"Nonmatching","Stranger",1,779,0.779,1
673,3,"Nonmatching","Stranger",1,473,0.473,1
674,3,"Nonmatching","Stranger",1,337,0.337,1
675,3,"Nonmatching","Stranger",1,607,0.607,1
676,3,"Nonmatching","Stranger",1,657,0.657,1
677,3,"Nonmatching","Stranger",1,587,0.587,1
678,3,"Nonmatching","Stranger",1,496,0.496,1
679,3,"Nonmatching","Stranger",1,472,0.472,1
680,3,"Nonmatching","Stranger",1,451,0.451,1
681,3,"Nonmatching","Stranger",1,519,0.519,1
682,3,"Nonmatching","Stranger",1,493,0.493,1
683,3,"Nonmatching","Stranger",1,554,0.554,1
684,3,"Nonmatching","Stranger",1,664,0.664,1
685,3,"Nonmatching","Stranger",1,616,0.616,1
686,3,"Nonmatching","Stranger",1,628,0.628,1
687,3,"Nonmatching","Stranger",1,498,0.498,1
688,3,"Nonmatching","Stranger",1,458,0.458,1
689,3,"Nonmatching","Stranger",1,579,0.579,1
690,3,"Nonmatching","Stranger",1,479,0.479,1
691,3,"Nonmatching","Stranger",1,374,0.374,1
692,3,"Nonmatching","Stranger",1,548,0.548,1
693,3,"Nonmatching","Stranger",1,359,0.359,1
694,3,"Nonmatching","Stranger",1,581,0.581,1
695,3,"Nonmatching","Stranger",1,465,0.465,1
696,3,"Nonmatching","Stranger",1,541,0.541,1
697,3,"Nonmatching","Stranger",1,376,0.376,1
698,3,"Nonmatching","Stranger",1,533,0.533,1
699,3,"Nonmatching","Stranger",1,371,0.371,1
700,3,"Nonmatching","Stranger",1,743,0.743,0
701,3,"Nonmatching","Stranger",1,515,0.515,1
702,3,"Nonmatching","Stranger",1,515,0.515,1
703,3,"Nonmatching","Stranger",1,450,0.45,1
704,3,"Nonmatching","Stranger",1,549,0.549,1
705,3,"Nonmatching","Stranger",1,431,0.431,1
706,3,"Nonmatching","Stranger",1,517,0.517,1
707,3,"Nonmatching","Stranger",1,557,0.557,1
708,3,"Nonmatching","Stranger",1,531,0.531,1
709,3,"Nonmatching","Stranger",1,436,0.436,1
710,3,"Nonmatching","Stranger",1,402,0.402,1
711,5,"Matching","Self",1,487,0.487,1
712,5,"Matching","Self",1,753,0.753,1
713,5,"Matching","Self",1,439,0.439,1
714,5,"Matching","Self",1,479,0.479,1
715,5,"Matching","Self",1,515,0.515,0
716,5,"Matching","Self",1,740,0.74,1
717,5,"Matching","Self",1,488,0.488,1
718,5,"Matching","Self",1,495,0.495,1
719,5,"Matching","Self",1,484,0.484,0
720,5,"Matching","Self",1,825,0.825,1
721,5,"Matching","Self",1,553,0.553,1
722,5,"Matching","Self",1,701,0.701,1
723,5,"Matching","Self",1,608,0.608,0
724,5,"Matching","Self",1,734,0.734,1
725,5,"Matching","Self",1,469,0.469,1
726,5,"Matching","Self",1,861,0.861,1
727,5,"Matching","Self",1,647,0.647,1
728,5,"Matching","Self",1,733,0.733,1
729,5,"Matching","Self",1,661,0.661,1
730,5,"Matching","Self",1,727,0.727,1
731,5,"Matching","Self",1,666,0.666,1
732,5,"Matching","Self",1,599,0.599,1
733,5,"Matching","Self",1,555,0.555,1
734,5,"Matching","Self",1,587,0.587,1
735,5,"Matching","Self",1,428,0.428,1
736,5,"Matching","Self",1,465,0.465,1
737,5,"Matching","Self",1,634,0.634,1
738,5,"Matching","Self",1,574,0.574,1
739,5,"Matching","Self",1,567,0.567,1
740,5,"Matching","Self",1,693,0.693,1
741,5,"Matching","Self",1,729,0.729,1
742,5,"Matching","Self",1,861,0.861,1
743,5,"Matching","Self",1,455,0.455,0
744,5,"Matching","Self",1,661,0.661,1
745,5,"Matching","Self",1,402,0.402,1
746,5,"Matching","Self",1,629,0.629,1
747,5,"Matching","Self",1,654,0.654,1
748,5,"Matching","Self",1,504,0.504,1
749,5,"Matching","Self",1,619,0.619,1
750,5,"Matching","Self",1,550,0.55,1
751,5,"Matching","Self",1,405,0.405,1
752,5,"Matching","Self",1,463,0.463,1
753,5,"Matching","Self",1,515,0.515,1
754,5,"Matching","Self",1,742,0.742,1
755,5,"Matching","Self",1,551,0.551,1
756,5,"Matching","Self",1,527,0.527,1
757,5,"Matching","Self",1,660,0.66,1
758,5,"Matching","Self",1,620,0.62,1
759,5,"Matching","Self",1,639,0.639,1
760,5,"Matching","Self",1,457,0.457,1
761,5,"Matching","Self",1,514,0.514,1
762,5,"Matching","Self",1,524,0.524,1
763,5,"Matching","Self",1,650,0.65,1
764,5,"Matching","Self",1,475,0.475,1
765,5,"Matching","Self",1,391,0.391,1
766,5,"Matching","Self",1,691,0.691,1
767,5,"Matching","Self",1,465,0.465,1
768,5,"Matching","Self",1,549,0.549,1
769,5,"Matching","Self",1,612,0.612,1
770,5,"Matching","Friend",1,426,0.426,1
771,5,"Matching","Friend",1,469,0.469,1
772,5,"Matching","Friend",1,525,0.525,1
773,5,"Matching","Friend",1,465,0.465,1
774,5,"Matching","Friend",1,805,0.805,1
775,5,"Matching","Friend",1,611,0.611,1
776,5,"Matching","Friend",1,571,0.571,1
777,5,"Matching","Friend",1,505,0.505,1
778,5,"Matching","Friend",1,590,0.59,1
779,5,"Matching","Friend",1,333,0.333,0
780,5,"Matching","Friend",1,743,0.743,1
781,5,"Matching","Friend",1,530,0.53,1
782,5,"Matching","Friend",1,739,0.739,1
783,5,"Matching","Friend",1,646,0.646,1
784,5,"Matching","Friend",1,661,0.661,1
785,5,"Matching","Friend",1,729,0.729,1
786,5,"Matching","Friend",1,667,0.667,1
787,5,"Matching","Friend",1,448,0.448,1
788,5,"Matching","Friend",1,470,0.47,1
789,5,"Matching","Friend",1,542,0.542,1
790,5,"Matching","Friend",1,475,0.475,1
791,5,"Matching","Friend",1,579,0.579,1
792,5,"Matching","Friend",1,676,0.676,1
793,5,"Matching","Friend",1,691,0.691,1
794,5,"Matching","Friend",1,506,0.506,1
795,5,"Matching","Friend",1,388,0.388,0
796,5,"Matching","Friend",1,407,0.407,1
797,5,"Matching","Friend",1,438,0.438,1
798,5,"Matching","Friend",1,377,0.377,0
799,5,"Matching","Friend",1,421,0.421,1
800,5,"Matching","Friend",1,470,0.47,1
801,5,"Matching","Friend",1,520,0.52,1
802,5,"Matching","Friend",1,581,0.581,1
803,5,"Matching","Friend",1,485,0.485,1
804,5,"Matching","Friend",1,545,0.545,1
805,5,"Matching","Friend",1,508,0.508,1
806,5,"Matching","Friend",1,430,0.43,1
807,5,"Matching","Friend",1,521,0.521,1
808,5,"Matching","Friend",1,419,0.419,0
809,5,"Matching","Friend",1,497,0.497,1
810,5,"Matching","Friend",1,413,0.413,1
811,5,"Matching","Friend",1,438,0.438,1
812,5,"Matching","Friend",1,501,0.501,1
813,5,"Matching","Friend",1,391,0.391,0
814,5,"Matching","Friend",1,418,0.418,0
815,5,"Matching","Friend",1,533,0.533,1
816,5,"Matching","Friend",1,531,0.531,1
817,5,"Matching","Friend",1,508,0.508,1
818,5,"Matching","Friend",1,597,0.597,1
819,5,"Matching","Friend",1,533,0.533,1
820,5,"Matching","Friend",1,601,0.601,1
821,5,"Matching","Friend",1,575,0.575,1
822,5,"Matching","Friend",1,471,0.471,1
823,5,"Matching","Friend",1,458,0.458,1
824,5,"Matching","Friend",1,319,0.319,0
825,5,"Matching","Friend",1,412,0.412,0
826,5,"Matching","Friend",1,602,0.602,1
827,5,"Matching","Friend",1,506,0.506,1
828,5,"Matching","Friend",1,598,0.598,1
829,5,"Matching","Stranger",1,569,0.569,1
830,5,"Matching","Stranger",1,419,0.419,1
831,5,"Matching","Stranger",1,449,0.449,0
832,5,"Matching","Stranger",1,628,0.628,1
833,5,"Matching","Stranger",1,518,0.518,0
834,5,"Matching","Stranger",1,505,0.505,1
835,5,"Matching","Stranger",1,593,0.593,1
836,5,"Matching","Stranger",1,375,0.375,1
837,5,"Matching","Stranger",1,567,0.567,0
838,5,"Matching","Stranger",1,485,0.485,1
839,5,"Matching","Stranger",1,415,0.415,0
840,5,"Matching","Stranger",1,490,0.49,1
841,5,"Matching","Stranger",1,490,0.49,1
842,5,"Matching","Stranger",1,615,0.615,1
843,5,"Matching","Stranger",1,541,0.541,1
844,5,"Matching","Stranger",1,454,0.454,0
845,5,"Matching","Stranger",1,636,0.636,1
846,5,"Matching","Stranger",1,677,0.677,1
847,5,"Matching","Stranger",1,563,0.563,1
848,5,"Matching","Stranger",1,655,0.655,1
849,5,"Matching","Stranger",1,441,0.441,1
850,5,"Matching","Stranger",1,592,0.592,1
851,5,"Matching","Stranger",1,435,0.435,0
852,5,"Matching","Stranger",1,617,0.617,1
853,5,"Matching","Stranger",1,655,0.655,1
854,5,"Matching","Stranger",1,515,0.515,1
855,5,"Matching","Stranger",1,505,0.505,1
856,5,"Matching","Stranger",1,475,0.475,1
857,5,"Matching","Stranger",1,465,0.465,1
858,5,"Matching","Stranger",1,536,0.536,1
859,5,"Matching","Stranger",1,490,0.49,1
860,5,"Matching","Stranger",1,576,0.576,1
861,5,"Matching","Stranger",1,475,0.475,1
862,5,"Matching","Stranger",1,587,0.587,1
863,5,"Matching","Stranger",1,412,0.412,1
864,5,"Matching","Stranger",1,519,0.519,1
865,5,"Matching","Stranger",1,476,0.476,1
866,5,"Matching","Stranger",1,550,0.55,1
867,5,"Matching","Stranger",1,526,0.526,1
868,5,"Matching","Stranger",1,389,0.389,1
869,5,"Matching","Stranger",1,420,0.42,1
870,5,"Matching","Stranger",1,680,0.68,1
871,5,"Matching","Stranger",1,532,0.532,1
872,5,"Matching","Stranger",1,687,0.687,1
873,5,"Matching","Stranger",1,523,0.523,1
874,5,"Matching","Stranger",1,483,0.483,1
875,5,"Matching","Stranger",1,581,0.581,1
876,5,"Matching","Stranger",1,442,0.442,1
877,5,"Matching","Stranger",1,502,0.502,1
878,5,"Matching","Stranger",1,583,0.583,1
879,5,"Matching","Stranger",1,469,0.469,1
880,5,"Matching","Stranger",1,475,0.475,1
881,5,"Matching","Stranger",1,505,0.505,1
882,5,"Matching","Stranger",1,421,0.421,1
883,5,"Matching","Stranger",1,549,0.549,1
884,5,"Matching","Stranger",1,505,0.505,1
885,5,"Matching","Stranger",1,506,0.506,1
886,5,"Matching","Stranger",1,473,0.473,1
887,5,"Nonmatching","Self",1,536,0.536,1
888,5,"Nonmatching","Self",1,534,0.534,1
889,5,"Nonmatching","Self",1,581,0.581,1
890,5,"Nonmatching","Self",1,451,0.451,0
891,5,"Nonmatching","Self",1,672,0.672,1
892,5,"Nonmatching","Self",1,483,0.483,0
893,5,"Nonmatching","Self",1,500,0.5,1
894,5,"Nonmatching","Self",1,456,0.456,0
895,5,"Nonmatching","Self",1,529,0.529,1
896,5,"Nonmatching","Self",1,557,0.557,1
897,5,"Nonmatching","Self",1,436,0.436,0
898,5,"Nonmatching","Self",1,386,0.386,0
899,5,"Nonmatching","Self",1,393,0.393,0
900,5,"Nonmatching","Self",1,635,0.635,0
901,5,"Nonmatching","Self",1,609,0.609,1
902,5,"Nonmatching","Self",1,517,0.517,1
903,5,"Nonmatching","Self",1,638,0.638,1
904,5,"Nonmatching","Self",1,362,0.362,1
905,5,"Nonmatching","Self",1,484,0.484,1
906,5,"Nonmatching","Self",1,456,0.456,1
907,5,"Nonmatching","Self",1,549,0.549,1
908,5,"Nonmatching","Self",1,595,0.595,1
909,5,"Nonmatching","Self",1,426,0.426,1
910,5,"Nonmatching","Self",1,603,0.603,1
911,5,"Nonmatching","Self",1,526,0.526,1
912,5,"Nonmatching","Self",1,501,0.501,1
913,5,"Nonmatching","Self",1,482,0.482,1
914,5,"Nonmatching","Self",1,490,0.49,1
915,5,"Nonmatching","Self",1,351,0.351,1
916,5,"Nonmatching","Self",1,444,0.444,1
917,5,"Nonmatching","Self",1,479,0.479,1
918,5,"Nonmatching","Self",1,388,0.388,0
919,5,"Nonmatching","Self",1,686,0.686,1
920,5,"Nonmatching","Self",1,460,0.46,1
921,5,"Nonmatching","Self",1,447,0.447,1
922,5,"Nonmatching","Self",1,496,0.496,1
923,5,"Nonmatching","Self",1,410,0.41,0
924,5,"Nonmatching","Self",1,517,0.517,1
925,5,"Nonmatching","Self",1,497,0.497,1
926,5,"Nonmatching","Self",1,534,0.534,1
927,5,"Nonmatching","Self",1,401,0.401,0
928,5,"Nonmatching","Self",1,360,0.36,1
929,5,"Nonmatching","Self",1,563,0.563,1
930,5,"Nonmatching","Self",1,677,0.677,1
931,5,"Nonmatching","Self",1,477,0.477,1
932,5,"Nonmatching","Self",1,583,0.583,1
933,5,"Nonmatching","Self",1,580,0.58,1
934,5,"Nonmatching","Self",1,419,0.419,1
935,5,"Nonmatching","Self",1,460,0.46,1
936,5,"Nonmatching","Self",1,592,0.592,1
937,5,"Nonmatching","Self",1,390,0.39,0
938,5,"Nonmatching","Self",1,492,0.492,1
939,5,"Nonmatching","Self",1,462,0.462,1
940,5,"Nonmatching","Self",1,399,0.399,1
941,5,"Nonmatching","Self",1,574,0.574,1
942,5,"Nonmatching","Self",1,363,0.363,0
943,5,"Nonmatching","Self",1,434,0.434,1
944,5,"Nonmatching","Self",1,628,0.628,1
945,5,"Nonmatching","Self",1,326,0.326,1
946,5,"Nonmatching","Friend",1,510,0.51,1
947,5,"Nonmatching","Friend",1,538,0.538,1
948,5,"Nonmatching","Friend",1,468,0.468,1
949,5,"Nonmatching","Friend",1,285,0.285,1
950,5,"Nonmatching","Friend",1,483,0.483,1
951,5,"Nonmatching","Friend",1,566,0.566,1
952,5,"Nonmatching","Friend",1,366,0.366,1
953,5,"Nonmatching","Friend",1,426,0.426,1
954,5,"Nonmatching","Friend",1,522,0.522,1
955,5,"Nonmatching","Friend",1,369,0.369,1
956,5,"Nonmatching","Friend",1,581,0.581,1
957,5,"Nonmatching","Friend",1,601,0.601,1
958,5,"Nonmatching","Friend",1,448,0.448,1
959,5,"Nonmatching","Friend",1,755,0.755,1
960,5,"Nonmatching","Friend",1,553,0.553,1
961,5,"Nonmatching","Friend",1,347,0.347,1
962,5,"Nonmatching","Friend",1,382,0.382,1
963,5,"Nonmatching","Friend",1,396,0.396,1
964,5,"Nonmatching","Friend",1,533,0.533,1
965,5,"Nonmatching","Friend",1,684,0.684,0
966,5,"Nonmatching","Friend",1,415,0.415,1
967,5,"Nonmatching","Friend",1,621,0.621,1
968,5,"Nonmatching","Friend",1,553,0.553,1
969,5,"Nonmatching","Friend",1,476,0.476,1
970,5,"Nonmatching","Friend",1,480,0.48,1
971,5,"Nonmatching","Friend",1,330,0.33,1
972,5,"Nonmatching","Friend",1,461,0.461,1
973,5,"Nonmatching","Friend",1,487,0.487,0
974,5,"Nonmatching","Friend",1,321,0.321,1
975,5,"Nonmatching","Friend",1,345,0.345,1
976,5,"Nonmatching","Friend",1,365,0.365,1
977,5,"Nonmatching","Friend",1,541,0.541,1
978,5,"Nonmatching","Friend",1,562,0.562,1
979,5,"Nonmatching","Friend",1,384,0.384,1
980,5,"Nonmatching","Friend",1,529,0.529,1
981,5,"Nonmatching","Friend",1,330,0.33,1
982,5,"Nonmatching","Friend",1,378,0.378,1
983,5,"Nonmatching","Friend",1,401,0.401,1
984,5,"Nonmatching","Friend",1,551,0.551,0
985,5,"Nonmatching","Friend",1,414,0.414,0
986,5,"Nonmatching","Friend",1,339,0.339,1
987,5,"Nonmatching","Friend",1,571,0.571,1
988,5,"Nonmatching","Friend",1,470,0.47,1
989,5,"Nonmatching","Friend",1,387,0.387,1
990,5,"Nonmatching","Friend",1,449,0.449,1
991,5,"Nonmatching","Friend",1,380,0.38,1
992,5,"Nonmatching","Friend",1,424,0.424,1
993,5,"Nonmatching","Friend",1,456,0.456,1
994,5,"Nonmatching","Friend",1,473,0.473,1
995,5,"Nonmatching","Friend",1,505,0.505,1
996,5,"Nonmatching","Friend",1,406,0.406,1
997,5,"Nonmatching","Friend",1,345,0.345,1
998,5,"Nonmatching","Friend",1,383,0.383,1
999,5,"Nonmatching","Friend",1,420,0.42,1
1000,5,"Nonmatching","Friend",1,428,0.428,1
1001,5,"Nonmatching","Friend",1,450,0.45,1
1002,5,"Nonmatching","Friend",1,317,0.317,1
1003,5,"Nonmatching","Friend",1,405,0.405,1
1004,5,"Nonmatching","Friend",1,495,0.495,1
1005,5,"Nonmatching","Friend",1,516,0.516,1
1006,5,"Nonmatching","Stranger",1,472,0.472,1
1007,5,"Nonmatching","Stranger",1,539,0.539,1
1008,5,"Nonmatching","Stranger",1,766,0.766,1
1009,5,"Nonmatching","Stranger",1,511,0.511,1
1010,5,"Nonmatching","Stranger",1,709,0.709,1
1011,5,"Nonmatching","Stranger",1,524,0.524,1
1012,5,"Nonmatching","Stranger",1,708,0.708,1
1013,5,"Nonmatching","Stranger",1,396,0.396,1
1014,5,"Nonmatching","Stranger",1,491,0.491,1
1015,5,"Nonmatching","Stranger",1,463,0.463,1
1016,5,"Nonmatching","Stranger",1,513,0.513,1
1017,5,"Nonmatching","Stranger",1,424,0.424,1
1018,5,"Nonmatching","Stranger",1,484,0.484,1
1019,5,"Nonmatching","Stranger",1,735,0.735,0
1020,5,"Nonmatching","Stranger",1,460,0.46,1
1021,5,"Nonmatching","Stranger",1,511,0.511,1
1022,5,"Nonmatching","Stranger",1,541,0.541,1
1023,5,"Nonmatching","Stranger",1,522,0.522,0
1024,5,"Nonmatching","Stranger",1,621,0.621,1
1025,5,"Nonmatching","Stranger",1,545,0.545,0
1026,5,"Nonmatching","Stranger",1,532,0.532,1
1027,5,"Nonmatching","Stranger",1,449,0.449,1
1028,5,"Nonmatching","Stranger",1,584,0.584,1
1029,5,"Nonmatching","Stranger",1,365,0.365,1
1030,5,"Nonmatching","Stranger",1,616,0.616,1
1031,5,"Nonmatching","Stranger",1,431,0.431,1
1032,5,"Nonmatching","Stranger",1,464,0.464,1
1033,5,"Nonmatching","Stranger",1,491,0.491,1
1034,5,"Nonmatching","Stranger",1,442,0.442,1
1035,5,"Nonmatching","Stranger",1,669,0.669,1
1036,5,"Nonmatching","Stranger",1,420,0.42,1
1037,5,"Nonmatching","Stranger",1,382,0.382,0
1038,5,"Nonmatching","Stranger",1,499,0.499,1
1039,5,"Nonmatching","Stranger",1,514,0.514,1
1040,5,"Nonmatching","Stranger",1,829,0.829,1
1041,5,"Nonmatching","Stranger",1,372,0.372,1
1042,5,"Nonmatching","Stranger",1,513,0.513,1
1043,5,"Nonmatching","Stranger",1,436,0.436,1
1044,5,"Nonmatching","Stranger",1,490,0.49,1
1045,5,"Nonmatching","Stranger",1,562,0.562,1
1046,5,"Nonmatching","Stranger",1,426,0.426,1
1047,5,"Nonmatching","Stranger",1,480,0.48,1
1048,5,"Nonmatching","Stranger",1,405,0.405,1
1049,5,"Nonmatching","Stranger",1,487,0.487,1
1050,5,"Nonmatching","Stranger",1,463,0.463,1
1051,5,"Nonmatching","Stranger",1,445,0.445,1
1052,5,"Nonmatching","Stranger",1,411,0.411,1
1053,5,"Nonmatching","Stranger",1,404,0.404,1
1054,5,"Nonmatching","Stranger",1,432,0.432,1
1055,5,"Nonmatching","Stranger",1,498,0.498,1
1056,5,"Nonmatching","Stranger",1,490,0.49,1
1057,5,"Nonmatching","Stranger",1,370,0.37,1
1058,5,"Nonmatching","Stranger",1,449,0.449,1
1059,5,"Nonmatching","Stranger",1,474,0.474,1
1060,5,"Nonmatching","Stranger",1,420,0.42,1
1061,5,"Nonmatching","Stranger",1,473,0.473,1
1062,5,"Nonmatching","Stranger",1,612,0.612,1
1063,5,"Nonmatching","Stranger",1,657,0.657,1
1064,5,"Nonmatching","Stranger",1,386,0.386,1
1065,5,"Nonmatching","Stranger",1,352,0.352,1
1066,6,"Matching","Self",1,433,0.433,1
1067,6,"Matching","Self",1,546,0.546,0
1068,6,"Matching","Self",1,575,0.575,1
1069,6,"Matching","Self",1,676,0.676,1
1070,6,"Matching","Self",1,457,0.457,1
1071,6,"Matching","Self",1,448,0.448,1
1072,6,"Matching","Self",1,536,0.536,1
1073,6,"Matching","Self",1,510,0.51,1
1074,6,"Matching","Self",1,494,0.494,1
1075,6,"Matching","Self",1,532,0.532,1
1076,6,"Matching","Self",1,431,0.431,1
1077,6,"Matching","Self",1,597,0.597,1
1078,6,"Matching","Self",1,413,0.413,1
1079,6,"Matching","Self",1,510,0.51,1
1080,6,"Matching","Self",1,570,0.57,1
1081,6,"Matching","Self",1,548,0.548,1
1082,6,"Matching","Self",1,519,0.519,1
1083,6,"Matching","Self",1,602,0.602,1
1084,6,"Matching","Self",1,469,0.469,1
1085,6,"Matching","Self",1,683,0.683,1
1086,6,"Matching","Self",1,486,0.486,1
1087,6,"Matching","Self",1,499,0.499,1
1088,6,"Matching","Self",1,552,0.552,1
