Shape,Label,ShapeLoc,Condition,FaceIdentity,Stimulus,Strength,textColour,resp,rt,Exclude,corr,nCorr,trialinBlock,BlankFrames,Block,6. Stimuli Type (Self = Negative/Self = Positive),4. Handedness,3. Age,5. First Language,2. Gender,Subject
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.733550945,0,1,66,68,53,4,Self = Negative,Right,23,English,Male,24
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.633568987,0,1,67,69,65,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.733577791,0,1,68,70,70,4,Self = Negative,Right,23,English,Male,24
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.650197773,0,0,68,71,73,4,Self = Negative,Right,23,English,Male,24
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.916874625,0,1,69,72,57,4,Self = Negative,Right,23,English,Male,24
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.700224283,0,1,70,73,74,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.616938622,0,0,70,74,54,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.816920303,0,1,71,75,58,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.883510459,0,1,72,76,68,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.750217236,0,1,73,77,77,4,Self = Negative,Right,23,English,Male,24
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.000210031,0,0,73,78,77,4,Self = Negative,Right,23,English,Male,24
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.600256538,0,1,74,79,69,4,Self = Negative,Right,23,English,Male,24
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.76691827,0,1,75,80,68,4,Self = Negative,Right,23,English,Male,24
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.766835758,0,1,76,81,61,4,Self = Negative,Right,23,English,Male,24
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.683539831,0,1,77,82,70,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.700287845,0,0,77,83,66,4,Self = Negative,Right,23,English,Male,24
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.765020488,0,0,77,84,69,4,Self = Negative,Right,23,English,Male,24
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.750179336,0,1,78,85,68,4,Self = Negative,Right,23,English,Male,24
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.633575698,0,1,79,86,72,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.750220395,0,1,80,87,60,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,1.066876382,0,1,81,88,67,4,Self = Negative,Right,23,English,Male,24
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.766902083,0,1,82,89,55,4,Self = Negative,Right,23,English,Male,24
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.733534363,0,1,83,90,73,4,Self = Negative,Right,23,English,Male,24
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.750467142,0,1,84,91,67,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.616937437,0,1,85,92,52,4,Self = Negative,Right,23,English,Male,24
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.966936273,0,1,86,93,52,4,Self = Negative,Right,23,English,Male,24
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.750237371,0,1,87,94,61,4,Self = Negative,Right,23,English,Male,24
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.783516262,0,1,88,95,67,4,Self = Negative,Right,23,English,Male,24
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.76688866,0,1,89,96,68,4,Self = Negative,Right,23,English,Male,24
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.950202866,0,0,0,1,63,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,1.016877507,0,0,0,2,70,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,1.100190015,0,0,0,3,75,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.683560755,0,1,1,4,75,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.850229593,0,0,1,5,61,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.533609532,0,1,2,6,48,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.933542101,0,1,3,7,74,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.783625226,0,1,4,8,57,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.566889213,0,0,4,9,75,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.350230186,0,1,5,10,57,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.90022452,0,0,5,11,66,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.950228133,0,0,5,12,62,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.93356342,0,1,6,13,66,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.81690688,0,1,7,14,48,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.566909348,0,1,8,15,76,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.00022148,0,1,9,16,75,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.931616289,0,1,10,17,65,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.116903287,0,1,11,18,68,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.233522322,0,1,12,19,58,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,None,None,1,3,12,20,62,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.850194851,0,1,13,21,69,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,1.150448665,0,0,13,22,59,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.800209005,0,1,14,23,53,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.85016761,0,1,15,24,51,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.816895431,0,0,15,25,54,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.583569322,0,0,15,26,53,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.683525618,0,0,15,27,57,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.866908518,0,1,16,28,60,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.666882225,0,1,17,29,74,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.766923007,0,1,18,30,56,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.016901985,0,1,19,31,66,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.633555169,0,1,20,32,50,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.633527928,0,1,21,33,64,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.683536673,0,1,22,34,73,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.450183323,0,1,23,35,50,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.666848667,0,1,24,36,55,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.600281015,0,0,24,37,74,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.283527514,0,0,24,38,57,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.100236206,0,1,25,39,58,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.716942293,0,1,26,40,61,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.966835205,0,1,27,41,55,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.600191397,0,1,28,42,72,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.58166325,0,1,29,43,74,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.583612355,0,1,30,44,59,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.750194338,0,0,30,45,76,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.650295287,0,0,30,46,59,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.933527099,0,1,31,47,49,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.833544352,0,1,32,48,51,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.816883982,0,1,33,49,73,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,1.333518098,0,0,33,50,58,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.768617075,0,1,34,51,70,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.900264789,0,1,35,52,63,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.050273258,0,1,36,53,73,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.600179158,0,1,37,54,57,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.716979404,0,1,38,55,66,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.833584226,0,0,38,56,72,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.216944859,1,0,38,57,66,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.516942846,0,1,39,58,69,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.600191002,0,1,40,59,61,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.716886627,0,0,40,60,52,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.366935167,0,0,40,61,64,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.900212281,0,1,41,62,73,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.900215045,0,1,42,63,76,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.933533416,0,1,43,64,75,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.950275903,0,0,43,65,55,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.283626607,0,0,43,66,67,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.450181744,0,1,44,67,49,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.400259459,0,1,45,68,58,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.75021092,0,1,46,69,50,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.666854984,0,1,47,70,76,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.633671634,0,1,48,71,51,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.34830161,0,0,48,72,74,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.43355809,0,1,49,73,76,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.383588036,0,0,49,74,52,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.733524099,0,1,50,75,61,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.000255828,0,1,51,76,52,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.766884317,0,1,52,77,65,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.716898866,0,1,53,78,69,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.817146521,0,1,54,79,75,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.783609828,0,1,55,80,72,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.883604814,0,1,56,81,55,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.733516992,0,1,57,82,49,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.733554893,0,1,58,83,66,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.000214769,0,1,59,84,72,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.800250458,0,0,59,85,58,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,1.250228488,0,0,59,86,50,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.950207208,0,0,59,87,61,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.666925258,0,0,59,88,51,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.683549306,0,1,60,89,75,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.783532053,0,0,60,90,58,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.416951413,0,0,60,91,55,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.816921487,0,1,61,92,49,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.783517446,0,1,62,93,66,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.700246787,0,0,62,94,65,1,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.666935522,0,0,62,95,72,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.750249214,0,1,63,96,66,1,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.783535607,0,1,1,1,53,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.900220967,0,1,2,2,75,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.866907334,0,1,3,3,62,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.88359376,0,1,4,4,69,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.916921606,0,1,5,5,72,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.950221026,0,1,6,6,52,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.900222152,0,1,7,7,74,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.918549743,0,1,8,8,76,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.967753894,0,1,9,9,59,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.050235752,0,1,10,10,65,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.816852398,0,1,11,11,59,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,1.000209242,0,0,11,12,71,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.983518868,0,0,11,13,62,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.133590108,0,1,12,14,62,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.950237608,0,1,13,15,58,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.01688264,0,1,14,16,63,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.900183461,0,0,14,17,66,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.916869888,0,1,15,18,71,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,1.066968764,0,0,15,19,51,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.750217236,0,1,16,20,75,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.650224224,0,1,17,21,72,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.683645636,0,1,18,22,69,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.566866315,0,1,19,23,56,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.750203024,0,1,20,24,63,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.900246234,0,1,21,25,69,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.916885284,0,1,22,26,64,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.950234055,0,1,23,27,50,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.166872553,0,1,24,28,67,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,1.066868486,0,1,25,29,62,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.983563085,0,1,26,30,75,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.933544865,0,1,27,31,74,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.066885857,0,1,28,32,77,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.183561347,0,1,29,33,76,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.135859787,0,1,30,34,68,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.983655862,0,1,31,35,61,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.000230561,0,1,32,36,69,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.866842193,0,1,33,37,61,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.733548181,0,1,34,38,70,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,1.083532804,0,0,34,39,54,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.900243076,0,1,35,40,58,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.966899557,0,1,36,41,61,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.983546503,0,1,37,42,49,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.116885127,0,1,38,43,70,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.883572046,0,1,39,44,60,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.016883824,0,1,40,45,71,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.000204504,0,1,41,46,67,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.050207327,0,1,42,47,51,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.933549602,0,1,43,48,71,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.850190114,0,0,43,49,75,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.616934279,0,1,44,50,75,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.916939371,0,0,44,51,55,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.748275632,0,1,45,52,72,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.766836152,0,1,46,53,64,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.883540068,0,1,47,54,51,2,Self = Positive,Right,19,Azerbaijani,Male,25
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.816881613,0,1,48,55,67,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.000225033,0,1,49,56,77,2,Self = Positive,Right,19,Azerbaijani,Male,25
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.90020636,0,1,50,57,58,2,Self = Positive,Right,19,Azerbaijani,Male,25
