Shape,Label,ShapeLoc,Condition,FaceIdentity,Stimulus,Strength,textColour,resp,rt,Exclude,corr,nCorr,trialinBlock,BlankFrames,Block,6. Stimuli Type (Self = Negative/Self = Positive),4. Handedness,3. Age,5. First Language,2. Gender,Subject
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.433518611,0,1,75,83,65,2,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.816923856,0,1,76,84,59,2,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,1.016883429,0,0,76,85,51,2,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.916899892,0,1,77,86,72,2,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.900207149,0,1,78,87,54,2,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.816934121,0,1,79,88,70,2,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.333578896,0,1,80,89,68,2,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.100168696,0,1,81,90,69,2,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,1.100191989,0,1,82,91,77,2,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.78353837,0,1,83,92,70,2,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.933578422,0,1,84,93,72,2,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.866897069,0,0,84,94,70,2,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.033523664,0,1,85,95,53,2,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.966870737,0,1,86,96,56,2,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.083639398,0,1,1,1,55,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.000256222,0,1,2,2,58,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.866903781,0,1,3,3,48,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.733508701,0,0,3,4,48,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.866863117,0,1,4,5,67,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.816870164,0,1,5,6,67,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.017115569,0,1,6,7,49,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.951864165,0,1,7,8,69,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,1.050183244,0,0,7,9,66,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.766890634,0,1,8,10,61,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.88355586,0,1,9,11,71,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.900221757,0,1,10,12,48,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.033526033,0,1,11,13,76,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.300229337,0,1,12,14,67,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.066872039,0,1,13,15,75,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.050211275,0,1,14,16,63,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.950189048,0,1,15,17,61,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.350246372,0,1,16,18,58,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.033533139,0,1,17,19,55,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.166832283,0,1,18,20,60,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.733592398,0,1,19,21,52,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.816855162,0,0,19,22,72,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.866826401,0,1,20,23,50,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.766895766,0,1,21,24,72,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.883563756,0,1,22,25,71,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.264960676,0,1,23,26,71,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.250220197,0,1,24,27,56,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.050232989,0,1,25,28,63,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.016869216,0,1,26,29,76,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.916900682,0,1,27,30,75,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.850211828,0,1,28,31,75,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.966870737,0,1,29,32,70,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.735172765,0,1,30,33,65,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.983535449,0,1,31,34,57,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.483578679,0,1,32,35,61,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.350176099,0,1,33,36,63,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.81687806,0,1,34,37,63,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.916887654,0,1,35,38,62,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.100208176,0,1,36,39,75,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.283506589,0,1,37,40,77,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.783544292,0,1,38,41,57,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.766881159,0,1,39,42,76,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.816942411,0,1,40,43,58,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.800240193,0,1,41,44,61,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.066907176,0,1,42,45,70,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.116883548,0,1,43,46,76,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.733562788,0,1,44,47,70,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.716879915,0,1,45,48,61,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.966873895,0,1,46,49,67,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.183528185,0,1,47,50,75,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.733545417,0,1,48,51,49,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.700262184,0,1,49,52,50,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.716905972,0,1,50,53,68,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.76684089,0,1,51,54,72,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.900209913,0,1,52,55,63,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,1.000195424,0,0,52,56,61,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.783568375,0,1,53,57,74,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.916875809,0,1,54,58,70,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.733614902,0,1,55,59,77,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.683584048,0,1,56,60,71,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.35020255,0,1,57,61,66,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.900196885,0,1,58,62,49,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.866861143,0,1,59,63,68,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.950228133,0,1,60,64,67,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.633544904,0,1,61,65,77,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.550211472,0,1,62,66,56,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.866908913,0,0,62,67,71,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.166832678,0,1,63,68,67,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,1.000193845,0,0,63,69,68,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.116878021,0,1,64,70,56,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.000201741,0,1,65,71,54,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,None,None,1,3,65,72,52,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.950245898,0,1,66,73,57,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.400216822,0,1,67,74,65,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.700234153,0,1,68,75,76,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.750265401,0,1,69,76,63,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.066875592,0,1,70,77,68,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.800205451,0,1,71,78,63,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.900237154,0,1,72,79,76,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.250184666,0,1,73,80,69,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.216837475,0,1,74,81,70,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.666919731,0,1,75,82,48,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.200160919,0,1,76,83,58,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.435203993,0,1,77,84,51,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,1.550174756,0,0,77,85,76,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,1.016856978,0,0,77,86,52,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.833585805,0,1,78,87,73,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,1.166864262,0,0,78,88,69,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.166885976,0,1,79,89,55,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.100243707,0,1,80,90,76,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.250307052,0,1,81,91,69,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.466851589,0,1,82,92,72,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.300286582,0,1,83,93,77,3,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.93354447,0,1,84,94,51,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,1.183576745,0,1,85,95,50,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.983554004,0,1,86,96,70,3,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,1.016845134,0,0,0,1,51,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.800210979,0,1,1,2,63,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.850203537,0,1,2,3,70,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.983536633,0,1,3,4,67,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.950212341,0,1,4,5,76,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.950239976,0,1,5,6,53,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.916876204,0,1,6,7,76,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.983564269,0,1,7,8,74,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.766925376,0,1,8,9,68,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,1.316882995,0,0,8,10,77,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.016866453,0,1,9,11,57,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.0169008,0,1,10,12,49,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.86688562,0,1,11,13,75,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.6169023,0,1,12,14,76,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.866933785,0,1,13,15,60,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.266829243,0,1,14,16,56,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.016860926,0,1,15,17,74,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.216859978,0,1,16,18,55,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.466958184,0,1,17,19,57,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,None,None,1,3,17,20,56,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.150247714,0,1,18,21,72,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.866842587,0,1,19,22,51,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.133592477,0,1,20,23,73,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,1.233510873,0,1,21,24,55,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,1.316799298,0,0,21,25,62,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.11685986,0,1,22,26,71,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.20022527,0,1,23,27,67,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.300163801,0,1,24,28,75,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.933518808,0,1,25,29,61,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.816907275,0,1,26,30,51,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.86850665,0,1,27,31,71,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.816890298,0,1,28,32,74,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.100212913,0,1,29,33,52,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.033549326,0,1,30,34,57,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.200211452,0,1,31,35,55,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.016860136,0,1,32,36,62,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.966885739,0,1,33,37,51,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.316869177,0,1,34,38,61,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.850211828,0,1,35,39,71,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.983582824,0,1,36,40,61,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.400211294,0,1,37,41,61,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.816883587,0,1,38,42,54,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.450288734,0,1,39,43,51,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.200181053,0,1,40,44,65,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.383503944,0,1,41,45,74,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.916875415,0,1,42,46,51,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.283528698,0,1,43,47,55,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,1.014968276,0,1,44,48,66,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.683511406,0,1,45,49,63,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.81686819,0,1,46,50,69,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.916873441,0,1,47,51,60,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,1.650212775,0,0,47,52,52,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.700188752,0,1,48,53,74,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.983536633,0,1,49,54,61,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.135234037,0,1,50,55,76,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.266836745,0,1,51,56,71,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.900364278,0,1,52,57,63,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.066862169,0,1,53,58,62,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.800255196,0,1,54,59,77,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.916882916,0,1,55,60,63,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.950230501,0,1,56,61,77,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.550147121,0,1,57,62,73,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.816884377,0,1,58,63,77,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.233537324,0,1,59,64,71,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.866917599,0,1,60,65,50,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.883538094,0,1,61,66,53,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.983538212,0,1,62,67,55,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,1.083559255,0,1,63,68,63,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.116867756,0,1,64,69,49,4,Self = Positive,Right,24,Ukrainian,Male,1
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.783550214,0,1,65,70,72,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.100211729,0,1,66,71,77,4,Self = Positive,Right,24,Ukrainian,Male,1
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.783569165,0,0,66,72,77,4,Self = Positive,Right,24,Ukrainian,Male,1
